well,frame,cellID,x,y,r,area,totalIntensity.1,sdIntensity.1,totalIntensity.2,sdIntensity.2,denoisedTotalIntensity.1,denoisedTotalIntensityMult.1,denoisedTotalIntensity.2,denoisedTotalIntensityMult.2,denoisedNormalTotalIntensity.1,denoisedNormalTotalIntensityMult.1,denoisedNormalTotalIntensity.2,denoisedNormalTotalIntensityMult.2
G2,2,28031,297.0694,688.0833,373.5372,144,10911,11.9332,11240,9.8213,10987.4986234356,10987.4986234356,11193.1835859318,11319.0579723072,11173.4997203204,11173.4997203204,11382.6666062231,11510.6718482863
G2,2,28033,304.1154,1063.8769,622.3066,130,10642,11.2916,20098,24.2153,10987.4986234356,10987.4986234356,20600.6468613212,20796.0023445403,11173.4997203204,11173.4997203204,20949.3834613484,21148.0460061115
G2,2,28036,315.9366,420.831,345.2801,142,10170,11.5075,17775,13.5119,10987.4986234356,10987.4986234356,19201.1971733609,19293.8694321714,11173.4997203204,11173.4997203204,19526.2432878721,19620.4843424915
G2,2,28038,328.0325,875.3415,458.0149,123,10795,16.238,13773,12.3789,10987.4986234356,10987.4986234356,13886.2635043039,14025.1045832366,11173.4997203204,11173.4997203204,14121.3361383902,14262.5275787527
G2,2,28039,332.7165,525.0079,307.649,127,10901,19.0316,14296,14.4286,10987.4986234356,10987.4986234356,14251.5628568578,14412.7594532081,11173.4997203204,11173.4997203204,14492.8194353154,14656.7448368982
G2,2,28040,338.4766,468.9063,309.7914,128,10831,20.0052,24177,39.0587,10987.4986234356,10987.4986234356,24282.1258923576,24556.7674876282,11173.4997203204,11173.4997203204,24693.1841509716,24972.4749971518
G2,2,28041,341.0299,863.1269,440.2205,134,10926,16.6781,25034,27.2587,10987.4986234356,10987.4986234356,24890.1433843626,25187.5093706218,11173.4997203204,11173.4997203204,25311.4944242832,25613.894349705
G2,2,28042,343.4286,993.9911,542.2753,112,10683,22.1791,17116,38.109,10987.4986234356,10987.4986234356,17466.2047676454,17629.0164762644,11173.4997203204,11173.4997203204,17761.8801853667,17927.4480405325
G2,2,28044,361.144,958.664,503.031,125,10242,14.2358,23336,35.4673,10987.4986234356,10987.4986234356,25003.5131999253,25191.9443551937,11173.4997203204,11173.4997203204,25426.7834127869,25618.4044116011
G2,2,28045,363.1594,520.971,277.4938,138,10537,13.0293,16877,15.9847,10987.4986234356,10987.4986234356,17498.6505707224,17636.0676364692,11173.4997203204,11173.4997203204,17794.8752449368,17934.6185658063
G2,2,28046,369.2288,471.4492,279.3139,118,10343,21.3835,26435,35.383,10987.4986234356,10987.4986234356,28004.2625608146,28255.0795909781,11173.4997203204,11173.4997203204,28478.3307479678,28733.3937165679
G2,2,28050,372.688,861.224,417.9002,125,11008,17.4955,19321,19.2108,10987.4986234356,10987.4986234356,19044.5412830425,19282.8433773346,11173.4997203204,11173.4997203204,19366.9354593437,19609.2716338616
G2,2,28051,373.1849,976.8739,511.9074,119,10697,18.4679,14498,18.5483,10987.4986234356,10987.4986234356,14772.2429623158,14904.8048177623,11173.4997203204,11173.4997203204,15022.3138372808,15157.1197567643
G2,2,28052,381.4621,706.0276,307.2573,145,10800,10.6576,22058,23.4825,10987.4986234356,10987.4986234356,22227.486438484,22470.6684757864,11173.4997203204,11173.4997203204,22603.7628777575,22851.0616050574
G2,2,28054,380.4961,242.4031,394.8496,129,10819,21.8908,20698,35.2099,10987.4986234356,10987.4986234356,20814.6723832177,21043.0569684463,11173.4997203204,11173.4997203204,21167.0320992242,21399.2828768247
G2,2,28055,392.408,545.456,247.6521,125,10108,14.9166,18703,19.6775,10987.4986234356,10987.4986234356,20347.0747967134,20443.8589396913,11173.4997203204,11173.4997203204,20691.5188198974,20789.9413664258
G2,2,28057,409.2437,947.7983,468.5594,119,10862,18.7824,18845,25.8335,10987.4986234356,10987.4986234356,18864.4708396083,19075.7215116799,11173.4997203204,11173.4997203204,19183.8167060854,19398.6435202864
G2,2,28058,408.2913,981.8738,498.9403,103,11293,30.9759,23574,50.424,10987.4986234356,10987.4986234356,22559.6935232628,22886.7152403649,11173.4997203204,11173.4997203204,22941.5937067824,23274.1513879988
G2,2,28059,412.7639,820.1528,360.724,144,10685,10.8786,41182,47.63,10987.4986234356,10987.4986234356,42015.5121778661,42520.1770660193,11173.4997203204,11173.4997203204,42726.7688177158,43239.9768898977
G2,2,28061,416.7333,910.8083,432.8358,120,10956,16.5801,17435,19.0591,10987.4986234356,10987.4986234356,17279.9153224031,17487.6332488994,11173.4997203204,11173.4997203204,17572.437152366,17783.6714171569
G2,2,28062,419.8837,563.2558,221.3414,129,10198,16.9656,17451,21.1608,10987.4986234356,10987.4986234356,18791.3417495566,18883.7812928418,11173.4997203204,11173.4997203204,19109.4496553814,19203.454054967
G2,2,28063,422.0278,1000.6389,509.6078,144,10727,11.2573,20664,17.7697,10987.4986234356,10987.4986234356,20986.7794955771,21201.7209354853,11173.4997203204,11173.4997203204,21342.0527147182,21560.6327756591
G2,2,28064,421,188.0738,414.5034,149,10804,12.089,22735,17.1504,10987.4986234356,10987.4986234356,22899.8770793359,23152.3524706962,11173.4997203204,11173.4997203204,23287.5360362342,23544.2854394819
G2,2,28065,422.4897,1047.4207,552.0747,145,10654,11.6184,20434,16.6275,10987.4986234356,10987.4986234356,20917.7633925503,21119.3039527773,11173.4997203204,11173.4997203204,21271.8682774503,21476.8206028619
G2,2,28066,444.4306,63.0486,515.4901,144,11863,18.4417,30552,53.6659,10987.4986234356,10987.4986234356,27618.6330624893,28079.3068792675,11173.4997203204,11173.4997203204,28086.1731478298,28554.6454488822
G2,2,28067,451.685,652.7244,219.4751,127,11070,20.2766,21196,30.6179,10987.4986234356,10987.4986234356,20757.4154046754,21027.0573415978,11173.4997203204,11173.4997203204,21108.8058499518,21383.0124014195
G2,2,28070,463.1679,63.7786,507.9925,131,12523,28.549,17763,26.1012,10987.4986234356,10987.4986234356,15082.7020099856,15509.6552278915,11173.4997203204,11173.4997203204,15338.0284690815,15772.2093344777
G2,2,28071,463.3884,827.2479,337.1988,121,10670,20.4801,15173,12.3474,10987.4986234356,10987.4986234356,15505.2733974968,15641.891311676,11173.4997203204,11173.4997203204,15767.7533265756,15906.6839674966
G2,2,28072,463.7445,616.1898,192.0179,137,10282,12.9917,15034,19.1439,10987.4986234356,10987.4986234356,16035.8129594412,16109.4626825482,11173.4997203204,11173.4997203204,16307.2740901423,16382.1705874017
G2,2,28073,466.9178,447.8562,196.0814,146,10594,12.2542,20831,16.2362,10987.4986234356,10987.4986234356,21463.9263781061,21662.2974965138,11173.4997203204,11173.4997203204,21827.2769446551,22029.0061745746
G2,2,28074,472.6164,358.0881,247.2028,159,11933,12.0635,22231,12.4167,10987.4986234356,10987.4986234356,19960.2466614975,20357.8532398135,11173.4997203204,11173.4997203204,20298.1422918287,20702.4797251127
G2,2,28075,480.1017,379.2966,226.7003,118,10451,20.7634,25559,48.6602,10987.4986234356,10987.4986234356,26752.8590135299,27001.3672237473,11173.4997203204,11173.4997203204,27205.7429038365,27458.4579677946
G2,2,28076,482.1854,271.4834,311.4588,151,10205,8.5263,18327,16.0975,10987.4986234356,10987.4986234356,19718.9660122857,19824.9638109648,11173.4997203204,11173.4997203204,20052.7771401338,20160.5693150852
G2,2,28080,503.9549,430.7293,174.4946,133,9569,10.9277,15407,13.4547,10987.4986234356,10987.4986234356,17858.2116620593,17818.4418820503,11173.4997203204,11173.4997203204,18160.5231408939,18120.0801209639
G2,2,28081,509.7267,611.2467,148.4831,150,10915,10.582,27558,21.3981,10987.4986234356,10987.4986234356,27431.583283464,27759.3424757881,11173.4997203204,11173.4997203204,27895.9569097894,28229.2645505252
G2,2,28082,507.2613,502.5676,137.9158,111,9746,19.9344,18435,33.4724,10987.4986234356,10987.4986234356,20919.6997953439,20957.0086630639,11173.4997203204,11173.4997203204,21273.8374605022,21311.7779087627
G2,2,28083,509.8145,467.9516,148.7926,124,10314,17.7718,19326,23.2168,10987.4986234356,10987.4986234356,20539.8535277432,20676.6607041365,11173.4997203204,11173.4997203204,20887.5609921031,21026.6840991502
G2,2,28084,518.7361,248.5069,315.7105,144,10399,10.5328,19160,16.6703,10987.4986234356,10987.4986234356,20171.0118641955,20318.0638266214,11173.4997203204,11173.4997203204,20512.4754184219,20662.0167396407
G2,2,28087,526.5063,728.2595,219.8237,158,11001,11.0589,33119,31.2191,10987.4986234356,10987.4986234357,32669.1391802856,33073.5428623643,11173.4997203204,11173.4997203204,33222.1764028663,33633.4260042055
G2,2,28090,533,755.0412,240.191,97,10811,31.8774,18308,46.4714,10987.4986234356,10987.4986234356,18426.9607766078,18623.9902189555,11173.4997203204,11173.4997203204,18738.9002847858,18939.2651261767
G2,2,28092,535.9154,475.0538,122.685,130,10641,18.5121,14379,15.4872,10987.4986234356,10987.4986234356,14740.2180473409,14862.6723993703,11173.4997203204,11173.4997203204,14989.7467907874,15114.2741026938
G2,2,28093,547.4135,898.9398,370.6886,133,11217,15.4478,21149,16.7892,10987.4986234356,10987.4986234356,20397.74013913,20687.1854207757,11173.4997203204,11173.4997203204,20743.0418469961,21037.3869827141
G2,2,28094,546.5282,284.1408,272.3984,142,10420,13.2765,23367,24.1007,10987.4986234356,10987.4986234356,24542.6616880524,24753.9522295064,11173.4997203204,11173.4997203204,24958.130408541,25172.9977670504
G2,2,28095,556.7388,383.2239,177.5139,134,10567,15.7471,20223,28.8473,10987.4986234356,10987.4986234356,20899.0534455969,21085.3066720245,11173.4997203204,11173.4997203204,21252.8416004771,21442.2478015353
G2,2,28097,582.8943,353.9268,194.6389,123,10008,16.2154,30770,39.7563,10987.4986234356,10987.4986234356,33862.0297491276,34168.3229378576,11173.4997203204,11173.4997203204,34435.2607357188,34746.73898713
G2,2,28099,595.0672,520.806,48.8607,134,10726,14.7999,13733,10.8813,10987.4986234356,10987.4986234356,13949.0188436847,14076.8353536021,11173.4997203204,11173.4997203204,14185.1538271155,14315.1340698224
G2,2,28100,599.744,975.44,437.2969,125,10694,16.2364,34416,45.8818,10987.4986234356,10987.4986234356,35078.3898654233,35481.3787264475,11173.4997203204,11173.4997203204,35672.2119186069,36082.022748193
G2,2,28101,599.9503,816.8323,279.7143,161,10497,8.1116,20208,13.7755,10987.4986234356,10987.4986234356,21044.729371721,21220.7163581128,11173.4997203204,11173.4997203204,21400.9835912605,21579.9497609613
G2,2,28102,608.7165,954.3701,415.5493,127,12079,21.1383,27087,35.8708,10987.4986234356,10987.4986234356,23980.5207651851,24439.6323047013,11173.4997203204,11173.4997203204,24386.4733226379,24853.3568995275
G2,2,28104,623.7436,923.8803,384.2244,117,11669,22.4674,19053,17.8965,10987.4986234356,10987.4986234356,17555.3413610159,17883.8192705282,11173.4997203204,11173.4997203204,17852.5257212824,18186.5642459598
G2,2,28105,630.1056,92.7113,447.3982,142,11343,17.424,25552,25.1305,10987.4986234356,10987.4986234357,24327.9472529026,24682.7127092684,11173.4997203204,11173.4997203204,24739.7811951925,25100.5522736096
G2,2,28107,633.9624,133.0376,407.0072,133,10163,14.5806,12543,12.348,10987.4986234356,10987.4986234356,13560.1976816636,13584.7261441157,11173.4997203204,11173.4997203204,13789.7505334277,13814.6942242295
G2,2,28108,641.5,848.9308,308.9344,130,11185,16.0099,21246,30.0503,10987.4986234356,10987.4986234357,20559.1243607946,20845.2699898386,11173.4997203204,11173.4997203204,20907.158050095,21198.1476752746
G2,2,28109,644.8805,363.0818,176.9855,159,11910,12.8417,23955,20.7742,10987.4986234356,10987.4986234356,21556.2046958143,21967.2783617853,11173.4997203204,11173.4997203204,21921.1173893679,22339.1498869521
G2,2,28111,646,191.7829,348.2687,129,10337,17.4944,22214,22.0845,10987.4986234356,10987.4986234356,23548.4922143048,23731.4671585615,11173.4997203204,11173.4997203204,23947.1312068504,24133.2036295689
G2,2,28112,645.2057,778.5319,238.5887,141,10959,13.6199,26589,40.4791,10987.4986234356,10987.4986234356,26344.1457550857,26664.7418674246,11173.4997203204,11173.4997203204,26790.1107717717,27116.1340728271
G2,2,28116,663.1585,642.872,105.4465,164,10515,7.4112,33502,18.2544,10987.4986234356,10987.4986234356,34820.1013031499,35200.5157182276,11173.4997203204,11173.4997203204,35409.5509365915,35796.4051703122
G2,2,28118,665.4206,757.881,219.3589,126,10959,17.5246,23666,30.9865,10987.4986234356,10987.4986234356,23448.0632381759,23732.643676809,11173.4997203204,11173.4997203204,23845.0021258697,24134.4000644226
G2,2,28119,682.7179,1065.1603,526.8948,156,9590,8.9698,19736,12.6784,10987.4986234356,10987.4986234356,22818.0081539053,22855.4636704568,11173.4997203204,11173.4997203204,23204.2811984633,23242.3707780898
G2,2,28120,684.6923,859.8231,322.9306,130,11305,19.5049,40619,47.2114,10987.4986234356,10987.4986234356,38823.5822082124,39324.3974355096,11173.4997203204,11173.4997203204,39480.8044862949,39990.0977289082
G2,2,28121,685.8759,362.5655,183.2692,145,12947,20.2573,24462,27.7487,10987.4986234356,10987.4986234356,19986.0638764195,20532.0607955877,11173.4997203204,11173.4997203204,20324.3965516559,20879.63634123
G2,2,28122,685.3774,819.6509,283.3086,106,11046,30.4874,24705,56.5752,10987.4986234356,10987.4986234356,24254.624637708,24562.8782762911,11173.4997203204,11173.4997203204,24665.2173432688,24978.6892318704
G2,2,28125,703.7483,189.1293,356.6148,147,10736,12.0861,22723,15.3676,10987.4986234356,10987.4986234356,23055.5644915199,23298.8442906301,11173.4997203204,11173.4997203204,23445.8589918144,23693.2571358759
G2,2,28127,716.6691,906.3088,374.2463,136,11153,15.1987,18267,16.7481,10987.4986234356,10987.4986234356,17735.1144778697,17981.6945925718,11173.4997203204,11173.4997203204,18035.3421146882,18286.0964435018
G2,2,28128,720.92,837.536,308.3435,125,10954,16.7426,14548,18.0732,10987.4986234356,10987.4986234356,14421.640522688,14593.8488250749,11173.4997203204,11173.4997203204,14665.7762489374,14840.8997674473
G2,2,28130,727.5758,873.3409,344.653,132,11226,17.9783,21371,22.775,10987.4986234356,10987.4986234356,20592.7403769495,20885.9783176602,11173.4997203204,11173.4997203204,20941.3431326128,21239.5451311577
G2,2,28131,728.0936,721.7602,201.9833,171,10913,7.5199,48150,42.9641,10987.4986234356,10987.4986234356,47939.2825680524,48531.3844104145,11173.4997203204,11173.4997203204,48750.8193378962,49352.9445346105
G2,2,28132,732.865,782.0307,259.235,163,10795,9.6073,21317,13.2986,10987.4986234356,10987.4986234356,21492.3022668443,21725.2451560806,11173.4997203204,11173.4997203204,21856.133192628,22093.0194391647
G2,2,28133,744.5987,920.4474,394.5644,152,10926,8.6384,23745,22.9676,10987.4986234356,10987.4986234356,23608.5505577091,23889.842879547,11173.4997203204,11173.4997203204,24008.2062436928,24294.2604027968
G2,2,28134,743.082,460.0246,130.4682,122,10568,19.3007,20106,25.3193,10987.4986234356,10987.4986234356,20775.867826672,20960.6753013519,11173.4997203204,11173.4997203204,21127.570642475,21315.5066174788
G2,2,28136,746.1797,661.4922,161.352,128,10423,14.3262,17987,18.9425,10987.4986234356,10987.4986234356,18885.6884552334,19020.2291709981,11173.4997203204,11173.4997203204,19205.3935026229,19342.2117814222
G2,2,28137,752.6333,494.4467,121.4964,150,10764,9.9277,17228,16.2156,10987.4986234356,10987.4986234356,17427.5546086171,17604.0323740398,11173.4997203204,11173.4997203204,17722.5757398423,17902.0409966923
G2,2,28140,760.4211,695.7456,196.8703,114,10784,20.0697,20910,38.8421,10987.4986234356,10987.4986234356,21106.8323092718,21333.0004803074,11173.4997203204,11173.4997203204,21464.1378340174,21694.1346770132
G2,2,28142,768.6667,469.3721,146.7767,129,10600,14.9792,14112,12.557,10987.4986234356,10987.4986234356,14531.2567854108,14644.1097304959,11173.4997203204,11173.4997203204,14777.2481428464,14892.0115110671
G2,2,28143,771.648,929.944,411.5672,125,10725,16.7881,23326,21.8377,10987.4986234356,10987.4986234356,23695.47129756,23945.3417446621,11173.4997203204,11173.4997203204,24096.5984151686,24350.6987765427
G2,2,28144,776.6853,25.6783,532.1745,143,11792,16.0144,18023,16.7325,10987.4986234356,10987.4986234356,16406.0994535015,16739.7814220168,11173.4997203204,11173.4997203204,16683.8289530477,17023.1596332745
G2,2,28145,777.5766,769.8394,267.8684,137,11045,12.5388,19313,21.7989,10987.4986234356,10987.4986234356,18962.9073063952,19206.4362025549,11173.4997203204,11173.4997203204,19283.9195476701,19531.5710056031
G2,2,28146,780.8243,689.9392,205.7018,148,11314,15.9067,20773,18.6449,10987.4986234356,10987.4986234357,19836.5351445848,20135.1099100988,11173.4997203204,11173.4997203204,20172.3365332117,20475.9657006229
G2,2,28147,792.4653,511.8472,155.0427,144,10666,10.5821,19775,16.4035,10987.4986234356,10987.4986234356,20216.8192533365,20411.3731991807,11173.4997203204,11173.4997203204,20559.0582547249,20756.905693344
G2,2,28148,789.694,286.2239,294.6364,134,10464,13.4307,16958,14.0748,10987.4986234356,10987.4986234356,17724.6007999565,17851.7843973768,11173.4997203204,11173.4997203204,18024.6504567186,18153.9870727136
G2,2,28151,804.4706,877.5882,375.5215,119,10662,19.6004,27411,66.3456,10987.4986234356,10987.4986234356,28035.5868992273,28334.4461707642,11173.4997203204,11173.4997203204,28510.185358238,28814.1038479122
G2,2,28152,807.952,221.04,360.4766,125,11133,21.1648,22174,30.5886,10987.4986234356,10987.4986234357,21573.0967413971,21862.9209781821,11173.4997203204,11173.4997203204,21938.295390755,22233.0258967277
G2,2,28153,813.3037,197.7852,383.595,135,11011,13.5595,23560,21.2107,10987.4986234356,10987.4986234357,23215.5678005137,23505.6094077646,11173.4997203204,11173.4997203204,23608.5709055596,23903.5224617388
G2,2,28154,816.7087,287.2441,308.4015,127,10506,15.1394,14138,17.5788,10987.4986234356,10987.4986234356,14708.806916913,14807.2176795047,11173.4997203204,11173.4997203204,14957.8039192495,15057.8806215072
G2,2,28155,819.4245,1015.2518,507.9935,139,11448,13.3297,20408,18.1744,10987.4986234356,10987.4986234356,19224.3670495483,19537.3949393032,11173.4997203204,11173.4997203204,19549.8053936774,19868.1323540256
G2,2,28156,821.4465,612.7358,195.4824,159,10126,8.6076,27573,17.8426,10987.4986234356,10987.4986234356,29935.1141009481,30185.3682214058,11173.4997203204,11173.4997203204,30441.8685724591,30696.3591021761
G2,2,28157,823.0662,367.3015,251.6704,136,11207,14.5569,15311,12.4166,10987.4986234356,10987.4986234356,14782.3622126755,15001.184070719,11173.4997203204,11173.4997203204,15032.6043906577,15255.1305591193
G2,2,28158,839.4037,505,202.4521,161,10569,7.3929,22229,12.9586,10987.4986234356,10987.4986234356,22967.0854688544,23181.3163534964,11173.4997203204,11173.4997203204,23355.8821582429,23573.7396353329
G2,2,28160,844.3459,563.4812,205.6905,133,10701,16.1445,13694,13.1491,10987.4986234356,10987.4986234356,13947.0015844721,14070.5085865087,11173.4997203204,11173.4997203204,14183.1024188724,14308.7002004976
G2,2,28162,845.1302,646.5858,231.1686,169,12552,9.4003,25258,18.0099,10987.4986234356,10987.4986234356,21389.4579255737,21892.7965328538,11173.4997203204,11173.4997203204,21751.5478581668,22263.4071976233
G2,2,28163,851.2213,322.5902,303.1196,122,10220,16.3216,19043,27.5432,10987.4986234356,10987.4986234356,20454.5650524487,20573.267299032,11173.4997203204,11173.4997203204,20800.8287168591,20921.5404060667
G2,2,28168,867.3306,1038.1371,547.558,124,10194,13.1287,14990,18.0299,10987.4986234356,10987.4986234356,16148.6488454414,16207.4935496723,11173.4997203204,11173.4997203204,16422.0201104946,16481.8609631581
G2,2,28169,870.9231,484.5128,237.4959,156,11040,9.4935,21945,16.68,10987.4986234356,10987.4986234356,21558.485024643,21832.9572361181,11173.4997203204,11173.4997203204,21923.4363205826,22202.5549155657
G2,2,28172,882.6015,546.4436,242.6871,133,11040,15.5799,16209,15.2327,10987.4986234356,10987.4986234356,15923.5125889469,16128.7450737622,11173.4997203204,11173.4997203204,16193.0726507325,16401.7793992178
G2,2,28173,885.3636,117.6694,488.4326,121,11401,23.5037,32405,36.5496,10987.4986234356,10987.4986234356,30671.1719310929,31100.9586101885,11173.4997203204,11173.4997203204,31190.3867057602,31627.4489983942
G2,2,28174,889.5455,63.1591,538.1916,132,11351,18.3675,18128,16.7668,10987.4986234356,10987.4986234356,17245.5191001193,17518.8611999207,11173.4997203204,11173.4997203204,17537.458656055,17815.4280083485
G2,2,28176,895.7836,594.5597,261.5378,134,10697,11.9658,16312,17.913,10987.4986234356,10987.4986234356,16620.5564354598,16775.4151928421,11173.4997203204,11173.4997203204,16901.9163549265,17059.3966278805
G2,2,28181,931.7339,316.9274,367.2465,124,11240,18.341,18291,21.6215,10987.4986234356,10987.4986234356,17599.5121848961,17858.9054648169,11173.4997203204,11173.4997203204,17897.4442878449,18161.2286886426
G2,2,28182,943.8158,288.8684,394.1714,152,11379,11.6255,26149,24.0415,10987.4986234356,10987.4986234356,24805.2591931135,25170.695267034,11173.4997203204,11173.4997203204,25225.1732769787,25596.7956097484
G2,2,28183,954.0484,892.379,472.0142,124,10448,15.7464,22997,24.8947,10987.4986234356,10987.4986234356,24079.1834998799,24288.5163689368,11173.4997203204,11173.4997203204,24486.8062624907,24699.6828082836
G2,2,28189,989.2576,762.3485,414.0286,132,10270,12.0511,22393,21.0996,10987.4986234356,10987.4986234356,23917.4772753291,24094.3787287234,11173.4997203204,11173.4997203204,24322.3626055023,24502.2587226959
G2,2,28190,987.2348,320.0682,411.0256,132,11056,14.356,14618,13.6938,10987.4986234356,10987.4986234356,14336.4975173334,14524.7209459078,11173.4997203204,11173.4997203204,14579.1919062111,14770.6016618445
G2,2,28193,1014.1623,23.2597,637.9796,154,11745,12.817,19043,14.8783,10987.4986234356,10987.4986234356,17414.8586145019,17753.6646552661,11173.4997203204,11173.4997203204,17709.6648224846,18054.2063174566
G2,2,28195,1021.1988,229.6667,491.5479,171,10782,7.8727,20973,13.5079,10987.4986234356,10987.4986234356,21174.9679732411,21401.6666326474,11173.4997203204,11173.4997203204,21533.426927777,21763.9632394787
G2,2,28196,1025.2067,800.5933,465.0732,150,11186,11.673,16931,15.1127,10987.4986234356,10987.4986234356,16381.9325485616,16617.3168612914,11173.4997203204,11173.4997203204,16659.252940359,16898.6219398549
G2,2,28197,1037.2302,15.8633,657.6558,139,11512,15.7094,23189,27.2795,10987.4986234356,10987.4986234356,21703.6582462404,22055.3242282934,11173.4997203204,11173.4997203204,22071.0670968411,22428.6862317126
G2,2,28198,1049.534,260.8835,495.6048,103,11129,33.8058,32333,71.9215,10987.4986234356,10987.4986234356,31469.8722942247,31875.1736453482,11173.4997203204,11173.4997203204,32002.6078117577,32414.770278269
G2,2,28200,1073.5763,675.1102,454.14,118,11063,18.0332,31016,48.73,10987.4986234356,10987.4986234356,30396.4540700499,30780.9796284996,11173.4997203204,11173.4997203204,30911.0183027477,31302.0532750416
G2,2,28203,1088.5724,324.0483,497.8477,145,11009,12.5167,25342,24.2887,10987.4986234356,10987.4986234356,24976.7638504732,25288.0758060409,11173.4997203204,11173.4997203204,25399.5812388559,25716.1632169458
G2,2,28204,1093.0274,536.1301,453.0439,146,11467,10.8336,20333,18.6759,10987.4986234356,10987.4986234356,19117.0106203517,19431.8312402623,11173.4997203204,11173.4997203204,19440.6315887274,19760.7816273376
G2,2,28206,1099,473.7805,463.7521,123,11163,16.4154,24072,27.4924,10987.4986234356,10987.4986234356,23346.8723088162,23662.6112787249,11173.4997203204,11173.4997203204,23742.0981929865,24063.1821278182
G2,2,28207,1098.3955,405.9179,477.6028,134,11368,13.2949,29248,31.9641,10987.4986234356,10987.4986234356,27776.0657754354,28171.8107121017,11173.4997203204,11173.4997203204,28246.2709493733,28648.7152263379
G2,2,28208,1099.4595,179.1982,584.1925,111,11026,26.4195,13683,32.4782,10987.4986234356,10987.4986234356,13461.7477818029,13634.1144686324,11173.4997203204,11173.4997203204,13689.6340313684,13864.9186155206
G2,2,28209,1110.4474,121.2303,629.8324,152,11094,10.2324,24900,14.734,10987.4986234356,10987.4986234356,24323.76172147,24640.3225234152,11173.4997203204,11173.4997203204,24735.5248092857,25057.4444884796
G2,2,28212,1113.882,266.8696,546.9592,161,11404,10.2575,27611,23.837,10987.4986234356,10987.4986234356,26125.7223274452,26509.0566592398,11173.4997203204,11173.4997203204,26567.9897785143,26957.8133585564
G2,2,28213,1128.2807,513.7778,488.9843,171,11179,9.352,30088,28.7033,10987.4986234356,10987.4986234357,29133.3426941327,29518.3560911935,11173.4997203204,11173.4997203204,29626.5244348312,30018.0555040777
G2,2,28214,1137.2232,681.6964,517.0192,112,10637,18.708,24805,31.568,10987.4986234356,10987.4986234356,25439.1932632019,25698.3139224399,11173.4997203204,11173.4997203204,25869.8388553412,26133.346020416
G2,2,28215,1143.7959,310.7415,553.5068,147,11472,13.2173,20555,21.7959,10987.4986234356,10987.4986234357,19315.9911977022,19633.9635587937,11173.4997203204,11173.4997203204,19642.9805947726,19966.3357285924
G2,2,28216,1154.1512,400.3547,532.7779,172,10931,10.3519,26497,19.2743,10987.4986234356,10987.4986234356,26330.7974205943,26647.0307688553,11173.4997203204,11173.4997203204,26776.5364709396,27098.1231531726
G2,2,28218,1160.0805,181,631.9531,149,11187,11.4735,31360,36.5816,10987.4986234356,10987.4986234357,30339.8667468334,30739.5265427978,11173.4997203204,11173.4997203204,30853.4730450141,31259.8984536969
G2,2,28220,1164.3271,703.8131,549.3211,107,12279,37.4241,37765,78.3895,10987.4986234356,10987.4986234357,32804.7863149126,33347.7359339728,11173.4997203204,11173.4997203204,33360.1198304618,33912.2607339225
G2,2,28223,1181.6596,910.7872,656.4132,141,9769,9.5792,19019,15.9087,10987.4986234356,10987.4986234356,21523.6446922268,21574.3825175504,11173.4997203204,11173.4997203204,21888.0061960519,21939.6029330794
G2,2,28224,1185.8443,325.1311,586.6128,122,11202,16.243,11044,8.8786,10987.4986234356,10987.4986234356,10668.1929964619,10832.843171996,11173.4997203204,11173.4997203204,10848.7887505208,11016.2261949594
G2,2,28225,1187.8487,737.3529,582.3113,119,10456,17.5204,32337,45.3028,10987.4986234356,10987.4986234356,33828.7367949066,34186.9133287956,11173.4997203204,11173.4997203204,34401.4041840662,34765.6440841922
G2,2,28231,1236.5726,461.5641,601.7068,117,11136,17.2585,27751,34.8934,10987.4986234356,10987.4986234356,26990.5497188414,27344.9361753722,11173.4997203204,11173.4997203204,27447.4573395185,27807.8430022286
G2,2,28234,1255.2556,799.8346,667.8724,133,9502,10.4537,25244,20.5044,10987.4986234356,10987.4986234356,29499.0423626158,29646.3750539613,11173.4997203204,11173.4997203204,29998.4148244056,30148.2416268437
G2,2,28235,1260.1103,88.7059,766.944,136,11584,13.0417,22249,19.1815,10987.4986234356,10987.4986234356,20674.2232167737,21025.6462400557,11173.4997203204,11173.4997203204,21024.2053489542,21381.5774121443
G2,2,28236,1264.1746,348.5159,652.886,126,10272,12.6875,14053,14.6635,10987.4986234356,10987.4986234356,15006.3237899418,15066.2476481375,11173.4997203204,11173.4997203204,15260.357285717,15321.2955607273
G2,2,28237,1269.1208,160.0805,734.9366,149,10852,10.036,15595,12.1208,10987.4986234356,10987.4986234356,15627.7545352393,15797.3675105417,11173.4997203204,11173.4997203204,15892.3078776352,16064.7921342486
G2,3,28238,8.3289,742.6242,663.3739,149,11917,23.5634,31738,39.0607,10987.4986234356,10987.4986234356,28540.429339119,29015.5404604398,11173.4997203204,11173.4997203204,29023.5739878306,29506.7279943189
G2,3,28239,12.0637,895.2038,721.4387,157,13060,22.6033,17451,17.8753,10987.4986234356,10987.4986234357,14115.2966957422,14604.3054526609,11173.4997203204,11173.4997203204,14354.246502085,14851.5334093171
G2,3,28240,12.5455,289.5879,675.5779,165,12025,20.6486,19168,13.8488,10987.4986234356,10987.4986234356,17057.8944562684,17435.9559680383,11173.4997203204,11173.4997203204,17346.6578216301,17731.119321085
