#wells,B4
#channel,2
#pathname,Z:/DATA/201112/20111205/201112051201_HCEC+LRHCL+TapYFP_Hoechst_subtracted/B4
#halo_size,8
#nuclear_channel,1
#segment_params.inequalities,Area<3000 Area>200 Solidity>.90 
#segment_params.threshold,800
mad_nucleus,median_nucleus,mean_nucleus,std_nucleus,max_nucleus,sum_nucleus,length_nucleus,mad_halo,median_halo,mean_halo,std_halo,max_halo,sum_halo,length_halo
23.944,375,370.9,28.56,431,1.81e+005,488,14.699,322,323.86,19.063,417,2.4419e+005,754
14.834,362,360.6,18.692,418,2.0698e+005,574,12.469,333,334.03,15.682,384,2.6856e+005,804
564.14,2834,2609.2,744.66,3751,2.2882e+006,877,222.13,385,524.32,373.22,2554,5.0597e+005,965
19.631,381,380.48,24.464,445,1.5181e+005,399,13.673,340,340.05,17.487,411,2.4348e+005,716
14.244,352,351.65,17.738,412,2.2295e+005,634,12.134,327,328.22,15.316,384,2.8522e+005,869
12.44,352,352.05,15.628,406,2.9713e+005,844,12.19,336,336.15,14.863,382,3.3347e+005,992
285.29,1309.5,1191.9,345.45,1788,8.1524e+005,684,72.151,352,390.79,121.55,1155,3.478e+005,890
17.925,372,371.14,22.179,429,1.7369e+005,468,12.621,335,334.89,16.013,395,2.5452e+005,760
342.57,1412,1270,408.04,1900,7.9759e+005,628,93.614,367,417.29,150.77,1229,3.693e+005,885
14.877,366,365.11,18.671,417,2.2746e+005,623,13.408,340,340.57,16.619,395,2.9561e+005,868
16.833,371,370.9,21.043,447,1.9472e+005,525,14.591,331,333.04,18.14,410,2.7376e+005,822
20.286,386,385.37,25.14,451,2.7593e+005,716,14.278,337,338.94,18.221,423,2.9352e+005,866
158.06,829,767.89,193.95,1174,3.6168e+005,471,67.419,348,384.1,104.99,863,2.9345e+005,764
290.02,1584.5,1471.3,386.46,2072,1.1858e+006,806,121.29,363,435.09,198.63,1446,4.0638e+005,934
12.193,341,340.8,15.536,395,3.1559e+005,926,12.494,328,329.01,15.834,382,3.4053e+005,1035
18.815,387.5,386.79,23.478,457,3.1562e+005,816,14.778,341.5,343.21,18.917,434,3.1987e+005,932
162.4,921,853.3,200.45,1139,5.8707e+005,688,47.208,349,371.15,80.324,893,3.4368e+005,926
22.162,397,394.08,27.295,461,2.262e+005,574,14.195,332,333.5,18.753,411,2.768e+005,830
24.665,397,391.07,31.192,468,2.3738e+005,607,17.914,334,337.62,23.472,439,2.8158e+005,834
16.807,381,379.39,21.771,445,3.6649e+005,966,14.281,338,338.53,18.149,418,3.4395e+005,1016
15.739,364,364.01,19.755,419,1.8091e+005,497,14.471,331.5,333.48,17.838,408,2.6812e+005,804
13.794,358,358.71,17.539,414,2.2025e+005,614,13.575,332,331.93,17.009,389,2.7981e+005,843
372.68,1829,1703.7,480.58,2631,1.765e+006,1036,194.73,367,492.29,276.68,1716,5.489e+005,1115
21.424,393,391.7,26.534,461,2.3385e+005,597,14.982,340,340.96,19.958,432,2.8914e+005,848
371.2,1921,1751.1,487.63,2526,1.914e+006,1093,130.25,373,449.89,214.98,1636,4.7058e+005,1046
22.486,400,396.67,28.245,475,2.3245e+005,586,14.469,329,330.42,18.599,415,2.8152e+005,852
14.532,364,365,18.322,416,2.2703e+005,622,15.034,334,334.86,18.353,393,2.8832e+005,861
14.657,366,365.28,18.362,414,2.2574e+005,618,14.021,338,338.11,17.584,396,2.9078e+005,860
70.989,645,618.61,95.348,856,4.0334e+005,652,40.707,341,359.71,66.443,719,3.0899e+005,859
882.45,1902,1947.8,1030,4166,1.0693e+006,549,72.772,374,408.35,130.08,1380,3.6261e+005,888
15.637,372,371.06,19.576,422,2.1967e+005,592,13.89,333,334.5,17.344,395,2.9269e+005,875
67.078,446,447.12,77.141,609,2.0478e+005,458,22.319,328.5,336.03,29.734,465,2.5673e+005,764
15.431,348,346.76,19.2,392,1.7407e+005,502,13.47,318,319.92,16.949,398,2.5338e+005,792
20.867,391,392.63,25.458,457,1.4331e+005,365,15.551,335,336.7,19.572,416,2.4444e+005,726
15.995,356,356.65,20.058,412,1.5835e+005,444,13.117,325,325.3,16.709,380,2.391e+005,735
14.983,359,359.96,18.519,417,2.2317e+005,620,12.472,331,331.15,15.657,381,2.9638e+005,895
20.926,377,374.57,25.914,459,2.0639e+005,551,12.921,324,326.08,16.468,388,2.6543e+005,814
20.412,384,381.7,25.542,446,2.5535e+005,669,14.638,334,336.25,18.872,412,2.9119e+005,866
26.226,394,392.22,32.129,477,2.2082e+005,563,15.955,331,332.98,20.22,413,2.6705e+005,802
18.521,383,380.07,23.188,435,2.2044e+005,580,14.475,331,332.5,18.706,411,2.6866e+005,808
16.43,371,371.34,20.897,434,1.7787e+005,479,14.043,331,332.5,17.833,402,2.4838e+005,747
579.14,2347,2074.1,712.8,3109,1.8957e+006,914,209.47,358,490.05,337.41,2250,4.8613e+005,992
18.279,372,370.12,22.851,437,1.8839e+005,509,15.973,330,331.15,19.334,390,2.6095e+005,788
16.396,368,366.85,21.064,427,1.937e+005,528,14.269,334,335.14,17.885,411,2.6811e+005,800
24.414,398.5,395.99,30.253,482,2.0988e+005,530,14.761,334,335.36,18.968,419,2.6292e+005,784
25.691,398,399.42,31.954,489,2.4285e+005,608,14.632,336,337.04,18.968,411,2.7974e+005,830
18.355,365,365.53,22.789,436,1.6376e+005,448,13.991,326,327.83,17.512,389,2.4259e+005,740
20.042,386,384.06,25.027,453,2.6808e+005,698,13.7,334,335,17.275,404,3.082e+005,920
15.228,369,368.72,19.135,429,1.8399e+005,499,12.926,327,328.7,16.149,389,2.531e+005,770
31.769,388,385.34,37.595,478,1.8728e+005,486,17.426,319,323.8,23.358,437,2.4739e+005,764
22.788,410,407.58,28.113,481,2.8204e+005,692,16.421,350,351.49,21.633,427,3.0791e+005,876
16.142,359,358.9,20.648,421,1.8483e+005,515,14.11,329,331.2,17.379,383,2.5635e+005,774
17.722,368,368.68,21.881,429,1.6148e+005,438,13.007,329,329.96,16.265,397,2.3724e+005,719
19.619,382,379.5,25.393,438,2.0227e+005,533,16.74,332,333.47,21.357,420,2.6644e+005,799
19.839,380,377.18,25.459,453,2.3687e+005,628,14.33,327.5,329.06,18.272,398,2.7115e+005,824
14.763,360,359.78,18.791,411,1.7989e+005,500,12.381,327,328.37,15.799,383,2.5022e+005,762
19.299,388,386.25,24.362,453,1.63e+005,422,16.456,332,334.41,20.727,406,2.5282e+005,756
16.556,372,371.09,21.221,431,2.0892e+005,563,13.471,330,330.17,16.981,390,2.6282e+005,796
19.005,386,384.77,23.573,445,1.4737e+005,383,15.277,327,328.38,19.286,395,2.3939e+005,729
27.449,393,390.41,34.292,476,2.0965e+005,537,16.916,328,329.77,22.14,420,2.6844e+005,814
18.617,383,380.23,23.361,436,1.3841e+005,364,16.162,331,332.18,20.099,404,2.2987e+005,692
24.389,388,388.06,30.156,468,1.2923e+005,333,14.132,322,323.57,17.926,393,2.3297e+005,720
360.87,2164.5,2041.9,485.05,2924,2.2257e+006,1090,185.07,371,486.25,305.23,2228,5.1057e+005,1050
15.991,363,362.65,20.302,416,2.0961e+005,578,12.239,327,328.83,15.824,391,2.6503e+005,806
23.378,395.5,395.75,28.116,463,1.2031e+005,304,15.055,334,335.82,19.471,410,2.1157e+005,630
16.393,370,370.19,20.852,444,3.0874e+005,834,12.686,330,331.04,16.109,385,3.0886e+005,933
14.022,362,363,17.347,408,2.1127e+005,582,12.458,334,335.07,15.474,381,2.7543e+005,822
18.967,375,374.66,23.554,451,1.45e+005,387,15.294,326,328.86,18.907,395,2.302e+005,700
24.921,394,388.44,31.597,455,2.2841e+005,588,15.207,329,332.04,20.134,413,2.7327e+005,823
21.389,413,409.73,27.091,475,2.7329e+005,667,16.323,348.5,350.47,21.105,437,3.0702e+005,876
20.935,381,379.21,26.428,451,1.8581e+005,490,13.348,328,329.57,17.118,393,2.4949e+005,757
20.292,365,363.62,25.046,432,1.4436e+005,397,16.186,323,325.67,20.401,406,2.5207e+005,774
21.411,390,388.35,27.591,470,2.3495e+005,605,13.915,331,332.84,18.183,408,2.736e+005,822
431.21,2202,2001.2,546.38,2708,8.4852e+005,424,155.4,375,469.23,246.34,1970,3.3315e+005,710
356.86,1759.5,1610.5,462.82,2298,1.414e+006,878,159.5,367,461.43,246.65,1616,4.4021e+005,954
18.612,373,371.13,23.455,440,2.2824e+005,615,13.09,321,322.95,16.779,396,2.758e+005,854
15.22,362,361.28,19.148,421,3.8512e+005,1066,13.286,329,331.26,16.756,420,3.4915e+005,1054
21.538,379,376.54,26.484,450,1.2652e+005,336,12.906,326,328.03,16.493,404,2.1421e+005,653
87.768,440,468.07,104.06,707,1.5072e+005,322,26.351,341,346.18,32.224,438,2.3679e+005,684
17.761,366,364.85,22.34,430,2.2146e+005,607,13.226,321,322.03,16.776,387,2.6922e+005,836
14.75,361,360.28,18.368,408,1.8699e+005,519,13.022,325,325.48,16.343,375,2.6559e+005,816
16.162,358,357.89,20.354,429,1.8002e+005,503,13.292,324,325.06,17.073,399,2.516e+005,774
19.105,371,370.61,24.606,448,1.7678e+005,477,16.025,323,325.73,20.194,392,2.2932e+005,704
26.618,410,406.04,33.338,491,2.1114e+005,520,14.798,335,337.42,19.352,421,2.5846e+005,766
23.463,407,405.77,28.299,466,1.546e+005,381,26.362,349,355.01,33.096,490,2.5419e+005,716
340.2,1588,1416.4,426.39,2019,1.3541e+006,956,184.83,369,481.57,270.23,1575,4.9072e+005,1019
19.979,387,386.06,25.021,444,1.7257e+005,447,16.49,339,341.15,20.82,436,2.8111e+005,824
24.4,394,389.64,29.923,468,1.3871e+005,356,18.267,339,341.7,22.971,424,2.3099e+005,676
207.67,1325,1242.3,276.52,1615,1.2386e+006,997,123.59,369,444.77,183.18,1421,4.8435e+005,1089
22.543,404,401.4,28.169,477,2.4927e+005,621,15.125,343,344.34,19.731,408,2.8959e+005,841
28.158,409,406.59,34.949,490,1.297e+005,319,19.039,337,341.76,24.344,426,2.2419e+005,656
37.886,424,414.14,45.224,511,2.3233e+005,561,21.13,332,337.02,26.776,427,2.7164e+005,806
27.126,448,445.9,33.433,526,2.8003e+005,628,20.863,370,371.16,26.563,453,3.0881e+005,832
14.54,365,364.9,17.882,410,2.0872e+005,572,12.93,335,336.24,16.463,403,2.7236e+005,810
23.82,387,385.24,28.811,446,1.9493e+005,506,22.022,344.5,349.74,27.479,456,2.8119e+005,804
384.18,1620,1482.3,480.27,2264,1.042e+006,703,117.75,367,434.35,200.4,1584,3.9005e+005,898
23.707,396,392.97,28.233,456,1.3832e+005,352,15.552,341,343.58,20.263,420,2.302e+005,670
454.95,1836,1656.7,563.62,2558,1.4496e+006,875,218.09,375.5,508.53,320.68,2219,5.0547e+005,994
26.749,405,400.22,32.938,497,2.3373e+005,584,17.314,344,346.3,23.385,441,2.8431e+005,821
652.67,2072,1826.6,749.7,3020,1.2037e+006,659,278.15,385,562.97,414.13,2548,5.1005e+005,906
152.03,861,794.56,188.79,1126,5.8638e+005,738,67.172,355,392.67,101.6,897,3.5576e+005,906
451.06,2132,1968.4,587.52,2884,1.6377e+006,832,173.51,379,487.13,269.9,1953,4.5498e+005,934
50.756,439,447.53,65.202,656,2.2958e+005,513,20.56,350,354.13,25.656,453,2.7091e+005,765
15.92,359,359.08,19.91,420,2.3376e+005,651,13.79,328,329.6,17.202,384,2.8774e+005,873
373.05,1770,1637.6,466.22,2453,1.0235e+006,625,168.31,376,479.41,263.47,1887,4.1708e+005,870
19.822,390,389.51,24.925,478,4.2534e+005,1092,15.079,346,348.16,19.082,419,3.7323e+005,1072
482.69,1878,1670.4,575.38,2473,8.3355e+005,499,172.46,378,482.5,267.34,1861,3.8263e+005,793
21.953,401,396.76,28.1,475,2.6702e+005,673,16.387,344,346.4,20.995,427,2.979e+005,860
229.48,1021,942.67,271.77,1379,4.2703e+005,453,82.695,364,408.21,128.28,1010,3.1392e+005,769
21.867,404,400.34,27.488,469,1.9617e+005,490,14.307,344,345.75,18.643,428,2.6692e+005,772
17.006,374,374.22,21.35,436,2.2491e+005,601,14.132,343,344.23,18.05,413,2.9501e+005,857
24.194,405,400.72,29.28,474,2.1839e+005,545,15.836,345,348.26,21.266,432,2.7652e+005,794
21.637,404,399.39,26.845,460,1.949e+005,488,16.072,347,348.44,20.713,424,2.6621e+005,764
296.81,1437,1301.7,371.13,1853,8.8906e+005,683,198.34,371,497.52,272.32,1561,4.3682e+005,878
499.24,1831,1714.1,602.25,2765,8.3476e+005,487,152.78,380,471.62,238.23,1686,3.7635e+005,798
94.053,694,650.88,117.25,854,5.6496e+005,868,51.213,360,384.82,76.146,732,3.7943e+005,986
427.78,1980.5,1775,539.96,2467,1.2567e+006,708,195.66,382,503.35,299.7,1809,4.349e+005,864
186.34,1454,1383.5,268.18,1942,9.9753e+005,721,156.6,370,466.18,232.41,1428,4.2982e+005,922
22.148,414,410.43,27.875,481,2.3969e+005,584,15.693,345,346.56,20.172,424,2.8279e+005,816
336.69,1462,1370.3,409.12,1994,1.2456e+006,909,177.39,430,543.73,241.52,1564,5.5243e+005,1016
20.545,384,382.28,25.02,448,1.6018e+005,419,23.822,348,356.48,49.529,777,2.5952e+005,728
48.285,448,446.61,58.583,593,2.2688e+005,508,20.51,343,347.6,27.277,462,2.7252e+005,784
27.413,417,414.92,33.712,507,2.4314e+005,586,17.592,347.5,349.09,23.007,438,2.8276e+005,810
22.668,405,402.33,28.11,475,2.5186e+005,626,15.606,346,347.22,20.635,436,2.9028e+005,836
394.28,1633,1520.8,478.98,2314,7.3153e+005,481,112.38,373,440.3,182.42,1399,3.5136e+005,798
18.281,417,415.84,22.931,478,3.2061e+005,771,18.93,380,382.33,23.651,456,3.571e+005,934
18.061,383,380.26,22.675,438,1.6656e+005,438,14.257,340,341.26,18.29,417,2.4912e+005,730
20.521,402,398.89,25.276,457,2.5689e+005,644,15.758,347,348.35,20.295,423,2.9087e+005,835
18.805,369,369.21,23.035,433,1.6577e+005,449,21.041,344,346.66,25.635,424,2.5791e+005,744
372.51,1577,1435.2,459.73,2144,7.5206e+005,524,159.21,368,466.49,241.59,1563,3.6527e+005,783
24.249,390,388.35,29.595,464,1.6466e+005,424,17.573,342,344.38,22.511,428,2.5415e+005,738
35.52,418,424.08,43.548,569,3.9015e+005,920,19.22,345,348.64,24.341,452,3.713e+005,1065
21.062,377,374.53,25.886,444,1.5955e+005,426,18.058,337,339.58,22.618,418,2.557e+005,753
21.361,397,395.33,25.88,456,1.696e+005,429,16.337,346,347.81,21.024,425,2.5669e+005,738
35.436,431,430.93,44.66,557,2.1547e+005,500,18.844,346,349.33,24.643,439,2.6479e+005,758
16.175,387,388.06,20.372,447,3.0734e+005,792,16.134,348,350.57,20.354,415,3.2182e+005,918
20.198,389,391,25.059,461,1.736e+005,444,13.901,353,353.12,17.456,410,2.7226e+005,771
21.679,395,393.4,26.354,455,1.5618e+005,397,15.929,349,350.61,20.497,439,2.4683e+005,704
30.927,409,401.83,37.371,492,1.2738e+005,317,19.299,341,345.07,24.733,449,2.2809e+005,661
19.235,390,387.67,23.705,457,1.6554e+005,427,14.158,344,345.14,17.881,418,2.7715e+005,803
19.474,385,385.04,24.387,450,1.5132e+005,393,14.547,335,337.12,18.434,407,2.4475e+005,726
17.483,385,384.37,21.83,446,4.7624e+005,1239,13.907,348,347.89,17.32,397,3.9103e+005,1124
23.002,404,401.99,28.367,484,2.7978e+005,696,15.164,345,346.18,19.169,413,3.0533e+005,882
12.765,363,363.03,16.113,412,5.4019e+005,1488,12.356,346,345.84,15.579,396,4.1431e+005,1198
18.998,385.5,384.55,23.797,463,1.5997e+005,416,14.845,338,340.01,19.019,415,2.4753e+005,728
22.898,404,400.74,28.664,472,2.6248e+005,655,14.519,344,346.25,19.166,437,2.9362e+005,848
16.346,383,381.85,20.213,426,1.936e+005,507,13.393,345,346.76,17.57,414,2.6908e+005,776
27.432,411,405.08,33.233,473,1.8674e+005,461,20.423,345,349.68,26.173,447,2.6052e+005,745
38.147,421,417.27,45.261,513,2.537e+005,608,19.098,339,343,24.497,439,2.8503e+005,831
19.442,400,396.98,24.367,466,2.5486e+005,642,14.424,345,345.94,18.061,409,2.9128e+005,842
221.86,971,872.03,260.75,1254,4.8746e+005,559,83.649,335,383.79,128.27,1042,3.1778e+005,828
227.37,1270,1200.6,295.76,1658,7.6836e+005,640,118.29,365,435.74,181.18,1275,3.7518e+005,861
1100.6,2070,2167,1254.8,4553,7.5628e+005,349,280.28,387,563.86,416.46,2699,3.8117e+005,676
69.202,463.5,466.6,79.249,644,1.5864e+005,340,21.087,353,356.26,29.746,508,2.4297e+005,682
38.485,469,466.41,48.337,602,3.2742e+005,702,31.816,368,370.06,37.582,469,3.3417e+005,903
26.996,395,390.79,32.337,468,1.5045e+005,385,19.52,343,344.74,24.437,429,2.3994e+005,696
16.882,385,384.46,21.271,447,3.1179e+005,811,12.958,342,342.82,16.467,403,3.2122e+005,937
18.082,385,383.88,22.348,451,1.716e+005,447,14.739,340,340.68,18.591,396,2.5483e+005,748
44.578,493,483.81,54.281,588,3.3673e+005,696,47.602,364,380.06,54.752,513,3.4015e+005,895
619.17,2647,2325.6,761.43,3674,1.5837e+006,681,218.87,395,531.39,346.83,2470,4.5593e+005,858
225.85,1300,1202.8,297.76,1647,1.4362e+006,1194,100.79,381,437.63,161.83,1326,5.1903e+005,1186
319.62,1992,1847.5,429.33,2507,1.3081e+006,708,241.43,389,543.51,354.78,2073,4.9296e+005,907
18.35,376,374.02,22.468,451,1.7691e+005,473,15.988,341.5,342.5,20.012,418,2.5893e+005,756
598.6,2496,2407.7,769.95,4263,2.5281e+006,1050,281.88,403,575.38,442.7,2859,6.3465e+005,1103
373.01,1993,1839,485.75,2584,1.2708e+006,691,236.85,383,532.02,351.03,1999,4.7828e+005,899
16.682,374,373.85,20.405,433,3.6413e+005,974,14.737,342,343.06,18.278,407,3.4649e+005,1010
27.796,417,412.81,35.405,510,2.1383e+005,518,17.75,343,344.74,23.635,448,2.6924e+005,781
290.87,1004.5,967.01,338.33,1598,3.9647e+005,410,67.87,359.5,393.29,106.75,1111,2.8317e+005,720
14.564,365,364.41,18.185,419,2.2302e+005,612,12.282,339,339.74,15.543,388,2.8776e+005,847
513.01,1784.5,1649.8,605.4,2744,6.5662e+005,398,171.97,371,475.65,260.6,1781,3.3628e+005,707
14.246,373,372.97,17.67,433,1.8798e+005,504,15.879,343,343.11,19.582,408,2.6007e+005,758
16.409,374,373.71,20.632,430,1.7452e+005,467,14.779,340,340.77,18.047,399,2.5694e+005,754
14.611,347,347.55,18.292,398,2.6309e+005,757,14.184,326,326.18,17.669,381,3.0563e+005,937
43.156,404,411.69,52.004,544,1.9267e+005,468,15.631,344,343.93,20.029,420,2.6277e+005,764
17.144,376,377.21,21.248,444,1.705e+005,452,13.681,342,342.77,16.993,399,2.5502e+005,744
338.37,2116,1975,465.44,2634,1.3489e+006,683,218.35,383.5,521.31,333.18,2094,4.6396e+005,890
20.525,388.5,387.34,25.698,456,1.4487e+005,374,16.421,333,336.53,20.898,421,2.3827e+005,708
25.234,398,393.13,30.638,465,1.262e+005,321,17.057,339,341.31,21.848,430,2.2356e+005,655
209.49,1090,994.19,256,1472,5.3984e+005,543,92.952,362,415.67,147.28,1158,3.3544e+005,807
23.07,388,385.1,28.002,447,1.7715e+005,460,18.658,342,346.96,28.838,594,2.623e+005,756
234.02,887,850.88,273.65,1335,4.1778e+005,491,62.301,366,397.98,94.139,803,3.2595e+005,819
972.19,2228,2194.1,1112.8,4318,1.2726e+006,580,255,392,544.78,373.18,2198,4.4563e+005,818
18.23,382,381.48,23.398,464,1.6327e+005,428,14.779,342,341.89,18.648,408,2.4889e+005,728
24.149,402,399.71,30.413,497,2.3663e+005,592,16.621,339,340.57,20.974,409,2.7995e+005,822
21.495,389,388.3,26.992,466,1.3513e+005,348,16.521,342,343.1,20.667,412,2.3022e+005,671
14.564,366,366.06,18.396,434,4.3268e+005,1182,12.414,339,339.05,15.64,398,3.7872e+005,1117
17.799,378,377.82,22.054,445,3.2606e+005,863,13.223,343,343.22,16.573,408,3.3944e+005,989
13.645,353,353.63,16.899,396,2.2066e+005,624,12.091,331,332.41,15.284,388,2.9152e+005,877
18.207,372.5,370.67,22.526,420,1.7347e+005,468,14.899,337,336.94,18.466,388,2.5607e+005,760
17.157,403,402.04,21.223,477,2.1871e+005,544,15.367,366,366.83,19.252,433,2.931e+005,799
13.593,378,378.29,17.124,445,8.4169e+005,2225,17.498,370,371.11,21.693,442,5.3365e+005,1438
13.671,386,387.16,17.246,446,2.2416e+005,579,13.575,365,365.06,16.819,417,3.1906e+005,874
16.917,397,396.47,20.879,450,2.0537e+005,518,15.25,361,361.41,19.038,424,2.8732e+005,795
18.714,405,403.45,23.13,475,4.6881e+005,1162,13.576,367,368.04,17.263,433,4.0815e+005,1109
13.417,405,405.08,16.707,462,3.9415e+005,973,14.237,390,389.71,17.584,444,4.0842e+005,1048
21.67,401,395.66,26.298,453,1.6182e+005,409,16.112,359,360.23,20.668,436,2.6153e+005,726
405.87,2041.5,1869.7,522.64,2656,2.0641e+006,1104,239.61,398,555.5,336.15,2061,5.9439e+005,1070
12.82,381,381.07,16.359,437,5.4874e+005,1440,13.395,371,371.18,16.642,428,4.4097e+005,1188
20.382,389,389.54,24.572,443,1.6789e+005,431,13.872,358,359.25,17.662,422,2.7231e+005,758
270.79,1427,1301,346.65,1872,9.51e+005,731,99.01,388,445.52,162.74,1385,3.9295e+005,882
22.133,386,385.69,27.684,473,2.615e+005,678,44.713,356,378.29,116.07,1459,3.3895e+005,896
333.39,1297,1159.6,391.49,1785,4.7659e+005,411,130.64,380,459.59,196.65,1368,3.309e+005,720
15.472,418,417.89,19.461,476,4.1162e+005,985,15.235,383,384.4,19.251,448,3.9208e+005,1020
23.3,437,431.54,29.069,512,2.3174e+005,537,22.362,378,380.3,28.386,477,3.031e+005,797
386.69,1864,1691.9,491.72,2384,1.6648e+006,984,236.49,388.5,538.39,337.54,1861,5.4593e+005,1014
412.02,1910,1705.2,521.42,2438,1.6864e+006,989,227.99,387,532.7,324.13,1884,5.5134e+005,1035
19.654,399,396.71,24.224,461,2.6382e+005,665,16.414,355,356.49,20.954,431,3.1728e+005,890
23.37,429,425.52,29.224,498,2.7702e+005,651,17.056,368,370.59,21.996,445,3.1871e+005,860
350.46,1385,1197.2,397.66,1711,5.136e+005,429,111.47,386,452.24,179.39,1363,3.333e+005,737
422.28,1658,1484,495.22,2141,5.9064e+005,398,134.01,389,468.31,213.54,1762,3.3905e+005,724
170.5,1234,1200.6,239.99,1703,1.7565e+006,1463,135.77,397,478.99,201.61,1549,5.7335e+005,1197
23.692,419,414.58,29.758,485,2.3755e+005,573,24.441,365,366.35,29.462,439,2.9858e+005,815
17.964,405,403.45,22.774,464,4.7971e+005,1189,14.815,363,362.99,18.629,421,3.9349e+005,1084
21.212,403,398.89,26.375,461,2.6367e+005,661,16.303,355,356.16,20.39,436,3.1058e+005,872
26.55,414,409.63,31.956,483,1.8311e+005,447,18.34,369,371.7,22.78,469,2.9253e+005,787
17.915,400,400.44,22.324,463,1.9061e+005,476,15.068,365,364.97,18.72,424,2.8541e+005,782
428.92,2049,1912.3,543.86,2765,1.5547e+006,813,348.92,416,644.46,471.83,2257,6.0386e+005,937
20.142,404,402.9,24.831,477,1.8292e+005,454,14.601,363,364.34,18.492,429,2.6159e+005,718
22.643,428,427.77,28.172,511,1.6512e+005,386,19.553,373,376.38,25.122,462,2.6723e+005,710
21.604,434,431.33,26.756,494,1.501e+005,348,18.668,375.5,377.56,24.029,463,2.5825e+005,684
12.851,387,387.79,16.393,452,3.0131e+005,777,13.342,372,371.92,16.619,430,3.4254e+005,921
62.303,442,456.27,74.815,663,1.9026e+005,417,22.503,352,357.94,28.895,486,2.5736e+005,719
26.046,401,398.26,31.735,467,1.5731e+005,395,18.21,347,350.08,23.342,429,2.5346e+005,724
18.666,402,400.94,23.272,472,3.1875e+005,795,13.79,364,364.3,17.386,433,3.3515e+005,920
497.84,1512.5,1409,568.26,2302,4.4807e+005,318,118.55,388,457.4,194.26,1620,2.9685e+005,649
16.724,391,392.66,20.931,455,2.2146e+005,564,14.561,364,365.66,18.19,432,3.0021e+005,821
13.346,388,388.05,16.645,445,9.5382e+005,2458,13.515,372,371.68,16.851,430,5.6979e+005,1533
14.469,389,389.1,18.026,454,4.5446e+005,1168,14.861,371,369.97,18.711,436,4.3139e+005,1166
386.52,535,772.95,464.83,2019,2.3575e+005,305,130.53,363,442.74,211.4,1617,2.8689e+005,648
26.228,412,409.45,31.557,487,1.4822e+005,362,17.686,358,359.41,21.707,437,2.4655e+005,686
23.93,433,427.71,29.791,489,1.9119e+005,447,17.332,370,371.1,21.669,439,2.7313e+005,736
23.568,409,404.84,29.1,476,1.6315e+005,403,17.558,354,355.59,22.136,444,2.5673e+005,722
28.591,435,432.17,35.896,525,1.9966e+005,462,17.732,365,368.46,22.591,449,2.8335e+005,769
18.126,412,411.37,22.918,480,3.5214e+005,856,15.131,371.5,372.24,19.11,440,3.6182e+005,972
16.597,406.5,406.73,21.074,483,3.0993e+005,762,13.74,364,364.38,17.504,418,3.2977e+005,905
20.989,411,410.8,26.099,476,1.4296e+005,348,15.005,355,356.46,19.137,422,2.4025e+005,674
17.423,402,399.08,21.522,458,1.8597e+005,466,14.379,364,364.84,17.881,422,2.7947e+005,766
21.3,405,401.31,26.249,470,1.541e+005,384,16.299,359,361.16,20.939,447,2.5173e+005,697
21.312,406,402.83,26.126,472,1.559e+005,387,15.307,357,359.28,19.374,429,2.5042e+005,697
22.485,410,408.54,27.895,507,2.5575e+005,626,16.214,356,358.35,21.088,444,2.9886e+005,834
14.316,390.5,391.6,17.891,447,2.4358e+005,622,13.685,368,369.06,17.544,437,3.0964e+005,839
333.54,1863.5,1726.2,442.72,2475,1.9229e+006,1114,190.13,402,518.15,289.74,1865,6.1453e+005,1186
17.259,399.5,399.6,21.266,454,1.8941e+005,474,13.399,367,366.46,17.022,440,2.8107e+005,767
28.329,411,407.76,34.96,483,2.3569e+005,578,18.007,347,350.78,23.466,454,2.8343e+005,808
27.685,421,418.56,34.135,498,2.3523e+005,562,16.275,354,357.77,21.187,452,2.8335e+005,792
17.903,401,400.24,22.219,467,1.5409e+005,385,15.771,371,371.91,20.266,441,2.5997e+005,699
20.103,412,408.5,25.01,471,2.3162e+005,567,15.35,366,367.32,19.914,449,2.968e+005,808
341.04,1901.5,1790.7,462.62,2608,2.4461e+006,1366,133.59,409,487.37,215.87,1622,5.712e+005,1172
18.68,402.5,401.54,23.298,459,1.5259e+005,380,13.942,367,367.01,17.812,433,2.5544e+005,696
17.888,408,407.28,21.965,467,2.8102e+005,690,13.205,365.5,366.02,16.737,438,3.1917e+005,872
330.22,1840,1722.3,438.53,2564,1.3383e+006,777,240.07,406,559.14,346.15,2022,5.1273e+005,917
16.002,370,368.51,19.97,425,1.7983e+005,488,14.6,345,345.7,18.371,404,2.6688e+005,772
16.265,395,394.85,20.391,457,1.9071e+005,483,14.556,363,365.26,17.824,434,2.8125e+005,770
222.97,1078,1013.5,278.4,1479,4.7941e+005,473,79.189,385,428.51,126.52,991,3.2481e+005,758
607.29,2456.5,2175.5,731.21,3199,1.8535e+006,852,183.23,422,533.56,292,2257,5.3836e+005,1009
174.86,949.5,879.66,215.65,1324,4.539e+005,516,92.731,363,417.4,137.45,1037,3.2641e+005,782
16.223,392,392.04,20.069,447,1.9249e+005,491,13.345,362,362.67,16.622,419,2.8071e+005,774
16.009,397,398.12,20.273,468,1.9309e+005,485,13.212,366,366.48,16.526,414,2.8109e+005,767
17.396,407,406.77,21.73,467,2.701e+005,664,14.014,366,366.19,17.715,425,3.12e+005,852
