#wells,B4
#channel,3
#pathname,Z:/DATA/201112/20111205/201112051201_HCEC+LRHCL+TapYFP_Hoechst_subtracted/B4
#halo_size,8
#nuclear_channel,1
#segment_params.inequalities,Area<3000 Area>200 Solidity>.90 
#segment_params.threshold,800
mad_nucleus,median_nucleus,mean_nucleus,std_nucleus,max_nucleus,sum_nucleus,length_nucleus,mad_halo,median_halo,mean_halo,std_halo,max_halo,sum_halo,length_halo
328.69,2897.5,2780.6,410.68,3492,1.685e+006,606,784.52,1524.5,1541.9,891.98,3161,1.3076e+006,848
38.258,39.5,56.717,70.197,552,24615,434,504.88,103,453.71,615.44,2245,3.3439e+005,737
254.92,3248,3203.6,305.33,3862,2.1176e+006,661,341.89,2301,2204.1,500.67,2971,1.8911e+006,858
215.77,303,334.54,274.18,1230,1.5991e+005,478,519.67,467,638.95,586.6,2003,4.626e+005,724
339.79,3104,3011,430.45,3712,1.6049e+006,533,902.09,2194,1862.8,1034.6,3480,1.4679e+006,788
227.13,1766.5,1747.6,266.95,2271,9.0873e+005,520,321.37,1079,1049.5,398.48,1768,8.3328e+005,794
137.9,2039,2020.9,166.24,2405,1.2631e+006,625,181.67,1528,1494.5,231.97,2044,1.2405e+006,830
196.75,1899,1871.4,247.54,2406,1.0723e+006,573,409.1,1385.5,1234,487.45,2081,9.971e+005,808
38.939,177.5,180.79,49.285,347,74124,410,74.939,193,221.77,111.19,872,1.6123e+005,727
32.507,121,120.63,40.224,253,1.1026e+005,914,34.104,133,131.54,42.826,256,1.2693e+005,965
240.23,2604,2561.2,293.86,3133,2.113e+006,825,422.18,2035,1970.4,544.07,3163,1.9251e+006,977
37.229,139,141.76,48.551,334,48907,345,194.32,152,261.85,300.65,1691,1.7911e+005,684
181.25,2234,2207.9,227.94,2724,1.0179e+006,461,533,1576.5,1408.3,621.28,2484,1.0647e+006,756
28.903,51.5,56.896,38.169,359,47451,834,278.85,98,270.07,369.71,1616,2.6062e+005,965
275.4,2156,2153.8,341.86,2975,1.1609e+006,539,394.65,1444.5,1341.9,500.05,2180,1.0574e+006,788
249.44,3182,3116,356.66,3741,1.6234e+006,521,876.55,2284,2004.6,1016.3,3437,1.5676e+006,782
218.22,2097,2027.3,293.28,2512,8.2107e+005,405,438.56,1586,1437.9,544.53,2407,1.0181e+006,708
152,1279,1235.3,212.18,1619,7.8444e+005,635,343.08,945,772.31,395.9,1373,6.6959e+005,867
209.09,2098,2053.3,266.9,2531,1.0513e+006,512,446.5,1278,1238.6,518.11,2182,9.6236e+005,777
213.62,1841,1842.6,302.16,2747,1.0337e+006,561,733.87,1600.5,1453,880.81,3027,1.174e+006,808
271.42,2949,2874,341.14,4075,2.4228e+006,843,577.63,1949.5,2032.7,695.8,4296,1.9392e+006,954
358.09,2083.5,1951.6,479.15,2608,7.5333e+005,386,709.29,1636,1325.6,793.93,2597,9.253e+005,698
292.83,2865.5,2744.9,412.62,3300,1.1364e+006,414,841.16,1511.5,1445,939.8,2914,1.0317e+006,714
185.72,1906.5,1863.6,236.31,2286,1.1032e+006,592,434.52,1302,1198.4,517.39,2152,9.7793e+005,816
219.25,260,380.42,363.39,2213,1.6586e+005,436,814.54,283.5,840.66,980.39,3269,6.2881e+005,748
178.16,1962,1970.9,218.73,2563,1.0012e+006,508,489.67,1304,1152.5,587.77,2130,9.4273e+005,818
248.16,107.5,260.46,323.68,1307,1.2971e+005,498,546.56,350.5,645.65,602.13,1968,5.0619e+005,784
365.25,2186,2086.2,453.46,2817,7.7814e+005,373,714.16,702.5,931.39,802.15,2513,6.5756e+005,706
352.49,3220.5,3109,470.75,3741,1.6416e+006,528,578.19,1945,1987.7,704.09,3149,1.5644e+006,787
147.59,2133,2104.9,195.14,2482,8.1039e+005,385,617.62,903,937.72,682.26,2216,5.767e+005,615
336.35,2653.5,2537.2,437.45,3186,1.0047e+006,396,891.78,961,1198.7,979.49,2905,8.4271e+005,703
27.2,45,50.669,46.07,632,33036,652,97.395,74.5,123.53,169.94,1144,1.0352e+005,838
423.36,2302.5,2150.4,517.1,2861,7.0104e+005,326,624.53,559.5,874.04,709.18,2480,5.8386e+005,668
150.42,1879,1836.9,205.99,2194,1.1517e+006,627,497.14,1587,1333.2,600.63,2534,1.1159e+006,837
142.49,1422,1383.1,188.95,1868,7.8977e+005,571,409.64,846,787.32,460.35,1579,6.3379e+005,805
329.58,2149,2020.8,423.2,2612,8.1035e+005,401,638.09,405,733.89,735.99,2527,5.3501e+005,729
30.657,89,90.047,38.264,210,1.0445e+005,1160,30.634,100,100.12,38.367,223,1.1103e+005,1109
260.04,2886,2844.1,312.41,3500,1.9169e+006,674,501.08,2367,2446.2,601.3,3804,2.1747e+006,889
36.455,123,124.63,45.946,271,69044,554,41.959,132,137.77,52.515,315,1.0815e+005,785
245.43,2455,2410.9,323.23,3193,1.3863e+006,575,614.11,1826,1823.6,755.68,3578,1.4734e+006,808
25.838,53,53.822,32.39,188,29387,546,31.772,65,69.687,40.964,258,53868,773
322.21,401,565.85,409.54,2063,2.303e+005,407,691.29,1656,1430.3,777.56,2768,1.0212e+006,714
243.84,2085,2111.3,287.45,2836,2.1641e+006,1025,316.61,1571,1522.9,427.29,2698,1.631e+006,1071
95.247,1325,1315.5,122.24,1577,6.2747e+005,477,332.64,1027,882.55,411.13,1513,6.6986e+005,759
577.3,1694,1515.6,667.35,2816,6.8507e+005,452,785,1900,1691.5,887.89,3603,1.2601e+006,745
259.11,2532,2493.7,318.27,3204,9.426e+005,378,201.38,1898.5,1906.7,249.6,2556,1.2965e+006,680
181.57,1410,1345.3,233.93,1731,6.1075e+005,454,433.49,1142,954.02,507.03,1853,7.2315e+005,758
296.31,3004.5,2925,390.25,3603,1.4157e+006,484,811.48,1613,1630.3,918.24,3322,1.2488e+006,766
198.27,2205,2178.5,240.11,2788,1.3376e+006,614,355.14,1658.5,1544.7,482.73,2805,1.3408e+006,868
248.57,2338,2310.5,297.52,3007,3.3018e+006,1429,236.07,1716,1742.1,289.24,2492,2.1375e+006,1227
407.08,2154,2136.7,479.15,3072,1.376e+006,644,272.9,1077.5,1089.6,325.65,2019,9.4145e+005,864
78.053,826,812.31,102.59,1025,6.4254e+005,791,158.5,642,583.6,195.87,883,5.4158e+005,928
182.74,1753,1707.1,214.03,2158,1.0771e+006,631,298.97,1501,1489.7,422.81,3280,1.2394e+006,832
192.15,1893.5,1853.9,243.59,2338,1.6908e+006,912,327.65,1444,1434,412.74,2647,1.4082e+006,982
253.56,2815.5,2802.2,304.19,3432,2.819e+006,1006,405.89,2191,2106.2,486.22,2980,2.1462e+006,1019
269.32,2669,2649.1,323.21,3306,1.0941e+006,413,481.18,1840,1697.4,613.7,2655,1.234e+006,727
157.76,2456,2465.1,195.13,2895,9.6384e+005,391,456.68,2036.5,1846.1,593.42,2679,1.3108e+006,710
307.47,2550,2406.9,406.19,2989,1.4032e+006,583,746.46,1875,1520.5,843.27,2765,1.3001e+006,855
284.22,2683.5,2667.8,338.91,3309,1.3926e+006,522,637.54,1836,1770,771.05,3244,1.4142e+006,799
370.67,2475,2348.1,468.53,3129,1.6577e+006,706,637.68,1759,1519.8,746.78,2629,1.3435e+006,884
399.88,2909,2785.1,535.26,3603,1.2227e+006,439,801.24,1843,1793.2,894.95,3285,1.3736e+006,766
274.37,1991,1988.5,329.19,2927,2.4001e+006,1207,285.43,1623,1611.6,328.21,2272,1.8904e+006,1173
231.21,1776.5,1706.6,277.56,2196,7.4747e+005,438,343.31,1216,1108.7,405.23,1820,7.9823e+005,720
52.16,819,817.94,66.085,996,4.376e+005,535,78.477,675,667.49,97.78,982,5.3266e+005,798
158.06,1450,1451.2,191.59,1955,7.9962e+005,551,357.85,1079.5,1144,452.27,2290,9.2205e+005,806
36.592,104,107.93,50.156,348,83535,774,42.228,116,122.7,56.087,398,1.1534e+005,940
295.71,2026,1968.5,355.92,2620,1.4193e+006,721,244.36,1287.5,1272.6,304.4,1979,1.1148e+006,876
161.64,1307,1229.5,219.47,1531,5.2499e+005,427,350.56,924,765.78,403.47,1433,6.1339e+005,801
212.97,2200,2201.6,253.11,2793,1.2549e+006,570,337.7,1785,1783.2,451.25,2725,1.4604e+006,819
102.62,1498,1480.4,127.74,1760,1.1562e+006,781,351.72,1384,1503.6,483.77,2963,1.3833e+006,920
330.29,2153.5,2099.3,397.28,2866,8.1871e+005,390,586.63,1252,1332.1,736.26,2828,1.0391e+006,780
33.838,93,96.373,44.281,321,89627,930,39.628,106.5,112.99,56.274,446,1.1073e+005,980
261.24,2097,2039.9,344.37,2617,1.2076e+006,592,598.32,1497.5,1277.7,674.95,2193,1.0426e+006,816
360.99,2213,2192.1,458.03,3193,1.2078e+006,551,436.87,1634.5,1467.2,554.63,2292,1.162e+006,792
319.8,2904,2782.7,435.33,3388,1.0296e+006,370,846.17,1088.5,1250,940.77,3187,8.0749e+005,646
139.65,1607,1571.9,176.16,1948,1.454e+006,925,306.08,1154,1039,391.19,1690,1.0058e+006,968
210.85,2564,2530.7,255.36,3043,1.235e+006,488,458.01,1901,1786.5,580.03,2860,1.347e+006,754
111.95,1624,1626.8,145.97,2045,9.3379e+005,574,177.72,1300.5,1268,225.79,1699,1.0195e+006,804
25.379,49,51.782,31.071,183,37542,725,85.298,73,114.83,126.11,693,1.0347e+005,901
238.55,2104,2033.1,307.54,2541,8.1119e+005,399,336.9,1513,1450.7,473.35,2232,1.0387e+006,716
158.22,2283,2250.3,214.8,2638,1.4267e+006,634,397.49,1837,1679.5,538.84,2404,1.4595e+006,869
182.34,2649.5,2640.9,230.13,3203,2.2289e+006,844,200.33,2226.5,2199.3,246.79,2812,2.1817e+006,992
177.42,1127,1107.2,231.58,1878,7.5735e+005,684,556.48,705,848.81,668.86,2977,7.512e+005,885
168.33,1787,1763.6,211.98,2198,8.2536e+005,468,397.85,1321,1134.4,468.04,1849,8.6215e+005,760
126.24,1385.5,1373.1,168.12,2282,8.6228e+005,628,403.3,1042,1026.9,481.95,2452,9.088e+005,885
172.81,2001,1972.3,216.38,2438,1.2287e+006,623,271.33,1604.5,1512.1,342,2156,1.3125e+006,868
225.27,2662,2577,303.77,3057,1.3529e+006,525,718.4,1943.5,1688.8,859.08,3779,1.3882e+006,822
169.8,2473,2465.5,213.04,3020,1.7653e+006,716,229.87,2013,1954.1,279.35,2446,1.6923e+006,866
362.87,1793,1915,423.34,3210,9.0198e+005,471,604.71,1503.5,1552.9,770.89,3620,1.1865e+006,764
137.76,1486.5,1481.8,167.68,1877,1.1943e+006,806,172.12,1165,1176.5,205.41,1650,1.0988e+006,934
312.12,3016,3010.5,419.7,6039,2.7878e+006,926,656.91,3038,2995.7,944.53,9173,3.1006e+006,1035
199.63,2277,2240.1,247.3,2769,1.8279e+006,816,293.13,1724,1666.1,382.77,2394,1.5528e+006,932
97.817,972.5,968.64,121.38,1316,6.6643e+005,688,224.42,672.5,581.26,266.71,1027,5.3476e+005,920
166.81,2043,2009.5,210.88,2458,1.1534e+006,574,481.32,1586.5,1362.2,571.69,2266,1.1306e+006,830
273.9,2132,2042.9,356.25,2586,1.2401e+006,607,554.99,1545.5,1337.7,650.23,2262,1.1156e+006,834
89.771,840,831.45,111.11,1097,8.0318e+005,966,147.56,656.5,600.3,188.13,894,6.099e+005,1016
141.02,1694,1661,182.2,2068,8.2552e+005,497,305.64,1272,1190.5,359.13,1855,9.5715e+005,804
199.64,1826,1768.8,256.03,2248,1.086e+006,614,424.73,1245,1049.1,507.62,1840,8.8441e+005,843
260.54,2644.5,2592.6,316.44,3289,2.686e+006,1036,431.43,2003,1858.4,530.76,2749,2.0721e+006,1115
247.13,2708,2678.6,299.18,3335,1.5991e+006,597,467.82,2222.5,2051,594.05,3030,1.7392e+006,848
590.41,5139,5022.3,739.64,6386,5.4894e+006,1093,993.68,3181,3086.7,1202.5,4848,3.2287e+006,1046
246.61,2223,2204.4,303.9,2902,1.2918e+006,586,615.57,1306,1156.9,702.78,2272,9.8571e+005,852
207.58,2336,2274.6,272.5,2757,1.4148e+006,622,551.1,1763,1513.6,664.35,2557,1.3032e+006,861
195.7,2939.5,2904.4,238.14,3409,1.7949e+006,618,433.73,2412.5,2281.9,578.71,3419,1.9625e+006,860
30.74,86.5,87.784,38.347,202,56182,640,31.193,89,88.573,38.477,205,74490,841
521.35,4506,4267.9,700.52,5275,2.3431e+006,549,1267.2,1798,2173.4,1395.7,4705,1.93e+006,888
286.94,2738.5,2653.8,376.09,3279,1.5711e+006,592,738.54,1824,1617.9,860.51,2982,1.4156e+006,875
324.24,150,356.95,437.62,1975,1.6312e+005,457,820.82,759,1114,908.66,2821,8.5106e+005,764
213.55,2199.5,2110.9,280.3,2520,1.0597e+006,502,619.35,1599.5,1392.1,708.72,2494,1.1026e+006,792
281.04,3085,3000,358.36,3543,1.095e+006,365,876.28,2039,1868.7,1040.9,4316,1.3567e+006,726
142.35,2746.5,2727.5,176.56,3236,1.211e+006,444,508.57,1973,1847.8,619.23,2821,1.3581e+006,735
198.34,2108.5,2080,245.36,2613,1.2896e+006,620,566.38,1763,1442.8,638.83,2314,1.2913e+006,895
177.72,2575,2574.9,217.6,3018,1.4188e+006,551,313.05,2121.5,2018.8,424.71,2708,1.6433e+006,814
215.64,2430,2390.4,269.6,2873,1.5992e+006,669,400.79,1900,1763.5,502.1,2704,1.5272e+006,866
217.7,1636,1612.8,261.78,2165,9.0799e+005,563,324.89,1099,985.82,394.82,1601,7.9063e+005,802
167.15,1859.5,1832.5,209.97,2283,1.0628e+006,580,377.75,1342.5,1274.4,483.55,2138,1.0297e+006,808
236.47,1608,1575.4,297.26,2309,7.5463e+005,479,398.16,1177,1203.4,521.8,2558,8.9896e+005,747
216.65,2248,2196.4,284.91,2693,2.0075e+006,914,522.04,1607,1401.1,646.58,2419,1.3871e+006,990
364.66,3282,3157.9,454.96,3865,1.6074e+006,509,944.97,1523,1627.1,1058.5,3521,1.2822e+006,788
217.03,2553.5,2505.9,263.27,3014,1.3231e+006,528,550,1871.5,1692.8,672.67,2683,1.3542e+006,800
209.76,1923,1898.1,262.78,2542,1.006e+006,530,223.6,1351,1320.9,272.55,1891,1.0356e+006,784
151.47,2204.5,2219.6,187.32,2735,1.3495e+006,608,328.88,1757,1711.3,419.2,2694,1.4204e+006,830
249.05,1705,1691.5,305.6,2279,7.5779e+005,448,468.15,954,969.47,566.44,2210,7.1547e+005,738
209.5,2095,2077.4,252.35,2664,1.4501e+006,698,223.34,1495,1479.3,275.65,2055,1.3609e+006,920
129.46,1807,1784,158.71,2181,8.9021e+005,499,442.55,1210.5,1081.8,511.23,1933,8.3301e+005,770
220.64,2306,2217.5,278.17,2652,1.0777e+006,486,546.47,1431,1348.3,635.29,2420,1.0301e+006,764
36.176,100,106.05,48.81,382,72961,688,78.317,112,146.26,134.22,1008,1.2724e+005,870
209.68,1565,1536.4,276.53,2089,7.9127e+005,515,266.38,1151,1117.8,331.81,1808,8.6517e+005,774
143.44,1723.5,1705.4,179.62,2097,7.4695e+005,438,395.08,1317,1147.6,484.27,1913,8.2516e+005,719
363.09,2454,2326,493.12,3186,1.2398e+006,533,774.69,1276,1204.2,855.66,2609,9.6216e+005,799
153.52,1646,1611.7,203.86,2006,1.0121e+006,628,401.79,1098,1014,463.93,1753,8.355e+005,824
165.15,1623,1601.2,217.18,2043,8.0059e+005,500,393.04,1112,992.16,453.09,1773,7.5603e+005,762
32.673,97,96.354,39.886,204,40565,421,221.72,114,233.28,364.63,1873,1.7519e+005,751
163.63,1920,1886.1,212.36,2279,1.0619e+006,563,467.65,1265.5,1148.3,545.95,2001,9.1402e+005,796
25.185,43,49.926,31.697,178,15427,309,33.958,48,56.978,47.422,345,34415,604
286.75,2132,2023.6,391.95,2597,1.0867e+006,537,624.37,1619,1292.6,698.24,2256,1.0522e+006,814
220.01,2543,2463.1,292.75,3012,8.9658e+005,364,798.39,1799,1582.8,911.24,3140,1.0953e+006,692
26.815,53,55.472,32.74,157,16808,303,31.173,61,64.92,40.279,299,41419,638
169.3,1831,1795.1,206.56,2212,1.9567e+006,1090,181.57,1325,1333.2,225.24,1973,1.3999e+006,1050
26.607,45,49.83,34.907,208,24267,487,100.78,74,127.53,141.8,780,93223,731
155.03,3192.5,3147.9,193.89,3613,9.5697e+005,304,751.44,2364.5,2043.1,906.84,3373,1.2871e+006,630
201.67,1520,1517.4,237.2,2050,1.2655e+006,834,113.98,1018,1004.5,139.02,1335,9.3722e+005,933
135.82,2353,2349.3,169.92,2771,1.3673e+006,582,319.27,1809.5,1724.6,401.38,2370,1.4176e+006,822
267.38,2472,2399.3,334.78,2996,9.2853e+005,387,683.61,1227,1232.3,761.69,2702,8.6264e+005,700
207.29,1298,1279.1,254.41,1703,7.521e+005,588,383.09,946,906.19,439.29,1675,7.4579e+005,823
28.885,67,70.348,36.814,252,44671,635,60.876,79,102.77,94.766,531,87866,855
158.12,2170.5,2141.9,214.72,2516,1.0495e+006,490,354.28,1660,1569.2,461.27,2236,1.1879e+006,757
281,2394,2362.7,355.74,3144,9.3798e+005,397,673.97,1425,1303.7,745.12,2532,1.009e+006,774
104.94,1329,1329.2,128.48,1683,8.0419e+005,605,202.98,1124,1172.8,258.97,2277,9.6405e+005,822
257.45,3525,3474.5,313.13,4008,1.4732e+006,424,692.86,2483.5,2344.7,895.76,3902,1.6648e+006,710
217.73,2051.5,2017.7,258.86,2544,1.7715e+006,878,412.55,1407,1372.4,501.6,2288,1.3093e+006,954
26.962,66,65.485,33.236,175,39291,600,41.73,77.5,88.828,70.452,712,73194,824
289.79,2820,2768.1,345.74,3455,2.9508e+006,1066,414.68,2395,2258.5,499.54,3140,2.3805e+006,1054
214.28,1511.5,1528.1,260.42,2048,5.1345e+005,336,366.94,1074,986.81,446.32,1769,6.3748e+005,646
432.69,5069.5,5019.5,552.48,6178,1.6163e+006,322,1421.7,3101.5,2905.3,1646.4,6104,1.9872e+006,684
197.07,2275,2237.7,247.78,2776,1.3583e+006,607,384.41,1509,1467,447.76,2374,1.2264e+006,836
29.569,78,78.25,36.039,177,39673,507,40.924,89,96.026,61.733,522,77205,804
312.08,2412,2346,378.86,3075,1.18e+006,503,511.61,1520.5,1455.1,637.4,2719,1.1263e+006,774
33.247,47,57.447,40.99,210,22749,396,55.701,51,77.45,92.366,632,44069,569
216.02,2814.5,2757.5,266.57,3364,1.4339e+006,520,393.54,2003,1957.1,490.39,2962,1.4991e+006,766
451.01,2794,2689.9,566.74,3606,1.0248e+006,381,1030.4,1017,1339.9,1145.8,3497,9.4996e+005,709
272.46,2229,2160,320.82,2669,2.065e+006,956,407.82,1477,1438.1,496.04,2474,1.4654e+006,1019
61.496,113,132.97,77.302,395,59306,446,34.157,84,87.844,43.688,274,71066,809
171.23,1828,1772.4,221.26,2159,6.3096e+005,356,432.07,1178,1099.3,493.88,1943,7.4311e+005,676
145.9,1587,1578.3,184.36,2191,1.5736e+006,997,159.52,1114,1079.6,222.76,1643,1.1757e+006,1089
141.23,1584,1570.6,175.11,1998,9.7534e+005,621,232.47,1108,1095.3,277.36,1645,9.2113e+005,841
267.75,2264,2189.5,341.88,2752,6.9844e+005,319,789.04,697,974.35,881.85,2893,6.3431e+005,651
527.66,5859,5706.7,691.41,6766,3.2015e+006,561,1398.9,2441.5,2546.8,1595.8,5582,2.0527e+006,806
31.447,85,87.029,38.9,213,54393,625,32.596,90.5,93.002,41.92,303,76448,822
235.2,2424.5,2357.1,294.57,3174,1.3483e+006,572,630.72,1761,1680.3,782.7,3381,1.3593e+006,809
45.822,69,84.045,76.365,686,39417,469,331.41,77,277.67,481.01,2286,2.0798e+005,749
399.6,71,334.78,547,2374,2.069e+005,618,294.62,69,246.64,457.82,2268,2.0422e+005,828
233.37,2078,2042.1,290.61,2619,7.1881e+005,352,535.82,1223,1151,637.19,2236,7.6885e+005,668
390.66,2508,2360.1,491.23,3098,2.0651e+006,875,575.97,1751.5,1659.2,656.42,2726,1.6492e+006,994
336.75,3675.5,3603.5,418.34,4407,2.1045e+006,584,665.17,2559,2455.9,817.4,3935,2.0163e+006,821
313.91,3849,3807.3,381.99,4533,2.509e+006,659,452.77,2826,2785.4,558.66,3982,2.5236e+006,906
116.16,1096,1076.9,143.6,1341,7.9477e+005,738,178.68,834.5,798.65,231.47,1528,7.2358e+005,906
188.35,2224.5,2219.3,225.92,2710,1.8465e+006,832,223.75,1624,1602.8,276.81,2257,1.497e+006,934
680.85,6183,5889.2,930.59,6998,3.0212e+006,513,1454.5,3038,2997.2,1673.2,5987,2.2929e+006,765
181.39,2333,2305.2,218.4,2754,1.5007e+006,651,335.42,1870,1809.5,406.89,2502,1.5797e+006,873
136.5,1826,1797.5,165.45,2181,1.1235e+006,625,369.43,1359.5,1323.2,439.11,2199,1.1512e+006,870
303.18,3842,3750,366.47,4433,4.0949e+006,1092,463.81,3137.5,3050.9,566.42,4013,3.2706e+006,1072
27,56,58.753,33.444,177,26909,458,28.21,62,63.796,34.79,180,46252,725
341.6,2863,2807.2,427.78,3479,1.8892e+006,673,862.8,1542.5,1568.6,953.06,3241,1.349e+006,860
110.89,1286,1276.3,138.86,1584,5.7815e+005,453,343.34,764,681.59,393.04,1398,5.2278e+005,767
153.14,1853,1819.3,204.47,2174,8.9148e+005,490,400.66,1165.5,1127.5,467.81,1895,8.7044e+005,772
107.03,1513,1514.5,131.39,1838,9.1024e+005,601,172.43,1173,1133.1,222.39,1542,9.7104e+005,857
294.56,4004,3942.6,353.9,4669,2.1487e+006,545,565.15,2833.5,2696.9,768.97,4098,2.1413e+006,794
27.263,63,64.929,33.625,175,29283,451,32.362,69,74.056,41.116,275,54061,730
34.234,166,167.69,43.445,315,1.1453e+005,683,50.626,185,198.89,73.742,587,1.7463e+005,878
24.847,46,50.061,31.499,195,21226,424,28.137,48,54.156,38.319,299,37205,687
123.77,1731.5,1730.9,155.18,2158,1.5024e+006,868,312.13,1303.5,1227.9,409.7,2102,1.2107e+006,986
26.401,45,48.845,32.784,156,28281,579,48.114,69,84.552,64.741,383,65528,775
92.483,1200,1187.2,116.78,1472,8.5599e+005,721,156.38,945.5,899.2,197.03,1251,8.2906e+005,922
28.229,86,87.625,35.359,185,50998,582,34.356,88,90.182,43.055,252,71965,798
92.736,14706,14653,167.83,14707,1.3319e+007,909,575.17,14705,14273,689.74,14708,1.4501e+007,1016
149.88,1618,1584.8,205.48,1975,6.6402e+005,419,399.31,1243.5,1124.5,505.08,2275,8.1861e+005,728
1345.6,9073.5,8762.4,1663.1,11152,4.4513e+006,508,1533.7,2309.5,2794.5,1843.9,7852,2.1909e+006,784
372.63,3537.5,3424.2,477.39,4257,2.0066e+006,586,1014.5,1961,1823.5,1153,3698,1.4752e+006,809
348.11,2840.5,2707.6,474.16,3327,1.6949e+006,626,801.08,2100.5,1667.7,908.58,2792,1.3942e+006,836
41.195,128.5,136.15,60.092,528,65351,480,537.91,158.5,523.78,677.84,2588,4.1798e+005,798
385.02,14703,14464,603.18,14705,1.1152e+007,771,1436.7,14585,13457,1728.4,14705,1.2568e+007,934
114.36,1590,1571.4,142.68,1882,6.8826e+005,438,296.69,1193,1077.6,375.99,1627,7.8666e+005,730
332.62,2849,2721.1,459.03,3354,1.7524e+006,644,971.1,1571,1444.7,1053.2,3179,1.2049e+006,834
773.82,3239,3358,951.04,6009,1.5077e+006,449,1803,3023.5,3369.6,2177.8,8752,2.507e+006,744
50.844,193,208.15,82.136,869,1.0907e+005,524,651.16,213,622.32,920.97,3962,4.8728e+005,783
433.22,3122,2992.6,525.46,3802,1.2688e+006,424,925.21,1464,1557.5,1086.1,3569,1.1432e+006,734
513.68,4508.5,4437.9,700.83,5658,4.0829e+006,920,1412.9,2325,2319.3,1554.7,5482,2.4701e+006,1065
556.62,3086,3110.8,681.7,4962,1.3252e+006,426,1557.2,2446,2683.7,1891.5,7436,2.0208e+006,753
623.53,4529,4254.2,797.24,5303,1.8251e+006,429,1399.1,2086,2219.1,1546,4797,1.6377e+006,738
507.24,4611,4523.6,667.21,5679,2.2618e+006,500,1209.2,2380.5,2183.6,1362,4714,1.6552e+006,758
198.57,1648,1687.1,282.52,3114,1.3361e+006,792,539.88,1514.5,1645.4,673.94,3321,1.5105e+006,918
578.98,3852,3647.8,702.46,4649,1.6196e+006,444,773.49,2720,2708.2,893.15,4483,2.088e+006,771
293.78,2784,2700,363.02,3293,1.0719e+006,397,743.7,2038,1922.1,878.06,3317,1.3531e+006,704
726.02,3917,3650.9,877.24,4746,1.1573e+006,317,1296.9,1227,1671.8,1456.4,4447,1.1017e+006,659
328.14,3397,3315.7,418.42,4167,1.4158e+006,427,850.51,2275,2020.5,990.45,3625,1.6225e+006,803
412.5,2840,2677.3,536.43,3447,1.0522e+006,393,776.73,919.5,1251.4,905.93,3421,9.0854e+005,726
356.54,3015,2947.1,435.58,3721,3.6515e+006,1239,693.17,2446.5,2143.3,799.5,3314,2.4091e+006,1124
365.17,3043.5,2924.4,457.66,3696,2.0354e+006,696,795.53,1665.5,1690.2,911.08,3383,1.4908e+006,882
60.185,671,662.06,77.038,867,9.8514e+005,1488,81.385,642,623.99,122.97,886,7.4754e+005,1198
297.89,3020.5,2923.5,406.7,3583,1.2162e+006,416,886.19,1751.5,1639.4,975.32,3152,1.1935e+006,728
169.05,2453,2441.8,206.86,3003,1.5994e+006,655,241.43,1905.5,1846.2,303.82,2414,1.5656e+006,848
206.13,3455,3421.8,259.56,4053,1.7348e+006,507,650.38,2386.5,2213.4,784.9,3552,1.7176e+006,776
851.17,5098,4779.7,1019.5,6095,2.2034e+006,461,1357.3,1441,2040.8,1561.8,5515,1.5204e+006,745
1693.9,10322,9639.6,2098.7,12030,5.8609e+006,608,2517.3,3405,4034.9,2968.4,11619,3.353e+006,831
394.13,3414,3320.3,485.36,4130,2.1317e+006,642,865.6,2206,2022.6,1044.3,3747,1.703e+006,842
270.02,2437,2411.5,349.55,3110,1.348e+006,559,802.02,1354,1254.3,878.03,2694,1.0348e+006,825
32.393,129,128.88,39.81,226,82481,640,104.97,142,193.41,187.91,1244,1.6633e+005,860
32.807,106,104.49,41.01,197,36467,349,34.06,95,94.491,42.217,256,63120,668
660.33,7393,7154.3,866.07,8227,2.4325e+006,340,1874.9,4121.5,4020.9,2139.2,7769,2.7423e+006,682
50.564,162,173.39,73.247,535,1.2172e+005,702,157.49,158,243.04,334.71,2797,2.1946e+005,903
1099.8,5082,4595.9,1329.3,6290,1.7694e+006,385,1394.2,723.5,1550.2,1697.3,5904,1.0789e+006,696
208.28,1993,1970.2,253.14,2548,1.5978e+006,811,608.25,1749,1470.7,709.51,2399,1.378e+006,937
259.1,3155,3085.4,337.66,3624,1.3792e+006,447,918.4,1828,1674.8,1024.1,3426,1.2527e+006,748
32.782,96,97.832,41.49,272,67504,690,37.79,96,99.126,46.709,270,87925,887
160.5,2017,2009.4,191.72,2504,1.3684e+006,681,220.29,1750,1777.5,262.43,2400,1.5251e+006,858
62.018,1045,1040.2,79.588,1285,1.242e+006,1194,72.989,978,973.46,89.458,1250,1.1545e+006,1186
33.202,176,175.61,41.331,296,1.2434e+005,708,33.089,183,183.61,41.627,325,1.6653e+005,907
273.26,2120,2032.6,359.6,2597,9.6143e+005,473,731.81,1746,1340.7,798.63,2343,1.0122e+006,755
38.955,173.5,174.41,49.018,310,1.8313e+005,1050,46.835,160,159.36,57.839,359,1.753e+005,1100
35.892,81,85.805,44.513,265,57747,673,64.051,126,144.6,90.622,777,1.2899e+005,892
207.02,2781.5,2745.7,280.08,3334,2.6743e+006,974,492.09,2399.5,2148,680.99,3044,2.1695e+006,1010
344.49,3899,3771.6,475.54,4495,1.9537e+006,518,1301.1,2402.5,2137.1,1422.9,4176,1.667e+006,780
