TGFB3.median_nucleus.meanMI,TGFB3.median_nucleus.sdMI,TGFB3.sum_nucleus.meanMI,TGFB3.sum_nucleus.sdMI,TGFB1.median_nucleus.meanMI,TGFB1.median_nucleus.sdMI,TGFB1.sum_nucleus.meanMI,TGFB1.sum_nucleus.sdMI,BMP4.median_nucleus.meanMI,BMP4.median_nucleus.sdMI,BMP4.sum_nucleus.meanMI,BMP4.sum_nucleus.sdMI,Wnt3A.median_nucleus.meanMI,Wnt3A.median_nucleus.sdMI,Wnt3A.sum_nucleus.meanMI,Wnt3A.sum_nucleus.sdMI,
0.68974,0.0185,0.64787,0.021056,0.80552,0.011211,0.8006,0.017744,0.2236,0.014546,0.27728,0.018147,0.72365,0.012158,0.71398,0.020197,
