,well,channel.1,channel.2,channel.3,experiment,marker.1,marker.2,media.overnight,time.treatment,treatment.1,treatment.2,rep,celltype,G1,n,mad_nucleus.median.1,mad_nucleus.mad.1,mad_nucleus.logmean.1,mad_nucleus.logsd.1,median_nucleus.median.1,median_nucleus.mad.1,median_nucleus.logmean.1,median_nucleus.logsd.1,mean_nucleus.median.1,mean_nucleus.mad.1,mean_nucleus.logmean.1,mean_nucleus.logsd.1,std_nucleus.median.1,std_nucleus.mad.1,std_nucleus.logmean.1,std_nucleus.logsd.1,max_nucleus.median.1,max_nucleus.mad.1,max_nucleus.logmean.1,max_nucleus.logsd.1,sum_nucleus.median.1,sum_nucleus.mad.1,sum_nucleus.logmean.1,sum_nucleus.logsd.1,length_nucleus.median.1,length_nucleus.mad.1,length_nucleus.logmean.1,length_nucleus.logsd.1,mad_halo.median.1,mad_halo.mad.1,mad_halo.logmean.1,mad_halo.logsd.1,median_halo.median.1,median_halo.mad.1,median_halo.logmean.1,median_halo.logsd.1,mean_halo.median.1,mean_halo.mad.1,mean_halo.logmean.1,mean_halo.logsd.1,std_halo.median.1,std_halo.mad.1,std_halo.logmean.1,std_halo.logsd.1,max_halo.median.1,max_halo.mad.1,max_halo.logmean.1,max_halo.logsd.1,sum_halo.median.1,sum_halo.mad.1,sum_halo.logmean.1,sum_halo.logsd.1,length_halo.median.1,length_halo.mad.1,length_halo.logmean.1,length_halo.logsd.1,median_nucleus.div.median_halo.median.1,median_nucleus.div.median_halo.mad.1,median_nucleus.div.median_halo.logmean.1,median_nucleus.div.median_halo.logsd.1,mean_nucleus.div.mean_halo.median.1,mean_nucleus.div.mean_halo.mad.1,mean_nucleus.div.mean_halo.logmean.1,mean_nucleus.div.mean_halo.logsd.1,mad_nucleus.median.2,mad_nucleus.mad.2,mad_nucleus.logmean.2,mad_nucleus.logsd.2,median_nucleus.median.2,median_nucleus.mad.2,median_nucleus.logmean.2,median_nucleus.logsd.2,mean_nucleus.median.2,mean_nucleus.mad.2,mean_nucleus.logmean.2,mean_nucleus.logsd.2,std_nucleus.median.2,std_nucleus.mad.2,std_nucleus.logmean.2,std_nucleus.logsd.2,max_nucleus.median.2,max_nucleus.mad.2,max_nucleus.logmean.2,max_nucleus.logsd.2,sum_nucleus.median.2,sum_nucleus.mad.2,sum_nucleus.logmean.2,sum_nucleus.logsd.2,length_nucleus.median.2,length_nucleus.mad.2,length_nucleus.logmean.2,length_nucleus.logsd.2,mad_halo.median.2,mad_halo.mad.2,mad_halo.logmean.2,mad_halo.logsd.2,median_halo.median.2,median_halo.mad.2,median_halo.logmean.2,median_halo.logsd.2,mean_halo.median.2,mean_halo.mad.2,mean_halo.logmean.2,mean_halo.logsd.2,std_halo.median.2,std_halo.mad.2,std_halo.logmean.2,std_halo.logsd.2,max_halo.median.2,max_halo.mad.2,max_halo.logmean.2,max_halo.logsd.2,sum_halo.median.2,sum_halo.mad.2,sum_halo.logmean.2,sum_halo.logsd.2,length_halo.median.2,length_halo.mad.2,length_halo.logmean.2,length_halo.logsd.2,median_nucleus.div.median_halo.median.2,median_nucleus.div.median_halo.mad.2,median_nucleus.div.median_halo.logmean.2,median_nucleus.div.median_halo.logsd.2,mean_nucleus.div.mean_halo.median.2,mean_nucleus.div.mean_halo.mad.2,mean_nucleus.div.mean_halo.logmean.2,mean_nucleus.div.mean_halo.logsd.2
59,K12,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,ctrl,3,IEC6,0.521691974,481,90.025,31.883313,4.502517025,0.350243835,494.5,78.5778,6.208561655,0.145802123,475.58,71.594754,6.171315588,0.141233115,106.37,37.8848778,4.663815052,0.342937256,666,137.8818,6.511049065,0.19793463,154350,30823.254,11.9445401,0.169278969,317,41.5128,5.773221981,0.128846167,40.875,4.1824146,3.722873949,0.13488831,16,1.4826,2.774914239,0.169770628,42.973,4.2343056,3.773903991,0.133408992,56.464,3.8191776,4.049491473,0.119222995,256,1.4826,5.571378291,0.146012711,39798,4855.515,10.60815118,0.146981764,924,44.478,6.834247424,0.051127921,31.08823529,7.096857353,3.433647415,0.240540817,10.98456759,2.682188078,2.397411597,0.232275778,10.844,3.88026072,2.351967453,0.386673864,95,26.6868,4.495723232,0.320790419,94.438,26.0077692,4.489524418,0.319358031,13.336,4.6835334,2.563909415,0.381402862,129,35.5824,4.82424238,0.327109374,29835,10053.5106,10.26274562,0.358823936,317,41.5128,5.773221981,0.128846167,12.554,4.11599412,2.529931316,0.371039226,46,14.826,3.741174891,0.385792521,47.12,15.5346828,3.767600384,0.362533051,15.511,4.9133364,2.737647813,0.362615195,94,25.2042,4.51703039,0.320152514,42986,14514.654,10.60185459,0.370607759,924,44.478,6.834253718,0.051223376,2.025,0.417218846,0.754548342,0.263772345,1.993549652,0.362127542,0.721924034,0.21713665
60,K13,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,TGFB3,3,IEC6,0.584825234,686,99.772,33.9708138,4.586774478,0.341271385,519.5,75.6126,6.251823472,0.145457995,500.245,71.031366,6.21210551,0.140180153,117.34,39.4126971,4.749445607,0.334151649,710,142.3296,6.561793924,0.195407595,157995,28302.834,11.9661046,0.156798847,310,34.0998,5.753997645,0.130494583,39.3465,3.8540187,3.692892203,0.179007782,15,1.4826,2.73704956,0.162313297,40.869,3.9274074,3.737669038,0.164990805,55.2365,3.5908572,4.037976872,0.173189156,256,1.4826,5.593032434,0.208948418,37902,4588.647,10.56702574,0.178843721,920,35.5824,6.829356749,0.047580204,34.26666667,6.497462821,3.514773912,0.222983925,12.15986066,2.708926398,2.474436472,0.244600064,31.4995,20.9669292,3.397451001,0.605396229,191.25,117.1254,5.191491684,0.518065337,182.495,113.611638,5.154685935,0.511155665,38.588,25.6386018,3.60039373,0.5959424,263,155.673,5.515396201,0.508408389,57020.5,38781.8508,10.90868281,0.56495105,310,34.0998,5.753997645,0.130494583,16.1085,7.7710479,2.765847541,0.446664719,30,11.8608,3.402946636,0.337716879,36.397,15.2233368,3.590034424,0.360374078,22.123,11.9549451,3.076354602,0.4840345,139,78.5778,4.918700431,0.484640003,33697,14673.2922,10.41953367,0.378741099,920,35.5824,6.829499326,0.047659275,5.720779221,2.171600491,1.788545048,0.383234988,4.715778036,1.404939269,1.564651511,0.307492168
61,K14,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,ctrl,3,IEC6,0.548421053,521,96.612,34.1457606,4.575014469,0.347658952,512,71.1648,6.246128802,0.144428388,492.85,69.726678,6.206565609,0.139980422,113.92,39.7203366,4.736780958,0.339058978,694,137.8818,6.553612059,0.197014102,160990,31490.424,11.98294418,0.161280325,317,40.0302,5.776374319,0.133909606,39.439,3.7835952,3.695622089,0.168449189,15.5,2.2239,2.767013668,0.175012044,41.651,4.1646234,3.751453368,0.1559352,55.282,3.5552748,4.037077045,0.168701951,256,1.4826,5.578425739,0.190184765,38867,4346.9832,10.58802596,0.169546109,926,40.0302,6.836573169,0.050957074,32.86666667,6.812356923,3.479115133,0.229557755,11.78165683,2.571370345,2.455112241,0.234507772,14.059,5.248404,2.598142418,0.413483114,110,31.1346,4.642184677,0.35905181,108.8,30.600864,4.628228762,0.352298464,17.2,6.1794768,2.809355828,0.40494104,152,42.9954,4.981654695,0.340847162,35189,13039.467,10.40460399,0.404739121,317,40.0302,5.776374319,0.133909606,12.947,4.4062872,2.562476569,0.368188256,44,13.3434,3.700323959,0.385154823,45.172,13.0305714,3.741946963,0.356251214,16.068,5.1861348,2.784039522,0.354713931,101,29.652,4.577712479,0.324608465,42496,13192.1748,10.57861365,0.367467426,926,40.0302,6.836667114,0.050934396,2.52173913,0.653319624,0.941860718,0.284704512,2.385287774,0.501727478,0.8862818,0.232226337
62,K15,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,TGFB3,3,IEC6,0.55333998,555,101.54,31.742466,4.625152529,0.319004539,518,70.4235,6.26164161,0.136079048,499.24,64.241058,6.221743015,0.132731023,118.92,35.982702,4.784759589,0.311969609,711,131.9514,6.578352515,0.187298929,159670,26271.672,11.99269258,0.1525815,315,42.9954,5.770946205,0.139667983,39.426,3.5997528,3.690299855,0.155837894,15,1.4826,2.734562485,0.175721901,40.978,3.9036858,3.735421943,0.149642144,55.211,3.3966366,4.029569368,0.146239398,256,1.4826,5.571254727,0.167402305,38012,4656.8466,10.57077606,0.171627651,926,47.4432,6.83535365,0.052246071,34.28571429,6.533215385,3.527079124,0.237078253,12.17773438,2.466040147,2.486321072,0.22816569,45.989,20.8038432,3.78467104,0.480227029,265,90.4386,5.516766068,0.395304072,254.72,84.448896,5.472705547,0.389103911,55.83,24.7238376,3.976969887,0.470886454,361,120.0906,5.829949969,0.390968048,81079,30691.3026,11.24365443,0.419242612,315,42.9954,5.770946205,0.139667983,20.864,7.1891274,2.985846438,0.356865599,37,11.8608,3.537756008,0.343017286,45.608,13.0350192,3.752090805,0.310811461,29.115,10.1795316,3.315120489,0.372312976,183,62.2692,5.152770093,0.366549281,42225,12806.6988,10.58755611,0.32412607,926,47.4432,6.835465129,0.052333714,7.294117647,2.495445722,1.97901006,0.369899037,5.549544476,1.541427661,1.720614741,0.280853462
63,K16,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,BMP4,3,IEC6,0.455627706,421,96.134,35.5646088,4.557172587,0.353860206,527.5,101.5581,6.27962909,0.178905037,508.37,101.365362,6.246765643,0.179932842,113.36,41.3111664,4.717911358,0.345427519,725,171.9816,6.588463375,0.213718081,158880,29740.956,11.96502514,0.165462486,307,42.9954,5.718257973,0.178372888,42.333,5.9837736,3.849683663,0.303405162,16,2.9652,2.840153999,0.251717687,44.342,6.81996,3.883674143,0.27888307,57.814,5.589402,4.173234867,0.290152956,257,1.4826,5.682881516,0.284150952,41194,7202.4708,10.70205146,0.258216556,916,47.4432,6.818377627,0.063262379,32.2,7.445946667,3.439475092,0.281535286,10.7457817,2.91406706,2.3630915,0.277666655,14.28,4.9652274,2.609260122,0.363154262,113,26.6868,4.669022994,0.328595747,110.93,26.3947278,4.655554731,0.324571951,17.36,5.937813,2.820177298,0.35702701,152,38.5476,4.998630548,0.316338227,33665,11045.37,10.37381331,0.375022687,307,42.9954,5.718257973,0.178372888,13.134,4.1127324,2.593094464,0.388172538,42,11.8608,3.639758913,0.41698332,43.879,12.8378334,3.70243173,0.378285043,16.708,5.085318,2.826065699,0.37377121,102,26.6868,4.607925113,0.330427805,40551,12332.2668,10.52083345,0.382020516,916,47.4432,6.818401353,0.063257993,2.70212766,0.640271765,1.02926408,0.294506521,2.519696744,0.499183251,0.953123001,0.23787555
64,L10,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,ctrl,1,MALEM3M,0.649122807,222,116.505,38.1020787,4.75060349,0.346713827,745.5,136.3992,6.621460185,0.171982854,721.445,122.559129,6.592599202,0.157639997,141.1,44.248197,4.949486805,0.341409132,1010,214.977,6.932550989,0.193696072,311180,46650.009,12.65257805,0.142779188,436,67.4583,6.059977695,0.155376485,59.728,12.1358223,4.143197728,0.262166459,21,3.7065,3.074033512,0.221264278,60.3905,12.2181066,4.147444095,0.249286103,84.9825,12.060951,4.499001065,0.248575182,385,2.9652,6.06720366,0.276068026,63638,14594.7144,11.09049585,0.266636519,1040,59.304,6.943051149,0.06291969,35.75770308,9.617203623,3.547426673,0.30218608,11.83873143,4.075256965,2.445155108,0.331784146,12.9075,4.94098689,2.602954156,0.396888306,110,31.8759,4.71813379,0.318699435,110.045,31.920378,4.725733612,0.315366302,16.0915,5.7547119,2.833196568,0.395335232,168.5,45.2193,5.142761583,0.33364411,47663,13243.3245,10.78571062,0.318697007,436,67.4583,6.059977695,0.155376485,30.7085,11.6028276,3.393873003,0.405729764,69,17.7912,4.199512107,0.342531481,64.9255,15.515409,4.159340074,0.301198092,36.5195,12.1491657,3.562291322,0.372082926,151.5,43.7367,5.047000534,0.33714353,67913,15522.822,11.10229617,0.299633838,1040,60.0453,6.94295575,0.062918407,1.685897436,0.538804186,0.518621684,0.332848739,1.791273317,0.543358783,0.566393539,0.288947943
65,L11,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,TGF3,1,MALEM3M,0.632768362,224,119.945,39.9523635,4.77563083,0.350298498,782.75,127.87425,6.660987843,0.175598314,754.43,118.541283,6.63036818,0.161708814,146.635,47.561808,4.977954333,0.3399418,1051.5,191.2554,6.958121394,0.183200417,311310,53707.185,12.65575234,0.143572301,420,60.0453,6.025382492,0.182169429,60.9845,10.1943576,4.12676763,0.269644633,20,2.9652,3.028854798,0.214293172,59.915,10.6665657,4.119538913,0.249864716,86.579,11.7362616,4.504055651,0.2606922,385,18.5325,6.089254554,0.28161994,62014,12538.3482,11.05110655,0.271363222,1030,62.2692,6.931565835,0.069639562,37.56505848,8.845859091,3.632133045,0.290645315,12.27137557,3.693248412,2.510829267,0.325779166,32.8375,28.3643619,3.495147569,0.779853896,230.5,143.0709,5.471130512,0.59062259,228.565,136.554873,5.454892834,0.57298368,41.0785,35.4467421,3.716688478,0.77058304,337,216.4596,5.818617723,0.580483141,96725,61157.25,11.48027846,0.62944726,420,60.0453,6.025382492,0.182169429,33.4775,10.296657,3.443957231,0.395533853,59,14.826,4.014859418,0.360373195,61.5645,15.5035482,4.111385964,0.300350317,41.159,14.944608,3.684259222,0.39992765,205.5,88.956,5.353891151,0.430622177,64121,16264.122,11.04285782,0.317425628,1030,60.7866,6.931471518,0.069752061,4.266040689,2.659894828,1.456271094,0.599845268,3.911913127,2.066741518,1.34350687,0.476540406
66,L12,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,ctrl,1,MALEM3M,0.625954198,246,114.47,34.122039,4.727565914,0.323466684,759.25,117.8667,6.637296703,0.166382476,741.13,111.617541,6.609932305,0.154373803,139.37,41.66106,4.926105451,0.318808957,1033.5,183.1011,6.934368514,0.17971544,305880,51216.417,12.6299479,0.1481044,414.5,55.5975,6.020013545,0.151721096,61.5995,10.6984416,4.170316862,0.24769729,21,2.9652,3.078880963,0.226583786,61.7195,11.6925249,4.169513272,0.234658833,89.571,13.5887703,4.537420503,0.234563986,445,8.1543,6.106454802,0.250778276,63284.5,13234.4289,11.09862053,0.246640516,1026,51.891,6.929108043,0.057808867,35.98358586,9.666444565,3.55841574,0.307264128,11.68577217,3.272474192,2.440419033,0.312401415,13.1775,4.88101572,2.590888875,0.416119016,117,35.5824,4.750758029,0.329089929,117.955,35.604639,4.75580291,0.326731618,16.445,6.063834,2.818848257,0.411204798,169.5,51.891,5.137865962,0.330205672,48081,17477.6301,10.77581631,0.34893398,414.5,55.5975,6.020013545,0.151721096,30.0665,11.1246891,3.384127469,0.416321294,69,19.2738,4.179297333,0.424255768,66.028,15.1825653,4.15873745,0.355674007,35.302,11.8956411,3.550609841,0.389180085,155,40.0302,5.03807951,0.33572019,67534.5,16215.9375,11.08765937,0.355268495,1025,48.9258,6.928922016,0.05772342,1.704589528,0.620507517,0.571460696,0.392199821,1.791149076,0.564341234,0.59706546,0.309768732
67,L13,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,TGFB3,1,MALEM3M,0.668316832,270,121.86,37.102065,4.784947628,0.306889978,751.5,119.3493,6.626410662,0.15528029,730.55,107.903628,6.59408184,0.143884168,149.72,45.619602,4.98651672,0.299661114,1033,184.5837,6.934120803,0.170981605,316125,48088.131,12.66398249,0.135594793,433,53.3736,6.069897943,0.147433665,55.5255,9.6635868,4.060999012,0.254841215,20,2.9652,3.025344115,0.233651887,56.0975,9.0179145,4.070367746,0.240328839,80.3925,9.0268101,4.435233246,0.245034015,384,1.4826,6.036340913,0.283852234,58499,11670.2859,11.01985377,0.263188388,1049.5,50.4084,6.949485699,0.059625826,37.43650794,8.989733333,3.601066547,0.302103865,12.8415715,3.971364399,2.523714094,0.321225555,24.796,12.5212983,3.315720647,0.595737113,195.75,60.41595,5.342500149,0.433443152,191.61,57.576771,5.326881819,0.425284401,31.1365,15.8067399,3.535821456,0.587863272,267.5,85.9908,5.672451128,0.439155964,84030,28497.0546,11.39678184,0.45344796,433,53.3736,6.069897943,0.147433665,30.8945,9.1980504,3.427373973,0.353739886,61,14.826,4.039080869,0.393015863,60.16,13.4731275,4.096583775,0.311734012,37.045,10.6028139,3.642024074,0.352181663,184,59.304,5.271444463,0.37844669,62527.5,14456.0913,11.04594941,0.327561803,1049.5,50.4084,6.949365785,0.059735413,3.283765653,1.291176866,1.30341928,0.479286357,3.304593086,1.111088591,1.230298044,0.356416937
68,L14,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,ctrl,1,MALEM3M,0.654054054,242,118.945,37.8544845,4.761968922,0.340489005,746.75,135.28725,6.623870573,0.177440143,722.955,116.072754,6.59305365,0.162075355,145.11,45.404625,4.961725245,0.333947117,1010,183.8424,6.925288399,0.188093734,320405,49303.863,12.67182161,0.142039949,440,51.891,6.078766042,0.149129489,57.212,10.6947351,4.096968349,0.257873172,20,2.9652,3.04940063,0.21284927,57.1785,10.1602578,4.104928196,0.239841918,81.895,10.6539636,4.460424386,0.249162599,385,2.9652,6.033202067,0.266418316,60434.5,12000.1644,11.05672021,0.256508443,1050,56.3388,6.951791869,0.058690267,37.03571429,9.757198684,3.574469944,0.309172815,12.58333056,3.733667949,2.488125454,0.329381819,20.575,9.5353419,3.03636861,0.499063237,169.5,57.8214,5.126686818,0.35555386,168.16,53.959227,5.116622584,0.346155914,25.363,11.6658381,3.259565907,0.492563274,238,77.8365,5.482696171,0.364380938,73180.5,25777.9662,11.19539035,0.386686907,440,51.891,6.078766042,0.149129489,30.0995,8.4626808,3.415470637,0.315854916,67,18.5325,4.136359068,0.370764368,65.5035,13.4368038,4.155300566,0.270894036,36.6325,8.1928476,3.599099911,0.285741875,168.5,39.2889,5.133951276,0.255920931,68207,15227.7846,11.10695103,0.273335006,1050,56.3388,6.951650385,0.058679952,2.645364065,1.084759652,0.99032775,0.469160641,2.658464953,0.764142947,0.961322018,0.352940928
69,L15,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,TGFB3,1,MALEM3M,0.697560976,286,117.865,36.0909318,4.75477273,0.308266704,733.25,108.9711,6.600015277,0.150638371,708.62,94.308186,6.569450733,0.138726935,142.475,42.965748,4.953270866,0.302323501,998.5,177.1707,6.911829029,0.171511678,313065,48940.626,12.65186923,0.137561612,440,58.5627,6.082417317,0.149088469,59.0135,10.1009538,4.094019433,0.268599935,20,2.9652,3.023859039,0.228746992,58.5945,10.7325414,4.095908397,0.251319791,82.844,9.2781108,4.456404251,0.255413043,384,1.4826,6.023738725,0.266883267,61727.5,12165.4743,11.0474562,0.264609973,1049.5,53.3736,6.951548333,0.06009304,36.07894737,9.015990153,3.576156237,0.285815017,12.13109114,3.406858899,2.473542336,0.309104272,32.156,22.9128417,3.520843505,0.668575367,232.5,111.195,5.504113666,0.475028885,231.225,110.238723,5.483453581,0.463083523,40.1785,28.3866009,3.737079187,0.659437968,328,169.0164,5.836408614,0.482643179,104290,49300.8978,11.56587366,0.477140959,440,58.5627,6.082417317,0.149088469,33.1215,8.8615002,3.484248632,0.311498467,60.25,15.93795,4.071731998,0.357521799,63.952,13.4746101,4.142722172,0.288559302,40.88,11.7229182,3.718768458,0.318262867,210,79.3191,5.368721511,0.371813625,66873.5,15227.0433,11.09417421,0.295906336,1049,51.891,6.9514513,0.060040105,3.963758259,2.164189769,1.432381668,0.52402851,3.682951133,1.568415884,1.340731409,0.412779697
70,L16,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,BMP4,1,MALEM3M,0.641399417,220,110.62,34.7884677,4.692443534,0.333976246,721.5,99.3342,6.586031289,0.153383545,703.07,94.597293,6.559244937,0.143116995,135.31,43.188138,4.889787953,0.325373737,973,171.9816,6.886394996,0.176648369,303460,46323.837,12.62820339,0.144646594,429,51.891,6.068957249,0.129344941,59.716,12.7740816,4.149214829,0.270765625,20.75,4.07715,3.078916108,0.241064038,60.978,13.2270159,4.156628208,0.257882253,85.843,11.78667,4.497990014,0.250628748,385,2.9652,6.038292262,0.246063245,63021.5,15658.4799,11.10535712,0.272308023,1040,47.4432,6.948728609,0.054303333,34.73333333,10.42967917,3.507115181,0.31090784,11.46960391,3.83664126,2.402616728,0.33034767,21.8925,11.371542,3.090126694,0.479652972,176.75,65.60505,5.175555364,0.359559631,175.63,64.633947,5.164846945,0.351377579,27.27,13.4071518,3.307418715,0.471746837,249,90.4386,5.512600659,0.349248319,75397,28477.7808,11.233804,0.373345327,429,51.891,6.068957249,0.129344941,30.9675,9.0016059,3.429411132,0.355790056,67,18.16185,4.133344376,0.41662506,67.445,18.0172965,4.165009702,0.331059373,38.645,10.5694554,3.622303112,0.328117549,176.5,42.2541,5.171099553,0.3176108,70135.5,19100.3358,11.11363767,0.335083726,1040,47.4432,6.948629112,0.054287213,2.698166223,1.136248973,1.042210988,0.46732583,2.710392362,0.87329277,0.999837243,0.365161185
71,M10,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,ctrl,2,MALEM3M,0.657831325,273,120.52,37.4816106,4.805366814,0.333297082,750,116.3841,6.620959033,0.172466933,722.35,106.52481,6.589167431,0.158268373,146.7,45.575124,5.000626105,0.326585453,1001,170.499,6.9321887,0.186999945,306790,39110.988,12.64224345,0.131033133,428,62.2692,6.053074963,0.159126392,57.566,10.2477312,4.088061624,0.240696415,20,2.9652,3.049106859,0.23505593,57.664,10.0979886,4.100448558,0.230650459,82.051,9.4723314,4.450400067,0.2249634,384,1.4826,6.0255844,0.257052095,59939,12381.1926,11.0429891,0.251381221,1038,62.2692,6.94254019,0.064717232,36.52631579,9.367040789,3.571852174,0.319452536,12.54417809,3.551268353,2.488718873,0.316038384,14.857,5.6398104,2.696243144,0.381802886,124,34.0998,4.800045435,0.282853699,123.67,32.869242,4.804834578,0.281287181,18.672,6.8762988,2.923736373,0.37921192,182,47.4432,5.205524455,0.308748451,52147,16020.9756,10.85790794,0.302011482,428,62.2692,6.053074963,0.159126392,31.082,10.3441002,3.412250855,0.367939143,68,20.7564,4.169045065,0.385273497,64.072,17.761548,4.150487218,0.308600903,36.495,11.1758388,3.577380323,0.345310778,156,42.9954,5.0629124,0.316925676,67713,19825.3272,11.09291648,0.311907451,1038,60.7866,6.942428993,0.064750245,1.830769231,0.567084668,0.63100037,0.369759717,1.959238942,0.500891914,0.65434736,0.278513222
72,M11,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,TGF3,2,MALEM3M,0.683923706,251,116.54,35.760312,4.735944353,0.333001226,731,123.0558,6.595225287,0.168080083,716.51,103.055526,6.567249708,0.153662953,142.6,41.14215,4.937424435,0.324765502,998,164.5686,6.911740353,0.177416284,310640,45174.822,12.64117934,0.132073998,440,56.3388,6.073926955,0.150924818,56.306,10.7844324,4.103879568,0.303378213,20,2.9652,3.047904955,0.240698676,57.422,11.097261,4.109072994,0.279489647,81.1,10.8985926,4.476501133,0.295988307,384,1.4826,6.064668805,0.316357825,60475,13957.1964,11.06070081,0.301357834,1044,53.3736,6.951627488,0.058444925,36.04761905,9.293189474,3.547320332,0.31309909,12.33437734,4.287648749,2.458176715,0.350175634,25.391,18.2152236,3.322859771,0.669341052,200,100.0755,5.353242283,0.473577329,196.54,95.390484,5.341603545,0.461160983,32.316,23.410254,3.550139809,0.660364911,281,149.7426,5.701749747,0.47665571,87046,43262.268,11.41553245,0.496061373,440,56.3388,6.073926955,0.150924818,32.332,10.393026,3.489627763,0.339630296,62,14.826,4.077821015,0.306026761,61.831,14.7548352,4.143768186,0.257409012,40.986,13.9023402,3.714336308,0.354372132,203,84.5082,5.347418888,0.401451789,64806,15740.7642,11.09537086,0.266864646,1044,53.3736,6.951601791,0.058491961,3.30952381,1.64498,1.275421268,0.525294614,3.121218377,1.340243596,1.197835359,0.434854072
73,M12,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,ctrl,2,MALEM3M,0.651376147,213,114.33,40.534284,4.744793464,0.351572785,740,120.0906,6.612497902,0.16523649,719.67,108.214974,6.585256485,0.153097484,139.09,47.828676,4.9414021,0.3443685,994,198.6684,6.920578003,0.190818549,311130,51787.218,12.64403684,0.147234587,439,68.1996,6.058779414,0.158205358,61.931,15.5850912,4.150201916,0.292807694,21,4.4478,3.081505493,0.240923996,62.325,16.6777674,4.155571906,0.275659253,87.57,14.7844872,4.508717563,0.266374726,385,4.4478,6.070916616,0.270214881,65912,17682.9702,11.10183679,0.286612198,1044,62.2692,6.946264454,0.061862377,35.86363636,9.999527273,3.530992409,0.315565134,11.38411462,3.830766604,2.42968458,0.3410541,13.672,5.78466042,2.647636323,0.450363698,121,35.5824,4.773854381,0.396716366,120.62,33.477108,4.778205467,0.39208632,17.277,7.235088,2.881409635,0.448023652,177,51.891,5.176183687,0.387947402,50792,16612.533,10.83698632,0.413070161,439,68.1996,6.058779414,0.158205358,32.052,12.1751112,3.368696314,0.532442895,71,19.2738,4.16657195,0.502342034,68.228,15.7852422,4.154221204,0.438919447,37.625,13.410117,3.543465388,0.496349157,164,42.9954,5.041214223,0.40580175,70319,15662.1864,11.10032233,0.439485332,1044,62.2692,6.946100289,0.061963326,1.808988764,0.71595022,0.607282431,0.42834317,1.850831023,0.638411496,0.623984263,0.333285383
74,M13,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,TGFB3,2,MALEM3M,0.65920398,265,125.61,39.985722,4.80233726,0.315579878,764,126.021,6.627334803,0.156511752,736.46,111.951126,6.596734098,0.145738044,153.96,46.746378,5.001100137,0.310697068,1045,195.7032,6.94179036,0.178074816,319950,44359.392,12.67260707,0.128612807,436,54.8562,6.075872064,0.13409355,55.959,10.1973228,4.047089243,0.24649516,20,2.9652,3.030938668,0.210787743,55.564,10.1098494,4.063621292,0.234119775,80.065,9.3062802,4.426017376,0.221047172,384,1.4826,6.02096805,0.244597144,58466,12708.8472,11.01333345,0.251397615,1046,50.4084,6.949711513,0.057016845,37.36842105,9.501125053,3.596396135,0.291176068,13.26932507,3.94419258,2.533112806,0.320961025,28.684,20.23749,3.445380276,0.695014967,201,94.8864,5.406911474,0.508926073,197.65,92.380806,5.387753407,0.499688347,36.322,25.9188132,3.666960044,0.68317741,282,143.8122,5.750803026,0.513159841,90521,44906.4714,11.463626,0.526587605,436,54.8562,6.075872064,0.13409355,29.153,9.6057654,3.359279157,0.389083886,57,14.826,3.989244985,0.370072129,59.034,14.2566816,4.058648441,0.322338901,36.866,11.9408604,3.599793416,0.388998082,187,66.717,5.28203173,0.40461998,62078,16327.8738,11.00829894,0.332954353,1045,48.9258,6.949650996,0.057064653,3.788819876,1.930312243,1.417666489,0.52705811,3.600166141,1.580493,1.329104966,0.431066966
