,well,channel.1,channel.2,channel.3,experiment,marker.1,marker.2,media.overnight,time.treatment,treatment.1,treatment.2,rep,celltype,G1,n,mad_nucleus.median.1,mad_nucleus.mad.1,mad_nucleus.logmean.1,mad_nucleus.logsd.1,median_nucleus.median.1,median_nucleus.mad.1,median_nucleus.logmean.1,median_nucleus.logsd.1,mean_nucleus.median.1,mean_nucleus.mad.1,mean_nucleus.logmean.1,mean_nucleus.logsd.1,std_nucleus.median.1,std_nucleus.mad.1,std_nucleus.logmean.1,std_nucleus.logsd.1,max_nucleus.median.1,max_nucleus.mad.1,max_nucleus.logmean.1,max_nucleus.logsd.1,sum_nucleus.median.1,sum_nucleus.mad.1,sum_nucleus.logmean.1,sum_nucleus.logsd.1,length_nucleus.median.1,length_nucleus.mad.1,length_nucleus.logmean.1,length_nucleus.logsd.1,mad_halo.median.1,mad_halo.mad.1,mad_halo.logmean.1,mad_halo.logsd.1,median_halo.median.1,median_halo.mad.1,median_halo.logmean.1,median_halo.logsd.1,mean_halo.median.1,mean_halo.mad.1,mean_halo.logmean.1,mean_halo.logsd.1,std_halo.median.1,std_halo.mad.1,std_halo.logmean.1,std_halo.logsd.1,max_halo.median.1,max_halo.mad.1,max_halo.logmean.1,max_halo.logsd.1,sum_halo.median.1,sum_halo.mad.1,sum_halo.logmean.1,sum_halo.logsd.1,length_halo.median.1,length_halo.mad.1,length_halo.logmean.1,length_halo.logsd.1,median_nucleus.div.median_halo.median.1,median_nucleus.div.median_halo.mad.1,median_nucleus.div.median_halo.logmean.1,median_nucleus.div.median_halo.logsd.1,mean_nucleus.div.mean_halo.median.1,mean_nucleus.div.mean_halo.mad.1,mean_nucleus.div.mean_halo.logmean.1,mean_nucleus.div.mean_halo.logsd.1,mad_nucleus.median.2,mad_nucleus.mad.2,mad_nucleus.logmean.2,mad_nucleus.logsd.2,median_nucleus.median.2,median_nucleus.mad.2,median_nucleus.logmean.2,median_nucleus.logsd.2,mean_nucleus.median.2,mean_nucleus.mad.2,mean_nucleus.logmean.2,mean_nucleus.logsd.2,std_nucleus.median.2,std_nucleus.mad.2,std_nucleus.logmean.2,std_nucleus.logsd.2,max_nucleus.median.2,max_nucleus.mad.2,max_nucleus.logmean.2,max_nucleus.logsd.2,sum_nucleus.median.2,sum_nucleus.mad.2,sum_nucleus.logmean.2,sum_nucleus.logsd.2,length_nucleus.median.2,length_nucleus.mad.2,length_nucleus.logmean.2,length_nucleus.logsd.2,mad_halo.median.2,mad_halo.mad.2,mad_halo.logmean.2,mad_halo.logsd.2,median_halo.median.2,median_halo.mad.2,median_halo.logmean.2,median_halo.logsd.2,mean_halo.median.2,mean_halo.mad.2,mean_halo.logmean.2,mean_halo.logsd.2,std_halo.median.2,std_halo.mad.2,std_halo.logmean.2,std_halo.logsd.2,max_halo.median.2,max_halo.mad.2,max_halo.logmean.2,max_halo.logsd.2,sum_halo.median.2,sum_halo.mad.2,sum_halo.logmean.2,sum_halo.logsd.2,length_halo.median.2,length_halo.mad.2,length_halo.logmean.2,length_halo.logsd.2,median_nucleus.div.median_halo.median.2,median_nucleus.div.median_halo.mad.2,median_nucleus.div.median_halo.logmean.2,median_nucleus.div.median_halo.logsd.2,mean_nucleus.div.mean_halo.median.2,mean_nucleus.div.mean_halo.mad.2,mean_nucleus.div.mean_halo.logmean.2,mean_nucleus.div.mean_halo.logsd.2
43,I10,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,ctrl,1,IEC6,0.568603214,460,93.823,29.5104117,4.546294814,0.324369054,493,63.38115,6.215325558,0.136324927,477.19,58.066029,6.179239133,0.13112694,109.64,34.262886,4.703092091,0.316881408,672,120.0906,6.520104286,0.181491115,152225,25567.437,11.94107151,0.158556342,315,37.065,5.761831145,0.126018204,41.268,5.1461046,3.739002486,0.136143631,16,2.9652,2.829670263,0.227858128,43.228,5.9326239,3.803057684,0.153103591,56.8825,4.5560298,4.057140039,0.112557601,256,1.4826,5.568226831,0.132785209,40585,6877.0401,10.63398044,0.1668276,920,41.5128,6.830922663,0.046782472,31.04607843,7.828772609,3.385655295,0.284234857,10.78754134,2.54265784,2.376181449,0.232812591,9.6106,4.25291223,2.212757121,0.446357026,87,29.652,4.379020149,0.365333459,87.1475,28.6564341,4.376939707,0.363282691,11.885,5.06189292,2.4270698,0.43526898,118,37.065,4.717135735,0.365257059,26812,10303.3287,10.13877069,0.40867608,315,37.065,5.761831145,0.126018204,11.775,4.15854474,2.462627367,0.396777534,45,14.826,3.714905002,0.373667261,45.149,14.5383756,3.73489116,0.361525155,14.409,4.959297,2.670095116,0.385648338,89.5,27.4281,4.460291852,0.335474681,41293,14268.5424,10.56592904,0.371590752,920,41.5128,6.831038219,0.04676783,1.857142857,0.326964253,0.664115148,0.219000168,1.836309617,0.273827929,0.642048547,0.188674002
44,I11,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,TGF3,1,IEC6,0.577362409,556,100.84,35.36001,4.61350089,0.352246954,530.75,82.2843,6.275745681,0.152904374,506.385,76.079619,6.23521146,0.14668277,119.525,40.2422118,4.780898673,0.342732175,724.5,150.4839,6.592050762,0.202529208,160790,27546.708,11.98245159,0.152485799,306,34.0998,5.747238189,0.122216878,36.9895,3.2550483,3.631911736,0.144569053,15,2.9652,2.731093691,0.185059822,39.218,3.5923398,3.690091646,0.139079973,53.1045,3.1149426,3.996348576,0.147945421,256,1.4826,5.579303734,0.191755382,35974.5,4606.4382,10.51546853,0.155019227,916,35.5824,6.825377084,0.045806905,35.13809524,6.842769231,3.54465199,0.242656303,12.95340507,2.955613047,2.545119814,0.228500925,48.647,23.8720839,3.824153413,0.504288056,274,100.0755,5.55133677,0.414789982,262.33,96.969453,5.507089817,0.409060274,59.38,27.7876305,4.024917182,0.494280509,374,141.5883,5.877278994,0.408994799,81926,32667.6084,11.25432879,0.453547554,306,34.0998,5.747238189,0.122216878,20.51,7.086828,2.973535292,0.370357985,37,11.8608,3.525037011,0.349854478,45.365,12.6851256,3.737112384,0.330864739,29.0645,10.1602578,3.317534903,0.393039002,187.5,70.4235,5.198566138,0.40325021,41688,12685.1256,10.56259062,0.346662188,916,35.5824,6.82547899,0.045839305,7.666666667,2.596542742,2.026299759,0.352999155,5.921308165,1.638822367,1.769977432,0.278621661
45,I12,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,ctrl,1,IEC6,0.563067608,558,91.0095,30.1197603,4.534625087,0.354768296,510.25,81.543,6.244800103,0.155435857,488.32,69.281898,6.207503702,0.148569137,108.625,34.6365012,4.707253755,0.346291251,692.5,131.9514,6.558871365,0.201675776,153475,30504.495,11.96101659,0.168037193,312,41.5128,5.753510123,0.139910513,36.315,3.4010844,3.614902639,0.159990696,14,1.4826,2.672306444,0.160793406,38.0355,3.5975289,3.655171663,0.146139031,52.7725,3.4522341,3.986537749,0.147560825,256,1.4826,5.573824702,0.161658368,35064,4687.9812,10.4843176,0.163156873,920,41.5128,6.829145464,0.051459809,35.53846154,7.198213077,3.572493658,0.212892704,12.96714886,2.810148042,2.552332039,0.232729771,11.986,4.33927368,2.486148408,0.362303143,97.25,27.05745,4.546480777,0.318387601,97.117,26.7653778,4.544711543,0.315470949,14.9385,5.3618229,2.703562956,0.356869672,140,40.0302,4.92675883,0.31676278,30626,10216.5966,10.29822197,0.355237945,312,41.5128,5.753510123,0.139910513,14.1275,5.0645616,2.643657283,0.383361301,47,14.826,3.764080555,0.392581709,48.14,14.5472712,3.799694108,0.362144985,17.4475,5.9430021,2.853808802,0.377348678,103,28.1694,4.620274599,0.347060837,44373.5,13992.0375,10.62886778,0.371948311,920,41.5128,6.82917422,0.051577992,2.076923077,0.436492174,0.782400222,0.267171478,2.048186355,0.330092389,0.745017436,0.217370021
46,I13,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,TGFB3,1,IEC6,0.49039548,434,86.9355,31.4807871,4.470113317,0.35044646,502,82.2843,6.223416664,0.155689841,482.58,73.826067,6.188782643,0.146961871,104.815,36.5001294,4.650203933,0.341680398,681,140.847,6.537540157,0.194492878,154985,28399.203,11.96588279,0.166708711,315,47.4432,5.777097585,0.15075358,34.748,3.5308119,3.584430467,0.21137573,14,1.4826,2.667591582,0.156233008,36.474,3.4752144,3.631028433,0.186123031,51.5055,3.8087994,3.976743117,0.198574743,256,1.4826,5.583499144,0.20048003,34237,4666.4835,10.46916036,0.207024952,928.5,52.6323,6.838131749,0.055882733,35.03571429,6.7776,3.555825082,0.216227176,13.19049312,2.79781979,2.55775421,0.263258611,44.8915,22.6178043,3.736535435,0.512623147,262.5,104.89395,5.480960765,0.432094084,255.18,101.054016,5.443917515,0.425520951,55.7405,27.4518216,3.949923374,0.504053891,371.5,153.4491,5.830531333,0.420845006,80797.5,39033.8928,11.2210167,0.473460184,315,47.4432,5.777097585,0.15075358,19.151,6.6553914,2.905452181,0.427130829,35,10.3782,3.516457573,0.346965159,42.9725,12.8719332,3.707166854,0.344358961,27.4115,10.5590772,3.258908314,0.452500865,189.5,75.6126,5.172981191,0.446351401,40028,13668.8307,10.54535304,0.362045271,928.5,51.1497,6.838186064,0.056058413,7.097619048,2.639489766,1.964503192,0.366486127,5.667817669,1.663275116,1.736750661,0.292241996
47,I14,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,ctrl,1,IEC6,0.520386266,485,85.009,33.0189846,4.469087774,0.372737365,497.5,85.2495,6.226514591,0.164604101,480.97,77.495502,6.191846579,0.155437813,101.84,38.1902934,4.649958086,0.36242007,681,154.1904,6.541552803,0.206092044,157210,28317.66,11.97178316,0.158465355,320,41.5128,5.779932421,0.135510782,34.631,3.936303,3.574251765,0.177895979,14,1.4826,2.659643748,0.154944056,36.442,3.602718,3.618910689,0.155729616,51.525,4.2906444,3.969741055,0.165110279,256,1.4826,5.579684671,0.178388214,34439,4686.4986,10.45917141,0.176894068,933,42.9954,6.840260292,0.049168767,35.38461538,6.500630769,3.566870842,0.217910089,13.27633756,3.29395131,2.57293589,0.248602621,14.616,4.9756056,2.639142464,0.360473742,109,29.652,4.627763775,0.337344955,107.35,29.42961,4.619286222,0.330888793,18.266,5.974878,2.861180677,0.352181612,157,40.0302,5.016352473,0.304637314,34669,11739.2268,10.39921815,0.379548419,320,41.5128,5.779932421,0.135510782,13.477,4.3321572,2.582814375,0.333712903,43,13.3434,3.643468762,0.395544728,44.311,12.8808288,3.698680516,0.352511477,17.05,5.3329122,2.816203457,0.322023732,106,26.6868,4.635756665,0.296313032,41175,13083.945,10.53901656,0.366075692,933,42.9954,6.840336191,0.049286706,2.565217391,0.635818577,0.984295013,0.308932046,2.432220583,0.513786728,0.920605706,0.254948029
48,I15,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,TGFB3,1,IEC6,0.565547129,522,96.8605,34.7350941,4.584013298,0.358509662,527.5,85.2495,6.272480923,0.160262575,508.44,77.332416,6.238503036,0.153701248,116.52,40.4608953,4.763393,0.350481699,736.5,156.4143,6.609978107,0.210700878,162145,26279.085,12.0016794,0.146092254,315,34.8411,5.763173799,0.127358796,33.624,3.8073168,3.550845554,0.210765786,13,1.4826,2.614920202,0.15878266,34.8315,3.0333996,3.585930517,0.18316824,50.576,3.951129,3.959910227,0.2019231,256,1.4826,5.591388551,0.21664147,32411,3762.8388,10.41738508,0.195792697,924,38.5476,6.831454346,0.049698257,38.70601852,6.9894,3.65756072,0.202766078,14.5795072,3.359825738,2.652572519,0.248472064,47.092,19.5984894,3.834925773,0.435741092,271.75,82.65495,5.541266358,0.367858724,261.84,77.903217,5.502475774,0.36195956,58.7205,24.640812,4.048268851,0.429631223,384.5,118.608,5.903929771,0.360367377,81686,30424.4346,11.26565164,0.394674534,315,34.8411,5.763173799,0.127358796,19.1015,5.530098,2.916055113,0.357075548,34,11.8608,3.450591394,0.386274963,41.9615,12.3270777,3.665599424,0.341293234,27.892,8.7236184,3.283786783,0.371419932,191,59.304,5.219529138,0.381647985,38743.5,12241.0869,10.4970794,0.355621417,924,38.5476,6.831479643,0.049729774,8.038095238,2.640341259,2.090674964,0.382943173,6.297051036,1.815602911,1.83687635,0.314317738
49,I16,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,BMP4,1,IEC6,0.494579946,365,87.917,32.4511488,4.478762449,0.36696613,502,85.9908,6.223845254,0.161801967,487.41,79.215318,6.191071748,0.154051505,105.26,38.829294,4.657955196,0.358251504,698,157.1556,6.551141937,0.204953711,157180,30615.69,11.97111213,0.160971122,320,35.5824,5.780037724,0.130029929,34.473,4.129041,3.576072788,0.209426392,14,1.4826,2.673457946,0.169786831,36.465,3.691674,3.624897969,0.182269089,51.354,4.3039878,3.973080007,0.190894219,256,1.4826,5.576517307,0.183937009,33967,4656.8466,10.463931,0.201459496,929,40.0302,6.839032427,0.049460073,35.13333333,7.36358,3.550387308,0.232877284,13.42821473,3.370037022,2.566173779,0.271898334,16.836,5.1772392,2.799636091,0.370422473,119,34.0998,4.749286604,0.338561582,118.09,32.943372,4.735607489,0.333529272,20.919,6.0964512,3.022615446,0.364369499,173,47.4432,5.133898324,0.320244374,37830,12305.58,10.51564468,0.367933524,320,35.5824,5.780037724,0.130029929,14.031,4.6657422,2.636281318,0.375956701,42,13.3434,3.628039294,0.433306814,43.638,14.3337768,3.69773366,0.386469357,17.943,5.5538196,2.878358837,0.362447918,111,31.1346,4.701664094,0.340345104,41175,13436.8038,10.53681195,0.394325439,930,41.5128,6.839078927,0.049588022,2.913043478,0.760638261,1.121247309,0.335944943,2.748064674,0.609653449,1.03787383,0.266603012
50,J10,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,ctrl,2,IEC6,0.527710843,438,90.7295,32.2695303,4.501889507,0.35969923,490.25,72.27675,6.202377289,0.144412098,474.355,67.717755,6.166260157,0.139945415,105.71,36.2592069,4.661026811,0.350355878,663.5,117.8667,6.502005939,0.196640621,152455,26242.02,11.9452496,0.158894113,318,38.5476,5.778987073,0.130690572,41.614,3.8154711,3.736680996,0.11673243,16,1.4826,2.770598414,0.190430395,43.472,4.1616582,3.785442321,0.126551073,57.132,3.6153201,4.055209801,0.100616777,256,1.4826,5.559626874,0.118698501,40799.5,5235.8019,10.62305202,0.149009262,930,39.2889,6.837609907,0.049223206,31.35504202,6.79525,3.431778876,0.252984939,10.85936316,2.49825165,2.380817836,0.224125463,11.718,3.63229587,2.444055095,0.340112469,98,25.2042,4.549721238,0.288122905,97.7175,24.7705395,4.543626259,0.288214007,14.514,4.3573614,2.650212656,0.332272566,135,35.5824,4.880084784,0.285479711,31596,9772.5579,10.3226122,0.328211736,318,38.5476,5.778987073,0.130690572,12.633,4.48805259,2.545724326,0.36274336,47.5,12.6021,3.752386374,0.371605695,47.969,12.3819339,3.781231577,0.350740543,15.704,5.3381013,2.756752388,0.351473238,96,23.7216,4.539436144,0.310935405,44293,12070.5879,10.61894833,0.360515871,930,39.2889,6.837717449,0.049223992,2.12122449,0.333822596,0.797334865,0.210161203,2.075359403,0.278564215,0.762394681,0.174179027
51,J11,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,TGF3,2,IEC6,0.603363007,610,99.7985,36.0168018,4.61518057,0.363755193,533,83.7669,6.289787219,0.151575346,511.945,78.110781,6.252493883,0.148880045,117.425,41.9479431,4.777041345,0.355802997,719,150.4839,6.60134731,0.204917579,158850,28228.704,11.98007379,0.158908139,303.5,42.2541,5.727575988,0.133520569,39.7995,4.9622622,3.740812068,0.206694837,15,1.4826,2.753840229,0.167084509,41.7315,5.0022924,3.778184869,0.186202018,55.609,4.8466194,4.083300997,0.199583007,257,1.4826,5.627366967,0.214341315,38847.5,5680.5819,10.59816575,0.18569109,910.5,43.7367,6.819980466,0.051044577,34.43253968,7.283566667,3.53594699,0.221403545,11.98062183,2.793190287,2.474309014,0.243497134,45.5825,20.4109542,3.759602004,0.488386878,267.5,88.2147,5.518746742,0.389705616,256.01,84.13755,5.47668117,0.384734286,55.682,24.0003288,3.95726704,0.477854689,361,124.5384,5.83300239,0.389370284,77561,29142.7269,11.20425773,0.421292587,303.5,42.2541,5.727575988,0.133520569,20.6745,6.5293704,3.000057341,0.379087548,35,11.8608,3.475602833,0.36112923,44.479,13.832658,3.721308638,0.337044142,29.4335,9.755508,3.340058439,0.394224454,186.5,63.0105,5.182680538,0.387160348,40867.5,13351.5543,10.54131747,0.34938244,910,44.478,6.820008727,0.051229229,7.781833616,2.758973684,2.04314391,0.388414988,5.785658358,1.634606494,1.755372532,0.298752727
52,J12,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,ctrl,2,IEC6,0.540242558,490,92.8015,32.1094095,4.548608504,0.362488485,507,77.0952,6.239047262,0.153455748,487.57,71.846796,6.200554609,0.148492496,110.875,36.7254846,4.71424347,0.354206595,683.5,134.1753,6.549476734,0.206506722,159115,30600.864,11.9726537,0.170559816,315.5,45.2193,5.772095434,0.139022954,38.9225,3.743565,3.673210991,0.151156457,15,1.4826,2.73539698,0.155135589,40.725,3.7065,3.724542313,0.140319179,54.723,3.5819616,4.017974226,0.135718167,256,1.4826,5.562675946,0.133259414,38017.5,4431.4914,10.55979801,0.156974603,923,48.9258,6.835255579,0.052069147,33.19866071,7.373949375,3.503650282,0.230728316,11.98339043,2.639573211,2.476012296,0.239490779,12.406,4.0519458,2.485251505,0.357423738,98,23.7216,4.555556534,0.292771091,97.7345,23.7445803,4.549157399,0.292309522,15.3745,4.6679661,2.699777765,0.349355113,140,34.0998,4.914191194,0.292008895,31865.5,10230.6813,10.32125351,0.328330182,315.5,45.2193,5.772095434,0.139022954,12.887,4.60577103,2.575071373,0.409952622,45,14.826,3.714048812,0.414935976,46.2885,13.5331728,3.74930556,0.376400598,15.9255,5.4730179,2.789393848,0.392289803,96,25.2042,4.567088796,0.32681922,43008,13674.0198,10.58462976,0.385212273,924,48.1845,6.835324499,0.052129993,2.155354449,0.416973661,0.841507722,0.289455877,2.092373966,0.339864388,0.799851839,0.23218361
53,J13,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,BMP4,TGFB3,2,IEC6,0.515625,429,80.149,29.4474012,4.39711996,0.349758545,483,75.6126,6.185077912,0.149247717,464.72,69.75633,6.151409508,0.141616447,96.171,34.0998,4.574295932,0.3414907,649,124.5384,6.487437176,0.192937894,153780,28584.528,11.95502482,0.170667632,330,47.4432,5.803611857,0.145685346,37.385,4.3647744,3.630786687,0.152048469,14,1.4826,2.677059318,0.165566769,38.937,4.129041,3.671808248,0.138929119,53.669,4.1186628,3.995520658,0.127251721,256,1.4826,5.554700357,0.103444411,37140,4858.4802,10.51958817,0.163022564,938,47.4432,6.84778088,0.052294466,33.29411765,6.447441176,3.508018595,0.221977761,12.07364299,2.873484819,2.479601261,0.236695173,38.538,21.6845076,3.580681283,0.538095948,243,114.9015,5.409474854,0.456982798,235.99,110.468526,5.375899433,0.450174467,48.048,27.176058,3.796268543,0.531379209,331,151.2252,5.734942255,0.448089435,77975,38629.143,11.17951396,0.488674291,330,47.4432,5.803611857,0.145685346,18.689,8.1038916,2.898276999,0.413270494,36,11.8608,3.519060634,0.338355336,44.335,15.4220052,3.7198316,0.334779737,26.742,12.935685,3.242007893,0.444002885,182,85.9908,5.133439007,0.438973784,42041,14627.3316,10.56780778,0.349192004,938,47.4432,6.847975801,0.052346686,6.690909091,2.506941818,1.89041422,0.387531957,5.26285984,1.645606111,1.656067833,0.302855487
54,J14,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,ctrl,2,IEC6,0.566829268,581,97.273,34.6869096,4.595301558,0.356970294,525,81.543,6.274614935,0.160782544,503.09,74.026218,6.234389002,0.154915588,114.94,39.9531048,4.765338565,0.349660697,716,149.7426,6.590744794,0.21079856,161420,28673.484,11.98769779,0.155782827,313,37.065,5.753304297,0.133439805,36.02,3.6486786,3.617307069,0.208953143,15,1.4826,2.708791276,0.171158748,37.988,3.6753654,3.67177867,0.184986521,52.338,3.5923398,3.995312751,0.209978121,256,1.4826,5.591017344,0.23617046,35295,4478.9346,10.50040688,0.195176945,922,41.5128,6.828628218,0.050352661,35.73333333,6.895990769,3.565823659,0.223323781,13.16475174,2.893908899,2.562610332,0.254937469,13.936,4.5456516,2.605754271,0.358217601,108,31.1346,4.630683746,0.323361495,106.44,30.081954,4.621359864,0.31824826,17.213,5.567163,2.820514227,0.351094826,152,44.478,4.994783545,0.304347188,33636,11679.9228,10.37466428,0.36966931,313,37.065,5.753304297,0.133439805,13.735,4.6509162,2.632886817,0.369189486,45,13.3434,3.740061524,0.372723424,46.55,13.4501472,3.780373659,0.343748279,17.198,5.6309148,2.853534387,0.36410679,105,31.1346,4.65202205,0.349423057,43343,13362.6738,10.60901501,0.357930512,922,41.5128,6.828641498,0.050458957,2.33,0.489258,0.890622222,0.267808969,2.25409352,0.416200569,0.840986205,0.224001846
55,J15,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,TGFB3,2,IEC6,0.568493151,581,99.482,34.8099654,4.601513284,0.34609254,523,80.0604,6.266376913,0.152445651,502.26,70.838628,6.228722224,0.146731272,117.44,39.6654804,4.769859888,0.337948055,722,140.847,6.591205014,0.200657628,160990,30734.298,11.9934054,0.162365292,314,44.478,5.764679493,0.136398506,36.859,3.7984212,3.632373781,0.185689628,15,1.4826,2.695138217,0.155458677,38.477,3.4292538,3.675352942,0.159912581,53.17,3.7317042,4.003043529,0.184597787,256,1.4826,5.583581597,0.202604113,35640,4246.1664,10.50595828,0.170957708,923,42.9954,6.830605489,0.052697537,35.76923077,7.112678462,3.571238696,0.206293076,13.04635762,2.831522711,2.553369282,0.232246063,48.516,20.3012418,3.828845543,0.449145464,269,80.0604,5.549495442,0.371174642,259.06,79.081884,5.507182788,0.367115057,59.393,23.6637786,4.034330496,0.440475962,374,118.608,5.884653517,0.369660389,81358,29700.9258,11.27186416,0.409176191,314,44.478,5.764679493,0.136398506,20.286,6.6954216,2.969978494,0.380287187,35,11.8608,3.494678522,0.372214729,43.435,12.9297546,3.712028307,0.345336545,29.133,9.8711508,3.327092119,0.389939293,191,62.2692,5.21349248,0.382350622,39784,12849.6942,10.54272494,0.353851419,924,44.478,6.830696607,0.052797639,7.875,2.576380882,2.05481692,0.357747669,6.01173598,1.689139804,1.795154481,0.288911499
56,J16,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,Wnt3A,BMP4,2,IEC6,0.534408602,497,97.156,34.5060324,4.599238834,0.329779451,515.5,82.2843,6.254525161,0.142581341,495.98,75.775686,6.218445041,0.137900921,115.02,39.2548002,4.765689155,0.322283037,715,146.7774,6.584931344,0.193278616,160890,28955.178,11.97412304,0.157792426,311,37.065,5.755674819,0.119244352,37.46,3.7183608,3.639144976,0.154394627,15,1.4826,2.711019076,0.163739908,39.172,3.328437,3.689590517,0.138591801,53.609,3.5908572,4.002789552,0.144948025,256,1.4826,5.576235991,0.169330521,36260,4044.5328,10.52029975,0.153289147,920,41.5128,6.830709313,0.044044083,34.84615385,6.257332308,3.543506085,0.204204784,12.71848967,2.814717669,2.528854523,0.211905766,16.645,5.7346968,2.793273326,0.35725238,124,35.5824,4.764680746,0.341616663,122.04,34.159104,4.749376619,0.337637065,20.488,6.8392338,3.003836528,0.348789027,173,45.9606,5.120759322,0.31813878,37693,13344.8826,10.50505035,0.369814676,311,37.065,5.755674819,0.119244352,15.159,5.4426246,2.679087788,0.394385733,44,13.3434,3.68915835,0.431708673,45.854,13.9527486,3.743176176,0.397852482,19.083,6.4878576,2.910531978,0.375345403,114,31.1346,4.683614691,0.351964838,42282,13877.136,10.5739406,0.405395128,920,41.5128,6.83076491,0.044112339,2.836956522,0.666962062,1.075522396,0.281491172,2.661484067,0.504324559,1.006200443,0.228913244
57,K10,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,ctrl,3,IEC6,0.605973025,629,103.57,36.9641832,4.639814976,0.337259937,522,80.0604,6.262324363,0.144812296,502.25,74.782344,6.222204562,0.140871843,120.74,42.6069588,4.79471432,0.330759784,710,149.7426,6.574733422,0.198819874,158410,26197.542,11.97157881,0.154297619,310,35.5824,5.749372561,0.124608123,40.829,4.025259,3.728918748,0.142604595,16,1.4826,2.796191177,0.174669012,43.094,4.5649254,3.787283917,0.139020097,56.432,3.7865604,4.058206678,0.145642374,257,1.4826,5.602175021,0.226187971,39888,5206.8912,10.61258619,0.154719835,919,40.0302,6.825302268,0.050180719,32.77419355,6.892894355,3.466133186,0.230057921,11.47875119,2.596758125,2.434920645,0.221081348,10.509,4.0727022,2.299860291,0.391263779,90,25.2042,4.442863353,0.330981282,89.405,24.9432624,4.438712751,0.329098199,12.919,4.8273456,2.511764874,0.381245505,123,34.0998,4.777153017,0.321285575,27756,9149.1246,10.1880861,0.347913296,310,35.5824,5.749372561,0.124608123,11.942,4.1898276,2.485118158,0.377641558,44,11.8608,3.713820448,0.367327464,44.863,12.8482116,3.742218011,0.351635482,14.806,5.1431394,2.693046881,0.369227551,90,26.6868,4.482336404,0.329579574,41387,11905.278,10.56752764,0.353349649,919,40.0302,6.825309631,0.050137205,2.009090909,0.347154251,0.729042905,0.233600172,1.970078531,0.321248953,0.69649474,0.197920384
58,K11,DAPI,FITC,NA,Smad23,Hoechst,Smad23,RPMI+5%FBS,120,ctrl,TGF3,3,IEC6,0.578461538,564,99.193,34.463037,4.594905615,0.343516517,510,77.0952,6.246382846,0.148538312,490.73,70.79415,6.208715294,0.144012345,116.665,39.7307148,4.755030489,0.337346858,699,149.7426,6.561465683,0.201342194,158135,28339.899,11.97940226,0.155492128,316,42.9954,5.770682796,0.132345655,40.411,3.7465302,3.719749626,0.171187593,16,2.9652,2.795377465,0.181997971,42.7785,4.2780423,3.778842047,0.156081202,56.026,3.5174685,4.053058346,0.174786706,256,1.4826,5.587567645,0.211132291,39877,5223.9411,10.61344313,0.166778381,926,44.478,6.83460129,0.048994911,31.85416667,6.5702125,3.451005381,0.232364526,11.42503515,2.426046303,2.429873247,0.229296647,41.181,22.5036441,3.656427362,0.560671873,249.25,102.67005,5.432121096,0.460910687,238.56,97.606971,5.38949285,0.453533606,49.956,26.9306877,3.852261424,0.549368335,336,139.3644,5.736904245,0.455442256,77806.5,36338.526,11.16017666,0.493895004,316,42.9954,5.770682796,0.132345655,20.3905,7.0505043,2.950398002,0.41831352,37,10.3782,3.531718173,0.345172353,45.6165,13.5072273,3.746304695,0.335394349,28.229,10.3759761,3.278460401,0.437529305,177,65.2344,5.119000472,0.427000584,42875,13652.5221,10.58103896,0.347963803,926,44.478,6.834734028,0.049005555,6.713141026,2.357013906,1.900402924,0.375927177,5.142402271,1.430096311,1.643188155,0.295138541
