,well,celltype,channel.1,channel.2,channel.3,experiment,media.overnight,media.treatment,rep,time.treatment,treatment,marker.1,marker.2,marker.3,cotreatment,G1,n,mad_nucleus.median.1,mad_nucleus.mad.1,mad_nucleus.logmean.1,mad_nucleus.logsd.1,median_nucleus.median.1,median_nucleus.mad.1,median_nucleus.logmean.1,median_nucleus.logsd.1,mean_nucleus.median.1,mean_nucleus.mad.1,mean_nucleus.logmean.1,mean_nucleus.logsd.1,std_nucleus.median.1,std_nucleus.mad.1,std_nucleus.logmean.1,std_nucleus.logsd.1,max_nucleus.median.1,max_nucleus.mad.1,max_nucleus.logmean.1,max_nucleus.logsd.1,sum_nucleus.median.1,sum_nucleus.mad.1,sum_nucleus.logmean.1,sum_nucleus.logsd.1,length_nucleus.median.1,length_nucleus.mad.1,length_nucleus.logmean.1,length_nucleus.logsd.1,mad_halo.median.1,mad_halo.mad.1,mad_halo.logmean.1,mad_halo.logsd.1,median_halo.median.1,median_halo.mad.1,median_halo.logmean.1,median_halo.logsd.1,mean_halo.median.1,mean_halo.mad.1,mean_halo.logmean.1,mean_halo.logsd.1,std_halo.median.1,std_halo.mad.1,std_halo.logmean.1,std_halo.logsd.1,max_halo.median.1,max_halo.mad.1,max_halo.logmean.1,max_halo.logsd.1,sum_halo.median.1,sum_halo.mad.1,sum_halo.logmean.1,sum_halo.logsd.1,length_halo.median.1,length_halo.mad.1,length_halo.logmean.1,length_halo.logsd.1,median_nucleus.div.median_halo.median.1,median_nucleus.div.median_halo.mad.1,median_nucleus.div.median_halo.logmean.1,median_nucleus.div.median_halo.logsd.1,mean_nucleus.div.mean_halo.median.1,mean_nucleus.div.mean_halo.mad.1,mean_nucleus.div.mean_halo.logmean.1,mean_nucleus.div.mean_halo.logsd.1,mad_nucleus.median.2,mad_nucleus.mad.2,mad_nucleus.logmean.2,mad_nucleus.logsd.2,median_nucleus.median.2,median_nucleus.mad.2,median_nucleus.logmean.2,median_nucleus.logsd.2,mean_nucleus.median.2,mean_nucleus.mad.2,mean_nucleus.logmean.2,mean_nucleus.logsd.2,std_nucleus.median.2,std_nucleus.mad.2,std_nucleus.logmean.2,std_nucleus.logsd.2,max_nucleus.median.2,max_nucleus.mad.2,max_nucleus.logmean.2,max_nucleus.logsd.2,sum_nucleus.median.2,sum_nucleus.mad.2,sum_nucleus.logmean.2,sum_nucleus.logsd.2,length_nucleus.median.2,length_nucleus.mad.2,length_nucleus.logmean.2,length_nucleus.logsd.2,mad_halo.median.2,mad_halo.mad.2,mad_halo.logmean.2,mad_halo.logsd.2,median_halo.median.2,median_halo.mad.2,median_halo.logmean.2,median_halo.logsd.2,mean_halo.median.2,mean_halo.mad.2,mean_halo.logmean.2,mean_halo.logsd.2,std_halo.median.2,std_halo.mad.2,std_halo.logmean.2,std_halo.logsd.2,max_halo.median.2,max_halo.mad.2,max_halo.logmean.2,max_halo.logsd.2,sum_halo.median.2,sum_halo.mad.2,sum_halo.logmean.2,sum_halo.logsd.2,length_halo.median.2,length_halo.mad.2,length_halo.logmean.2,length_halo.logsd.2,median_nucleus.div.median_halo.median.2,median_nucleus.div.median_halo.mad.2,median_nucleus.div.median_halo.logmean.2,median_nucleus.div.median_halo.logsd.2,mean_nucleus.div.mean_halo.median.2,mean_nucleus.div.mean_halo.mad.2,mean_nucleus.div.mean_halo.logmean.2,mean_nucleus.div.mean_halo.logsd.2,mad_nucleus.median.3,mad_nucleus.mad.3,mad_nucleus.logmean.3,mad_nucleus.logsd.3,median_nucleus.median.3,median_nucleus.mad.3,median_nucleus.logmean.3,median_nucleus.logsd.3,mean_nucleus.median.3,mean_nucleus.mad.3,mean_nucleus.logmean.3,mean_nucleus.logsd.3,std_nucleus.median.3,std_nucleus.mad.3,std_nucleus.logmean.3,std_nucleus.logsd.3,max_nucleus.median.3,max_nucleus.mad.3,max_nucleus.logmean.3,max_nucleus.logsd.3,sum_nucleus.median.3,sum_nucleus.mad.3,sum_nucleus.logmean.3,sum_nucleus.logsd.3,length_nucleus.median.3,length_nucleus.mad.3,length_nucleus.logmean.3,length_nucleus.logsd.3,mad_halo.median.3,mad_halo.mad.3,mad_halo.logmean.3,mad_halo.logsd.3,median_halo.median.3,median_halo.mad.3,median_halo.logmean.3,median_halo.logsd.3,mean_halo.median.3,mean_halo.mad.3,mean_halo.logmean.3,mean_halo.logsd.3,std_halo.median.3,std_halo.mad.3,std_halo.logmean.3,std_halo.logsd.3,max_halo.median.3,max_halo.mad.3,max_halo.logmean.3,max_halo.logsd.3,sum_halo.median.3,sum_halo.mad.3,sum_halo.logmean.3,sum_halo.logsd.3,length_halo.median.3,length_halo.mad.3,length_halo.logmean.3,length_halo.logsd.3,median_nucleus.div.median_halo.median.3,median_nucleus.div.median_halo.mad.3,median_nucleus.div.median_halo.logmean.3,median_nucleus.div.median_halo.logsd.3,mean_nucleus.div.mean_halo.median.3,mean_nucleus.div.mean_halo.mad.3,mean_nucleus.div.mean_halo.logmean.3,mean_nucleus.div.mean_halo.logsd.3
54,E16,MALME3M,DAPI,FITC,TRITC,4,RPMI+5%FBS,RPMI+5%FBS,3,120,ctrl+Wnt3A,Hoechst,Smad23,CTNNB1,MG132+CHX,0.618971061,385,154.64,49.400232,5.063073551,0.345761026,926,166.0512,6.831285802,0.199547605,921.02,149.0013,6.823234492,0.175607518,191.28,61.275858,5.26759266,0.334127097,1392,246.1116,7.239000492,0.174567552,329770,38888.598,12.70379688,0.128305875,369,68.1996,5.880560577,0.195894228,99.361,16.5739854,4.611659278,0.184632954,44,14.0847,3.871574192,0.420359871,109.04,21.6118602,4.724406714,0.232733744,128.04,15.982428,4.867397761,0.158549185,511,4.4478,6.250869303,0.182688834,39056,8837.7786,10.60204446,0.25362398,362,29.652,5.877638823,0.088262798,21.10526316,7.355776842,2.95971161,0.42722018,8.313720773,2.321940373,2.098827778,0.299459932,68.142,23.3776368,4.216018282,0.383894272,514,139.3644,6.18624044,0.394655058,507.38,133.893606,6.173531894,0.381064691,85.092,29.4474012,4.43014158,0.378215018,698,191.2554,6.509420733,0.332734017,184060,57762.096,12.05409522,0.442014059,369,68.1996,5.880560577,0.195894228,79.421,28.6764492,4.374698953,0.434000385,229.5,65.9757,5.422417291,0.403202832,223.37,64.166928,5.402311511,0.374207319,98.198,30.2984136,4.585499651,0.404217523,461,109.7124,6.150448202,0.31740528,80906,22654.128,11.2798952,0.378431512,362,29.652,5.877582452,0.088328079,2.195454545,0.609622707,0.763823149,0.300549869,2.201813064,0.594110227,0.771220383,0.28533763,116,47.0918238,4.735175821,0.442512987,1067,298.0026,6.904543179,0.478161002,1058.7,293.124846,6.902275028,0.428727658,145.52,55.89402,4.964150033,0.425297183,1387,366.2022,7.195103104,0.336747303,389470,126450.954,12.78283679,0.50175034,369,68.1996,5.880560577,0.195894228,172.9,76.843158,5.14624549,0.451112664,618.5,183.1011,6.387085406,0.390050749,611.58,184.450266,6.395365232,0.335097508,220.09,99.289722,5.389100049,0.426522439,1228,372.1326,7.089805773,0.305085257,223160,67828.95,12.27296545,0.343650713,362,29.652,5.87759872,0.088307183,1.670149254,0.388569183,0.517457773,0.270086006,1.674387705,0.368244439,0.506909797,0.262914264
55,E17,MALME3M,DAPI,FITC,TRITC,4,RPMI+5%FBS,RPMI+5%FBS,3,120,TGFB3+ctrl,Hoechst,Smad23,CTNNB1,MG132+CHX,0.648888889,438,147.725,50.052576,5.024230585,0.348189355,903,175.31745,6.8122878,0.202608298,903.1,157.978443,6.805803544,0.179599978,182.215,59.904453,5.232384387,0.33624146,1356,250.5594,7.220186538,0.176574562,328200,41920.515,12.69752744,0.125627241,376.5,68.1996,5.891723313,0.207539568,99.749,18.6014409,4.605635587,0.18093665,43,14.826,3.868941495,0.448262349,108.35,24.5236866,4.72261761,0.244899284,127.435,17.035074,4.861443,0.158166471,511,4.4478,6.257993756,0.211099421,39617.5,9764.4036,10.6045006,0.254925558,362.5,30.3933,5.881882415,0.092141883,20.68375,7.553238671,2.943346305,0.447733297,8.395271493,2.594709276,2.083185934,0.30042386,103.99,37.6691595,4.597323116,0.546536029,646.5,199.03905,6.38245266,0.601935357,630.735,188.868414,6.366007342,0.583255798,129.29,46.1407359,4.808919439,0.535439097,901,263.9028,6.745407769,0.501049429,231910,88592.763,12.25773216,0.661850064,376.5,68.1996,5.891723313,0.207539568,78.22,25.8016878,4.325172936,0.507270328,182.5,55.5975,5.173300032,0.566788904,190.425,55.471479,5.235543856,0.522979761,101.905,30.645342,4.582025784,0.469633484,530.5,149.7426,6.230337095,0.406456668,69989.5,19886.1138,11.11701693,0.535706103,362.5,30.3933,5.881473887,0.09269431,3.458357558,1.160303868,1.209152628,0.342018056,3.217641907,0.966165347,1.130463485,0.312353719,60.5405,23.9580747,4.129776356,0.49482637,647,168.64575,6.405515869,0.634897807,651.1,171.744384,6.422810544,0.586212647,78.481,31.4511351,4.382946072,0.484797805,902,292.0722,6.789688704,0.458681971,244955,63989.016,12.31452532,0.628001409,376.5,67.4583,5.891712518,0.207531453,127.6,67.5517038,4.847855347,0.605489472,503.25,149.37195,6.147894849,0.629200123,512.195,152.418693,6.184312049,0.532751215,170.155,85.086414,5.10818997,0.5742731,1020.5,396.5955,6.894282936,0.434199451,187610,53114.145,12.06591754,0.541374183,362.5,30.3933,5.881603714,0.092438191,1.28951053,0.164937316,0.25762102,0.180638202,1.286355171,0.18140378,0.238498496,0.194359849
56,E18,MALME3M,DAPI,FITC,TRITC,4,RPMI+5%FBS,RPMI+5%FBS,3,120,TGFB3+Wnt3A,Hoechst,Smad23,CTNNB1,MG132+CHX,0.596439169,402,147.845,48.562563,5.031130036,0.36232179,869.25,161.6034,6.792398969,0.213977141,866.585,142.396317,6.784069832,0.190098675,181.675,58.236528,5.232755606,0.350790732,1338.5,243.1464,7.200260071,0.187132132,321980,42950.922,12.68533359,0.131796796,378,69.6822,5.901264023,0.2056637,96.6235,18.1937259,4.578903095,0.183019021,43,14.826,3.844660527,0.410283182,106.21,21.9068976,4.69244092,0.227993185,124.3,18.539913,4.831620856,0.158413263,502.5,79.3191,6.21503714,0.195150893,38671.5,8720.6532,10.57724606,0.241531989,363,31.1346,5.884803314,0.090741019,20.75702247,7.160663695,2.947738443,0.422034111,8.27743253,2.275381664,2.091628912,0.296587495,105.97,34.307364,4.624601949,0.410109178,661,168.64575,6.433109876,0.433225103,649.47,166.859217,6.41592274,0.418786932,131.645,41.053194,4.835097351,0.404901954,936.5,234.9921,6.785059944,0.370365309,241870,77325.003,12.31718899,0.506788078,378,69.6822,5.901264023,0.2056637,81.5185,24.8772867,4.383613414,0.414080779,190.25,52.26165,5.231982345,0.486287827,200.07,55.174959,5.287526829,0.429378291,106.27,28.2687342,4.632756314,0.393670629,535.5,123.7971,6.261740209,0.364983123,72957.5,18524.3457,11.17158653,0.44747908,363,31.1346,5.884058894,0.09262248,3.407695188,1.015012873,1.20112753,0.315413474,3.123755455,0.831593975,1.128395911,0.293955532,117.815,40.230351,4.746705542,0.432589316,1060,300.59715,6.893987672,0.550687279,1044.95,292.405785,6.888877379,0.502631189,148.015,48.266043,4.96925549,0.424238916,1356,361.7544,7.173235007,0.398306384,386470,130061.085,12.79008348,0.584810184,378,69.6822,5.901204856,0.205830969,158.255,67.940145,5.066807694,0.495235246,582.5,153.4491,6.338503519,0.516340787,582.96,148.311891,6.349370871,0.461154756,202.15,83.715009,5.312551984,0.482246832,1141.5,344.7045,7.031198823,0.407769885,214650,54292.812,12.23285533,0.487115384,363,31.1346,5.883481607,0.094477914,1.722412272,0.350976009,0.555484154,0.245664055,1.735359109,0.339662176,0.539506508,0.224901423
57,E19,MALME3M,DAPI,FITC,TRITC,5,RPMI+5%FBS,RPMI+5%FBS,3,120,ctrl+ctrl,Hoechst,Smad23,NFkB,MG132+CHX,0.637065637,330,143.86,45.063627,4.996763099,0.338873918,858,173.4642,6.773047019,0.197413982,854.575,159.3795,6.764848299,0.177914421,176.985,56.739102,5.204835675,0.332312498,1289.5,244.629,7.178784017,0.185051783,323045,46323.837,12.68917188,0.132867908,385,80.0604,5.924322693,0.202472419,89.527,13.5917355,4.513585602,0.171363537,40.5,12.6021,3.766290062,0.381778595,98.656,18.2144823,4.62252484,0.215274395,115.7,12.646578,4.774986219,0.147175231,448,5.9304,6.166633359,0.171062741,36396.5,7954.8903,10.51528795,0.236861201,367,35.5824,5.892763461,0.091041614,21.53888889,6.394452723,3.006756957,0.383184873,8.62485934,2.379200137,2.14232346,0.28116518,59.149,23.3620695,4.056389513,0.445955681,431,134.54595,6.048187345,0.459945874,427.195,131.299056,6.038453767,0.446172901,73.7005,28.9900191,4.271153569,0.437264418,597.5,175.6881,6.382368121,0.385623085,165645,52402.497,11.9627754,0.447602729,385,80.0604,5.924317334,0.202461445,70.5075,32.0753097,4.272830306,0.539724132,224,61.5279,5.393163271,0.495398868,212.255,60.371472,5.376427768,0.453281805,87.7285,36.8077689,4.484423461,0.506459138,440,128.9862,6.08033686,0.385556207,78610,20691.1656,11.26868074,0.444388038,367,36.3237,5.892252493,0.091450116,1.953067138,0.560791458,0.655024074,0.304492659,1.950393535,0.586762226,0.662025999,0.303887201,86.0085,39.6877194,4.447085091,0.552295807,361,128.9862,5.937931014,0.563212646,382.045,137.162739,6.005990765,0.534935413,109.81,51.4432548,4.691434422,0.535212593,793.5,301.7091,6.693820498,0.454360561,147845,49251.972,11.93028768,0.476147951,385,80.0604,5.92429589,0.202449865,181.635,85.501542,5.18711903,0.585049369,451.75,162.3447,6.108699535,0.590256016,457.28,153.871641,6.144145059,0.529214438,219.385,99.000615,5.383498024,0.552980617,972,336.5502,6.888857207,0.445032906,168640,48436.542,12.03560325,0.521450571,367,36.3237,5.891456201,0.093302825,0.809077096,0.182963482,-0.17076852,0.330576321,0.832162699,0.193812599,-0.138154295,0.282906873
58,E20,MALME3M,DAPI,FITC,TRITC,5,RPMI+5%FBS,RPMI+5%FBS,3,120,ctrl+TNFA,Hoechst,Smad23,NFkB,MG132+CHX,0.609917355,369,147.91,50.660442,5.041589884,0.374250735,906,170.499,6.839460699,0.205173848,905.37,153.686316,6.830732138,0.180016096,184.47,63.30702,5.246965239,0.360374874,1373,250.5594,7.236844426,0.177918386,323120,43514.31,12.68688303,0.134317094,366,72.6474,5.856149002,0.212728656,104.6,16.0476624,4.655338589,0.155492469,47,16.3086,3.915422236,0.425531789,114.75,21.527352,4.766273297,0.216806025,133.3,13.150662,4.904899053,0.12077835,512,2.9652,6.279357366,0.16547861,40906,8782.9224,10.63342321,0.228737778,358,32.6172,5.867150695,0.09523853,19.80645161,7.717208452,2.924038463,0.418754329,7.993461212,2.299352191,2.064458841,0.281866241,57.644,20.2196988,4.049725925,0.39065946,445,124.5384,6.089397086,0.329488218,437.03,119.779254,6.07656998,0.32520093,71.745,25.0589052,4.264645511,0.386500134,609,158.6382,6.39959811,0.304851529,157220,46479.51,11.93272236,0.349123306,366,72.6474,5.856149002,0.212728656,72.559,28.8336048,4.30266728,0.429439816,230.5,59.304,5.436898432,0.320218056,221.02,61.705812,5.41306533,0.307488747,89.787,31.4770806,4.519555591,0.401147635,436,109.7124,6.110867908,0.29933964,79791,19681.515,11.28019994,0.287488232,358,32.6172,5.867133356,0.095259267,1.921940928,0.402115553,0.652498654,0.2474461,1.974985031,0.414617625,0.663504651,0.233602869,73.762,34.8737172,4.326015769,0.52090614,376,142.3296,5.979773128,0.510431661,394.11,149.179212,6.032175479,0.49359344,92.838,44.2911924,4.562522052,0.509608099,705,263.9028,6.627108832,0.423894631,143080,48881.322,11.8883248,0.423432048,366,72.6474,5.856149002,0.212728656,162.35,77.050722,5.106876068,0.501794503,418,146.0361,6.074766407,0.422430338,419.61,140.639436,6.093449005,0.394924263,196.9,87.784746,5.296918957,0.480175187,846,260.9376,6.795361595,0.371463307,152990,45945.774,11.96051608,0.358699133,358,32.6172,5.867064553,0.095257804,0.880530973,0.209244961,-0.094993278,0.305885863,0.918024003,0.210173724,-0.061273526,0.259385829
59,E21,MALME3M,DAPI,FITC,TRITC,5,RPMI+5%FBS,RPMI+5%FBS,3,120,TGFB3+ctrl,Hoechst,Smad23,NFkB,MG132+CHX,0.623493976,414,148.865,52.461801,5.044331559,0.351284481,896,169.7577,6.816612827,0.197516771,895.385,156.555147,6.810484746,0.17537816,183.88,65.212161,5.248079591,0.340570777,1377,260.9376,7.228095183,0.177550035,329445,45730.797,12.69865448,0.128424598,368.5,64.4931,5.88816868,0.196275703,100.185,17.1929709,4.620118928,0.175617978,43,14.0847,3.861760143,0.433071129,107.95,20.7015438,4.728335789,0.235674546,128.955,15.337497,4.871463012,0.148726295,510.5,5.1891,6.244301349,0.188451488,38639.5,8454.5265,10.60855936,0.248984837,362,29.652,5.880225411,0.089516212,21.10466493,7.750402145,2.954852684,0.435677492,8.163960642,2.229123182,2.082148957,0.295468473,110.695,38.6713971,4.647340982,0.441606904,662,188.2902,6.435149346,0.447731104,646.595,184.257528,6.417198048,0.435620987,136.38,47.658177,4.855995919,0.431009972,939,263.9028,6.789703706,0.385605861,241695,82195.344,12.30533799,0.500685179,368.5,64.4931,5.888137811,0.196298084,78.7975,25.0692834,4.364524926,0.354019165,180.25,56.70945,5.203751868,0.425560931,193.805,52.202346,5.270152841,0.350097511,103.165,30.4110912,4.622470778,0.334318119,529,134.9166,6.257222303,0.310472604,70349.5,17568.0687,11.15009993,0.350515108,362,29.652,5.87994855,0.090020841,3.581194,1.156822881,1.231397478,0.322461014,3.296744805,0.911371659,1.147045207,0.308224634,79.7155,36.2058333,4.380896497,0.543858395,353.5,130.83945,5.911307439,0.530306926,378.9,134.279082,5.974872452,0.50017965,101.77,47.0547588,4.622500704,0.52161677,746.5,259.455,6.628594804,0.428014591,140490,46338.663,11.86304285,0.461762931,368.5,64.4931,5.88816868,0.196275703,171.76,70.49763,5.138244435,0.484494522,445.75,143.8122,6.105219578,0.511302338,449.75,152.092521,6.11989992,0.425206943,208.425,80.238312,5.334284534,0.463662166,883.5,294.2961,6.822555592,0.37760751,162065,49896.903,11.99973898,0.404533158,362,29.652,5.8798361,0.090059651,0.802842378,0.15311168,-0.193912139,0.273419452,0.855919482,0.162620327,-0.145027469,0.235343892
60,E22,MALME3M,DAPI,FITC,TRITC,5,RPMI+5%FBS,RPMI+5%FBS,3,120,TGFB3+TNFA,Hoechst,Smad23,NFkB,MG132+CHX,0.603648425,364,145.345,51.00144,5.027134358,0.367943474,892.25,183.8424,6.816022419,0.210652683,887.895,168.853314,6.806572672,0.18440726,181.825,63.106869,5.231609385,0.354941216,1364.5,283.9179,7.213855348,0.182927832,313950,46546.227,12.66263921,0.134175963,363.5,60.7866,5.856065122,0.194738641,100.375,18.3701553,4.614930603,0.172552608,43,14.0847,3.847655114,0.401003839,109.23,21.6837663,4.719556685,0.220635896,130.065,15.64143,4.86713451,0.14507001,510,5.9304,6.233042939,0.15253206,39088,9072.0294,10.58715889,0.229868743,358,28.1694,5.867600228,0.086612266,21.29114688,6.908763725,2.968367305,0.391457973,8.227522274,2.282201244,2.087015987,0.281187084,106.575,34.4126286,4.616595577,0.463635584,635,159.75015,6.398235553,0.449518843,618.915,153.715968,6.378472808,0.442612644,130.97,42.350469,4.823865291,0.456235935,887,231.2856,6.750533206,0.390341165,224490,79734.228,12.23452511,0.515255273,363,60.7866,5.856049985,0.194735653,75.091,22.0084557,4.308246006,0.389980221,170.25,46.33125,5.137298967,0.419347575,181.835,42.595098,5.204104337,0.369374673,98.3975,27.2361033,4.570681652,0.374637032,510.5,114.1602,6.210542076,0.342595683,64936.5,14219.6166,11.07141002,0.37701637,358,28.9107,5.867305697,0.086995593,3.706516171,1.286091181,1.260936586,0.337332484,3.410102318,1.029197858,1.174368471,0.30630634,68.8955,31.8232677,4.278315937,0.550058981,346.25,127.13295,5.888566858,0.532723892,367.4,130.216758,5.943949671,0.512087362,88.036,39.8129991,4.517560999,0.529281163,680.5,253.5246,6.564388354,0.436893965,132235,47391.309,11.80001586,0.494066455,363.5,60.7866,5.856065122,0.194738641,149.98,70.164045,5.034854865,0.514297331,388.5,113.4189,5.967797103,0.474628394,394.935,107.125263,5.995919467,0.424013346,183.655,81.513348,5.230612759,0.499537469,809,248.3355,6.734662471,0.402227812,141340,40052.439,11.86345173,0.413452489,358,28.1694,5.867530943,0.086604994,0.896877518,0.203342119,-0.079230244,0.285015435,0.938777444,0.202514581,-0.051969796,0.258921098
61,F3,SKMEL2,DAPI,FITC,TRITC,1,RPMI+5%FBS,RPMI+5%FBS,1,120,ctrl+ctrl,Hoechst,Smad23,,MG132+CHX,0.412685983,527,82.755,22.261239,4.432238302,0.292440806,449,77.0952,6.120058193,0.175797817,455.93,72.084012,6.125258002,0.161379812,101.78,26.98332,4.639509609,0.282774396,739,128.9862,6.608738991,0.174532032,152280,21319.788,11.94255466,0.138945613,336,45.9606,5.81729393,0.150789516,53.248,9.1224378,4.011692775,0.205651603,30,10.3782,3.450859521,0.360757388,63.496,13.7422194,4.185171732,0.230059684,67.362,8.4686112,4.263231973,0.200806875,257,2.9652,5.690454552,0.302058363,22714,5326.9818,10.04918942,0.244760077,352,22.239,5.864017949,0.071308184,14.79746835,5.362810003,2.669198673,0.37751414,7.169090154,2.011447853,1.940086269,0.284734198,46.414,17.027661,3.846882741,0.359605805,342.5,98.5929,5.845437565,0.303337945,342.79,97.065822,5.84543932,0.299735477,57.215,20.2834506,4.054431295,0.355766708,490,131.9514,6.193735434,0.290994505,118190,32602.374,11.66273455,0.296769581,336,45.9606,5.81729393,0.150789516,80.597,31.6876098,4.358427619,0.404223873,236.5,68.9409,5.451108429,0.309873971,226.11,66.835608,5.425483151,0.302750077,97.581,35.5512654,4.556303037,0.379580944,434,123.0558,6.082290802,0.289725891,80352,23927.6814,11.28925941,0.299958792,352,23.7216,5.863776344,0.071376326,1.435897436,0.283848205,0.394329136,0.222696307,1.506633781,0.302490721,0.419956169,0.204804453,1.7731,0.30274692,0.603985243,0.21131356,7,2.9652,1.990307436,0.365218996,6.9639,2.27223276,1.997954662,0.358298713,2.2096,0.39185118,0.831621827,0.21137802,14,2.9652,2.665649103,0.287715957,2364,864.3558,7.808515106,0.391972858,335,44.478,5.810559963,0.149586016,1.9546,0.41423844,0.73053692,0.304339538,6,1.4826,1.850180891,0.385999386,6.1491,1.99083528,1.883728867,0.376080649,2.4286,0.49919142,0.955961234,0.329223731,14,2.9652,2.707837232,0.375454833,2129,772.4346,7.721968331,0.408400181,344,25.2042,5.838238745,0.081387112,1.153846154,0.228092308,0.140126544,0.137716189,1.114849273,0.105029282,0.114225795,0.119028308
62,F4,SKMEL2,DAPI,FITC,TRITC,1,RPMI+5%FBS,RPMI+5%FBS,1,120,ctrl+TGFB3,Hoechst,Smad23,,MG132+CHX,0.357476636,459,90.128,25.6074672,4.53670815,0.309410459,483.5,88.2147,6.196635039,0.192155394,486.5,85.145718,6.201544335,0.174487294,112.2,31.668336,4.743554215,0.298697048,808,163.086,6.695276214,0.185570178,161430,23751.252,11.99615071,0.13123393,330,45.9606,5.794604802,0.158864312,56.647,13.202553,4.070997034,0.235241922,34,11.8608,3.572922724,0.40387659,68.931,17.0780694,4.266852263,0.264109195,71.824,15.1610676,4.320122655,0.221180655,257,8.8956,5.75995215,0.31182358,24070,6220.9896,10.12194514,0.267407603,351,23.7216,5.855092681,0.072306394,14.62121212,5.292778322,2.623712315,0.40378173,7.150580876,2.254190421,1.934692072,0.307176344,116.91,38.4349224,4.773647523,0.340938913,593.5,171.2403,6.381738857,0.288704538,590.62,166.451502,6.373398227,0.284592744,141.59,46.138512,4.970630763,0.338717521,910,256.4898,6.810062542,0.287265141,193440,58636.83,12.16800689,0.297713727,330,45.9606,5.794604802,0.158864312,74.444,24.4792086,4.307851928,0.33740434,172,50.4084,5.149975175,0.29363571,180.9,51.283134,5.205244798,0.289098135,96.026,28.3532424,4.559367655,0.314660682,514,126.021,6.222716906,0.272767309,63190,18038.7942,11.0601872,0.290363242,350,23.7216,5.854941855,0.072319747,3.378486056,0.746543091,1.231763682,0.239254774,3.209745002,0.652443811,1.168153429,0.227461013,1.8526,0.33758802,0.640614071,0.187322222,9,2.9652,2.195465204,0.411087321,9.0245,3.4729905,2.204890197,0.399984017,2.3097,0.41023542,0.868750167,0.200512475,16,4.4478,2.800483027,0.312574082,2877,1149.015,7.993952982,0.427397574,328,45.9606,5.789062598,0.159477311,2.081,0.43573614,0.760189543,0.259138157,8,2.9652,2.047272293,0.441455606,7.8302,3.150525,2.071540025,0.422521552,2.6013,0.54796896,0.988430958,0.284838662,16,4.4478,2.81047798,0.363693009,2687,1134.189,7.90394526,0.459666766,344,26.6868,5.832404778,0.087266218,1.142857143,0.124588235,0.148192911,0.125152405,1.137786858,0.103371605,0.133350172,0.103434492
63,F5,SKMEL2,DAPI,FITC,TRITC,1,RPMI+5%FBS,RPMI+5%FBS,1,120,TGFB3+ctrl,Hoechst,Smad23,,MG132+CHX,0.377928949,500,88.0405,25.2138369,4.504125697,0.315951108,493.75,91.1799,6.213166308,0.190714968,498.36,85.91667,6.21808848,0.176770744,108.51,29.5734222,4.710024636,0.305579203,803.5,138.6231,6.693412045,0.192743368,156350,20415.402,11.97429766,0.126054372,321,47.4432,5.756204863,0.159118389,63.069,14.8830801,4.153504573,0.233876593,38,14.45535,3.670751831,0.397698481,76.2145,19.8231033,4.354604723,0.25392041,80.0645,17.2337424,4.392342463,0.226392701,319,91.9212,5.810123241,0.317338127,26537.5,6602.7591,10.19513788,0.251622208,346,23.7216,5.840533955,0.072840922,13.0406015,4.907176086,2.542414477,0.393546677,6.434693643,1.811163448,1.863483757,0.282622247,118.53,40.571349,4.761851266,0.338127877,605.5,170.86965,6.418418572,0.284893885,600.965,174.442716,6.409676144,0.280742538,144.59,48.99993,4.958740232,0.335028904,926.5,256.4898,6.827335607,0.27956878,190355,51772.392,12.16588499,0.281331405,321,47.4432,5.756204863,0.159118389,79.6595,22.6430085,4.370307702,0.309977978,182.25,53.74425,5.207000967,0.314439712,191.835,54.922917,5.271073342,0.299769379,99.9185,27.1100823,4.618613116,0.295579636,528,130.4688,6.283823862,0.268796898,66712.5,18514.7088,11.11160227,0.290155077,346,22.9803,5.840530173,0.072809539,3.385163628,0.780832927,1.211417606,0.251326001,3.131197181,0.709038744,1.138602802,0.231991279,1.84515,0.31490424,0.632456414,0.182415416,9,4.4478,2.215522546,0.469459009,8.64945,4.0141395,2.222752374,0.463496735,2.28885,0.36820371,0.860738155,0.190911117,16,5.9304,2.80857458,0.344239,2694.5,1292.0859,7.973552491,0.492915076,318.5,45.2193,5.750800319,0.157363639,2.04325,0.39207357,0.769029894,0.274198729,7,2.9652,2.064275914,0.510963604,7.3501,3.46090731,2.092572017,0.493753839,2.56835,0.4781385,0.996323659,0.311737405,16,5.9304,2.824537068,0.413011633,2468,1261.6926,7.909243602,0.527326044,339.5,25.9455,5.816671043,0.082854782,1.166666667,0.1412,0.151246631,0.127633265,1.133742596,0.112894937,0.130180357,0.111464476
