,well,celltype,channel.1,channel.2,channel.3,experiment,marker.1,marker.2,marker.3,media,rep,time.treatment,treatment.1,treatment,treatment.2,G1,n,mad_nucleus.median.1,mad_nucleus.mad.1,mad_nucleus.logmean.1,mad_nucleus.logsd.1,median_nucleus.median.1,median_nucleus.mad.1,median_nucleus.logmean.1,median_nucleus.logsd.1,mean_nucleus.median.1,mean_nucleus.mad.1,mean_nucleus.logmean.1,mean_nucleus.logsd.1,std_nucleus.median.1,std_nucleus.mad.1,std_nucleus.logmean.1,std_nucleus.logsd.1,max_nucleus.median.1,max_nucleus.mad.1,max_nucleus.logmean.1,max_nucleus.logsd.1,sum_nucleus.median.1,sum_nucleus.mad.1,sum_nucleus.logmean.1,sum_nucleus.logsd.1,length_nucleus.median.1,length_nucleus.mad.1,length_nucleus.logmean.1,length_nucleus.logsd.1,mad_halo.median.1,mad_halo.mad.1,mad_halo.logmean.1,mad_halo.logsd.1,median_halo.median.1,median_halo.mad.1,median_halo.logmean.1,median_halo.logsd.1,mean_halo.median.1,mean_halo.mad.1,mean_halo.logmean.1,mean_halo.logsd.1,std_halo.median.1,std_halo.mad.1,std_halo.logmean.1,std_halo.logsd.1,max_halo.median.1,max_halo.mad.1,max_halo.logmean.1,max_halo.logsd.1,sum_halo.median.1,sum_halo.mad.1,sum_halo.logmean.1,sum_halo.logsd.1,length_halo.median.1,length_halo.mad.1,length_halo.logmean.1,length_halo.logsd.1,median_nucleus.div.median_halo.median.1,median_nucleus.div.median_halo.mad.1,median_nucleus.div.median_halo.logmean.1,median_nucleus.div.median_halo.logsd.1,mean_nucleus.div.mean_halo.median.1,mean_nucleus.div.mean_halo.mad.1,mean_nucleus.div.mean_halo.logmean.1,mean_nucleus.div.mean_halo.logsd.1,mad_nucleus.median.2,mad_nucleus.mad.2,mad_nucleus.logmean.2,mad_nucleus.logsd.2,median_nucleus.median.2,median_nucleus.mad.2,median_nucleus.logmean.2,median_nucleus.logsd.2,mean_nucleus.median.2,mean_nucleus.mad.2,mean_nucleus.logmean.2,mean_nucleus.logsd.2,std_nucleus.median.2,std_nucleus.mad.2,std_nucleus.logmean.2,std_nucleus.logsd.2,max_nucleus.median.2,max_nucleus.mad.2,max_nucleus.logmean.2,max_nucleus.logsd.2,sum_nucleus.median.2,sum_nucleus.mad.2,sum_nucleus.logmean.2,sum_nucleus.logsd.2,length_nucleus.median.2,length_nucleus.mad.2,length_nucleus.logmean.2,length_nucleus.logsd.2,mad_halo.median.2,mad_halo.mad.2,mad_halo.logmean.2,mad_halo.logsd.2,median_halo.median.2,median_halo.mad.2,median_halo.logmean.2,median_halo.logsd.2,mean_halo.median.2,mean_halo.mad.2,mean_halo.logmean.2,mean_halo.logsd.2,std_halo.median.2,std_halo.mad.2,std_halo.logmean.2,std_halo.logsd.2,max_halo.median.2,max_halo.mad.2,max_halo.logmean.2,max_halo.logsd.2,sum_halo.median.2,sum_halo.mad.2,sum_halo.logmean.2,sum_halo.logsd.2,length_halo.median.2,length_halo.mad.2,length_halo.logmean.2,length_halo.logsd.2,median_nucleus.div.median_halo.median.2,median_nucleus.div.median_halo.mad.2,median_nucleus.div.median_halo.logmean.2,median_nucleus.div.median_halo.logsd.2,mean_nucleus.div.mean_halo.median.2,mean_nucleus.div.mean_halo.mad.2,mean_nucleus.div.mean_halo.logmean.2,mean_nucleus.div.mean_halo.logsd.2,mad_nucleus.median.3,mad_nucleus.mad.3,mad_nucleus.logmean.3,mad_nucleus.logsd.3,median_nucleus.median.3,median_nucleus.mad.3,median_nucleus.logmean.3,median_nucleus.logsd.3,mean_nucleus.median.3,mean_nucleus.mad.3,mean_nucleus.logmean.3,mean_nucleus.logsd.3,std_nucleus.median.3,std_nucleus.mad.3,std_nucleus.logmean.3,std_nucleus.logsd.3,max_nucleus.median.3,max_nucleus.mad.3,max_nucleus.logmean.3,max_nucleus.logsd.3,sum_nucleus.median.3,sum_nucleus.mad.3,sum_nucleus.logmean.3,sum_nucleus.logsd.3,length_nucleus.median.3,length_nucleus.mad.3,length_nucleus.logmean.3,length_nucleus.logsd.3,mad_halo.median.3,mad_halo.mad.3,mad_halo.logmean.3,mad_halo.logsd.3,median_halo.median.3,median_halo.mad.3,median_halo.logmean.3,median_halo.logsd.3,mean_halo.median.3,mean_halo.mad.3,mean_halo.logmean.3,mean_halo.logsd.3,std_halo.median.3,std_halo.mad.3,std_halo.logmean.3,std_halo.logsd.3,max_halo.median.3,max_halo.mad.3,max_halo.logmean.3,max_halo.logsd.3,sum_halo.median.3,sum_halo.mad.3,sum_halo.logmean.3,sum_halo.logsd.3,length_halo.median.3,length_halo.mad.3,length_halo.logmean.3,length_halo.logsd.3,median_nucleus.div.median_halo.median.3,median_nucleus.div.median_halo.mad.3,median_nucleus.div.median_halo.logmean.3,median_nucleus.div.median_halo.logsd.3,mean_nucleus.div.mean_halo.median.3,mean_nucleus.div.mean_halo.mad.3,mean_nucleus.div.mean_halo.logmean.3,mean_nucleus.div.mean_halo.logsd.3
137,G23,MALME3M,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,2,18hrs,ctrl,ctrl+ctrl,ctrl,0.508143322,312,123.36,46.8071646,4.819879433,0.393371757,749.5,142.3296,6.614347636,0.188793183,736.555,130.832037,6.598947763,0.171548023,151.43,56.590842,5.022659038,0.377648784,1078,214.2357,6.992326512,0.197824713,264070,32165.007,12.49161681,0.11089038,370,62.2692,5.892667029,0.187193343,52.222,16.5421095,4.022897109,0.377371798,17,2.9652,2.899528741,0.254395076,49.6295,13.2277572,3.983721555,0.344222212,80.5045,16.0780557,4.471939216,0.323506909,385,7.413,6.122740405,0.337111825,48455.5,14725.1832,10.87262181,0.351569709,988,56.3388,6.888899855,0.068308108,42.10882353,11.49015,3.714818895,0.302545201,14.36622419,5.083587508,2.615226209,0.386868828,31.193,10.7696064,3.43941778,0.367864644,249,77.0952,5.523595417,0.30662674,248.72,75.449514,5.514572348,0.303199012,38.712,12.7422057,3.65444216,0.358557363,345.5,103.782,5.845978839,0.290611861,92473.5,35399.2989,11.40723997,0.386893592,370,62.2692,5.892667029,0.187193343,62.138,18.2181888,4.111537571,0.307440264,116,45.2193,4.654511769,0.486687916,112.38,30.4718778,4.714064921,0.297470902,71.034,18.8557068,4.255077605,0.286929814,270.5,67.4583,5.615076961,0.253077715,110555,33769.9215,11.60302117,0.314920534,988,56.3388,6.888952133,0.068306056,2.175219824,0.669141506,0.869083648,0.41655633,2.258680659,0.494131676,0.800507427,0.232812858,12.946,2.5730523,2.559698529,0.225123185,107,28.9107,4.662905497,0.280678481,107.31,28.4451636,4.660244883,0.276204097,16.3395,3.2090877,2.794844124,0.219055446,159,32.6172,5.062446338,0.223576577,40084,12315.2169,10.55291093,0.349346599,370,62.2692,5.892667029,0.187193343,31.6125,11.386368,3.438060351,0.340059378,58.75,27.4281,3.99178544,0.488101926,58.6725,17.7919413,4.07389267,0.321328975,35.9405,11.697714,3.584884946,0.314885106,149.5,34.8411,5.019249501,0.297479426,58344.5,19935.7809,10.96279095,0.34558014,988,56.3388,6.888897371,0.068346904,1.793377121,0.567756158,0.671120057,0.397628532,1.839251011,0.377961596,0.586352212,0.197216185
138,G24,MALME3M,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,3,18hrs,ctrl,ctrl+ctrl,ctrl,0.511400651,314,124.23,43.6455201,4.816114883,0.386935094,757.75,122.68515,6.622826309,0.183055485,743.465,108.89697,6.603128474,0.165084667,152.06,52.48404,5.019045747,0.372436654,1074,199.4097,6.986358761,0.191888277,255960,29133.09,12.46368236,0.111808338,351.5,60.0453,5.86055248,0.181861109,51.9175,17.1351495,4.025590163,0.396561775,17,2.9652,2.894530401,0.242279094,49.287,13.7422194,3.98662974,0.359319219,80.3925,17.2107621,4.472725092,0.348068053,385,6.6717,6.117712533,0.346951266,48369,14376.7722,10.86522839,0.359554168,976,56.3388,6.878598213,0.06836218,43.13157895,10.39469304,3.728295908,0.279497184,14.56460187,5.389348114,2.616498734,0.38622431,33.617,12.616926,3.475863556,0.389151107,265.5,71.53545,5.551359411,0.302295488,261.995,70.312305,5.543513036,0.299617431,40.72,15.293019,3.68686699,0.37770804,362,99.3342,5.8704539,0.302741458,93485,31781.0136,11.40406686,0.366799042,351.5,60.0453,5.86055248,0.181861109,58.9435,18.5888388,4.073735146,0.354425471,111,40.0302,4.643533923,0.445706823,110.275,30.511908,4.697572068,0.295707381,68.413,19.8861138,4.216937708,0.331095378,264.5,65.9757,5.600672247,0.275064441,105480,31852.9197,11.57621668,0.304646605,976,56.3388,6.878642013,0.068391128,2.270200763,0.737347476,0.907825489,0.417116673,2.364531931,0.610137558,0.845940968,0.263411786,13.83,3.7517193,2.636095546,0.29714481,114,26.31615,4.725274381,0.249718951,114.28,26.353215,4.726509018,0.247697571,17.521,4.7280114,2.868387839,0.308568946,167,40.0302,5.122497831,0.280454914,40096.5,11188.4409,10.58706031,0.303084854,351.5,60.0453,5.86055248,0.181861109,32.9695,10.5538881,3.472523705,0.352891111,59.5,23.35095,4.027150379,0.438063895,60.162,16.1633052,4.113533877,0.285481653,37.8925,11.2344015,3.629116487,0.367085844,154,40.0302,5.082299005,0.421037021,59020.5,18301.2144,10.99216638,0.301391352,976,56.3388,6.878632414,0.068387907,1.808855839,0.558336548,0.698124002,0.38687897,1.865444761,0.369954946,0.612975141,0.19734804
151,H13,IEC6,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,1,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.789115646,1160,74.035,26.5474356,4.291861859,0.323969832,395,64.4931,5.976223132,0.153047965,390.995,60.356646,5.966356279,0.141872311,90.609,31.2027996,4.494790376,0.31242431,596,106.7472,6.394498192,0.172744346,132545,9585.009,11.8037141,0.069640561,342.5,48.1845,5.837353859,0.13019105,19.0045,1.9903905,2.980414486,0.217859448,11,1.4826,2.447922304,0.087884624,22.5195,1.5411627,3.141494536,0.160775571,33.108,2.2150044,3.535605785,0.195055681,191,1.4826,5.301904174,0.227247051,21430,2249.1042,9.997375791,0.171730164,948.5,48.1845,6.855881119,0.050165751,33.91287879,5.554134091,3.528300828,0.162627017,17.19111982,3.37283657,2.824861743,0.224829417,35.778,11.3589399,3.571611828,0.321488869,183,45.58995,5.200970267,0.253830191,177.585,42.824901,5.170608185,0.246879274,43.6595,13.8311754,3.76797223,0.31745747,269,66.717,5.584294137,0.249485952,61012.5,15192.2022,11.00796138,0.24771796,342.5,48.1845,5.837353859,0.13019105,12.611,2.787288,2.561904354,0.260203249,39,8.8956,3.673754471,0.241573703,41.9485,9.251424,3.739669827,0.228677944,17.4115,3.8732925,2.876112471,0.259313608,132,29.652,4.892633937,0.248487045,39950.5,9490.8639,10.59576863,0.242373917,948.5,48.1845,6.856098983,0.050099522,4.682926829,1.435394205,1.527215797,0.300325291,4.275435839,1.155524505,1.430938358,0.269359727,6.2841,1.60231995,1.839769607,0.241661609,40,8.8956,3.68229157,0.20139558,40.0515,8.5264326,3.692423121,0.20103533,7.9088,1.98008643,2.067756265,0.237714482,66.5,14.0847,4.20754027,0.217048103,13667.5,2839.179,9.529776868,0.207752723,342.5,48.1845,5.837353859,0.13019105,7.513,1.75347102,2.034712593,0.24992797,26,4.4478,3.268517724,0.192039042,26.665,4.8169674,3.288852042,0.190995968,9.37895,2.11618911,2.262416395,0.292887365,62,11.8608,4.183953667,0.366945724,25319,5078.6463,10.14493337,0.204877941,948.5,48.1845,6.856080477,0.050107054,1.481481481,0.206390038,0.413773847,0.147285834,1.483686824,0.202548259,0.403571079,0.138965804
152,H14,IEC6,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,2,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.814634146,1169,69.889,23.4962448,4.253699539,0.326125314,378,59.304,5.943650547,0.155495468,377.03,54.63381,5.937851079,0.143175323,85.389,27.7261026,4.452892639,0.314678562,579,99.3342,6.365388411,0.172486055,127850,9977.898,11.76890093,0.074066573,343,42.9954,5.831047288,0.131134833,19.336,1.9006932,2.991389538,0.217154181,11,1.4826,2.443240454,0.107525567,22.604,1.527078,3.146047626,0.167020693,33.471,2.1186354,3.539886687,0.201342801,191,1.4826,5.295563397,0.23145271,21497,2059.3314,9.999963072,0.17761108,949,42.9954,6.853915467,0.050319409,33.17857143,5.126522727,3.500410094,0.175696547,16.55333333,3.047837004,2.791803454,0.228336959,36.136,10.585764,3.583227364,0.303243276,186,42.9954,5.216605431,0.239146877,180.84,41.468322,5.186333504,0.22977458,44.163,12.7221906,3.780022404,0.298523031,271,63.7518,5.597715702,0.232138851,60982,13668.0894,11.01738116,0.239631853,343,42.9954,5.831047288,0.131134833,12.58,2.661267,2.557127522,0.262510513,38,8.8956,3.643714904,0.230346629,41.006,8.6228016,3.717124829,0.22155833,17.597,3.7450476,2.884267853,0.256388751,134,28.1694,4.910215011,0.241798518,38846,8980.1082,10.57132641,0.237347899,950,44.478,6.854201407,0.050314617,4.916666667,1.396115,1.572890527,0.285217321,4.459987258,1.134154517,1.469208675,0.259933507,6.4822,1.490013,1.87502962,0.231759222,41,7.413,3.720873911,0.187950742,41.243,7.7806848,3.73104675,0.187274264,8.1567,1.85161914,2.105606105,0.230377218,69,13.3434,4.247998158,0.213898824,14204,2541.1764,9.562094068,0.200206765,343,42.9954,5.831047288,0.131134833,7.6873,1.58104464,2.063801632,0.25490886,27,4.4478,3.294067378,0.190687206,27.173,4.625712,3.316462754,0.194780245,9.5442,1.87667508,2.2886274,0.2902019,63,11.8608,4.191360014,0.349153782,26025,4877.754,10.17064082,0.209830386,950,44.478,6.854178091,0.050329859,1.517241379,0.208532668,0.426806533,0.147724566,1.519828863,0.194707976,0.414583996,0.14804854
153,H15,IEC6,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,3,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.809893993,1146,66.8855,23.4243387,4.205660553,0.3319322,368,56.70945,5.917335588,0.161434243,369.145,55.100829,5.91496471,0.148807091,82.085,27.7157244,4.407149837,0.321490477,567,102.2994,6.347948409,0.175881923,125995,9407.097,11.75751239,0.075296802,345,45.9606,5.842543684,0.131362587,18.8795,2.0734161,2.97080982,0.202505283,11,1.4826,2.427562835,0.099994436,22.243,1.5997254,3.125736834,0.150391584,33.136,2.4025533,3.53002019,0.185445347,191,1.4826,5.297463668,0.225865757,21220.5,2028.9381,9.984329043,0.159880886,952,45.2193,6.858592467,0.049671424,32.63636364,5.088013636,3.489772753,0.168498789,16.45724252,3.116807452,2.789227877,0.211588461,34.0295,10.0431324,3.525571195,0.310703762,176,43.36605,5.167040948,0.243862181,170.89,41.972406,5.138712015,0.238206089,41.4875,12.3567297,3.723599171,0.307602412,258,62.2692,5.555028203,0.243668584,58378.5,15119.5548,10.98125585,0.245763363,345,45.9606,5.842543684,0.131362587,12.238,2.646441,2.531219696,0.247485161,38,8.8956,3.638496876,0.239186658,40.341,8.7154641,3.707006138,0.222843485,17.01,3.617544,2.854151669,0.242917979,131,31.1346,4.889820751,0.240492482,38587,9034.2231,10.5659132,0.238108129,952,45.9606,6.858906715,0.049698461,4.6875,1.365798529,1.528544072,0.297062471,4.25765951,1.118344629,1.431705878,0.265597534,6.223,1.4863065,1.857524345,0.248639317,39,7.413,3.687680108,0.194113833,39.8445,7.7717892,3.699927475,0.193733054,7.85385,1.84057377,2.091473428,0.252887864,68,14.826,4.238091317,0.237761034,13816,2960.0109,9.542471219,0.20698024,345,45.9606,5.842543684,0.131362587,7.75885,1.67667234,2.077629016,0.272438019,27,4.4478,3.308104641,0.190523124,27.927,4.9911729,3.332344066,0.198432639,9.7255,1.97823318,2.305461036,0.290374128,66,13.3434,4.242617318,0.332636281,26623.5,5258.7822,10.1912249,0.212554851,952,44.478,6.858881153,0.049715836,1.434782609,0.185647304,0.379575467,0.147819486,1.431629507,0.182307227,0.367583408,0.148894146
154,H16,SKMEL2,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,1,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.266791045,143,67.469,23.269407,4.243483748,0.33423925,445,79.3191,6.092526378,0.170071009,444.14,74.811996,6.090540502,0.156337873,82.757,27.6163902,4.448648359,0.320866748,647,130.4688,6.490635147,0.181687398,153530,13195.14,11.95830494,0.092568367,365,56.3388,5.867760061,0.155929344,42.925,15.1729284,3.861060446,0.428148095,18,4.4478,2.929030517,0.248737908,44.709,13.7466672,3.89723603,0.379486079,61.642,15.7570728,4.258460895,0.399419639,319,93.4038,5.878206952,0.430848428,43836,11844.4914,10.79406969,0.374347232,992,62.2692,6.896833809,0.062547687,23.41176471,4.949267647,3.163495862,0.270528711,9.582247394,3.205555452,2.193304473,0.39256177,68.878,25.1345178,4.215929274,0.355937164,386,114.9015,5.968513055,0.287820975,386.84,111.684258,5.957520693,0.284908244,83.045,28.725375,4.415903495,0.349886169,572,157.1556,6.34264444,0.286852659,135300,44181.48,11.8252845,0.309780225,365,56.3388,5.867760061,0.155929344,52.367,18.8942544,3.971768897,0.325903879,91,32.6172,4.508007473,0.402451339,101.35,34.0657002,4.637253316,0.308741086,64.319,21.6815424,4.217887029,0.313384783,354,106.7472,5.899294364,0.29565282,99446,27990.0054,11.53433947,0.302212751,992,60.7866,6.897083929,0.062492908,4.061403509,1.501314891,1.460505581,0.424599386,3.719747612,1.206805381,1.320267376,0.300864885,10.389,2.883657,2.381624956,0.329868131,87,22.239,4.466215075,0.289528651,87.168,23.1315252,4.46566215,0.28767162,13.09,3.7554258,2.610087675,0.321977832,128,34.0998,4.855525705,0.270075454,30675,9135.7812,10.33342326,0.274959954,365,56.3388,5.867760061,0.155929344,22.251,7.5227124,3.117723173,0.345354859,53,17.7912,3.905995181,0.364288901,49.755,13.602855,3.938044813,0.281590543,25.882,7.1594754,3.286872664,0.327994454,120,26.6868,4.844332255,0.314819697,50018,12953.4762,10.83510175,0.273465181,992,60.7866,6.89705679,0.062475174,1.586206897,0.382286464,0.560219894,0.3623125,1.647843441,0.314308509,0.527617337,0.225883945
155,H17,SKMEL2,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,2,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.2192,137,75.12,24.5325822,4.308639067,0.353977121,469,78.5778,6.132702339,0.171543548,462.53,82.35843,6.122064584,0.160382852,92.292,29.9766894,4.515354407,0.339688186,679,134.9166,6.524056605,0.197530699,150750,14840.826,11.93242394,0.101904308,331,47.4432,5.8103579,0.150420194,38.742,11.5983798,3.803831779,0.466357858,17,4.4478,2.892803983,0.369383332,41.104,12.6940212,3.845642136,0.42862634,57.42,12.9668196,4.218100046,0.424674207,257,5.9304,5.847544355,0.437195006,38954,11384.8854,10.71745435,0.423420616,966,59.304,6.871812814,0.063484277,25.91666667,8.238834211,3.239898356,0.377522615,10.68405103,4.124152296,2.276422448,0.442471307,74.612,24.4717956,4.298385311,0.348611024,438,126.7623,6.044324976,0.303068933,426.76,127.87425,6.028715136,0.302346267,92.105,28.8261918,4.497980063,0.342711786,628,164.5686,6.400871793,0.300132107,140800,37242.912,11.83907377,0.326082985,331,47.4432,5.8103579,0.150420194,56.06,16.7652408,4.061244919,0.381411571,98.5,36.3237,4.559909182,0.398747072,106.33,36.738828,4.675062373,0.362141652,69.329,19.4932248,4.29568705,0.369286201,377,99.3342,5.936191005,0.333885079,101600,33269.544,11.54699039,0.365723997,966,59.304,6.871926985,0.063588623,4.089795918,1.296518571,1.484415795,0.369988698,3.815658403,1.124349809,1.353652763,0.298247218,11.083,3.2898894,2.463522707,0.339519648,92,22.239,4.50137461,0.255662555,91.537,24.9566058,4.506735377,0.256023245,13.898,4.0489806,2.70346706,0.348767235,134,34.0998,4.929000624,0.286486083,29703,7509.369,10.31709273,0.270227789,331,47.4432,5.8103579,0.150420194,23.903,6.182442,3.214929279,0.347367354,54,17.0499,3.957823171,0.352100187,53.262,16.1722008,3.985005623,0.307651117,27.994,7.5938772,3.393217538,0.347477173,129,35.5824,4.969807646,0.397884832,51629,16031.3538,10.85688818,0.313907129,966,59.304,6.871881619,0.063588523,1.581196581,0.369155685,0.543551439,0.311153131,1.699008648,0.347544065,0.521729754,0.216733272
156,H18,SKMEL2,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,3,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.229137199,162,80.6645,24.996636,4.40894367,0.327845233,466.5,68.57025,6.149968233,0.159291267,464.145,67.280388,6.140413851,0.147195805,100.655,31.7180031,4.61589536,0.313086877,707,135.6579,6.573285127,0.181645934,161135,17442.789,11.99110152,0.095748071,348.5,43.7367,5.850688377,0.12799914,38.316,14.9631405,3.803503801,0.473659615,16.25,3.33585,2.8342988,0.254510921,41.252,13.3812063,3.823667145,0.405984155,56.2305,14.6517945,4.24151293,0.44261897,257,11.1195,5.933735098,0.478781265,39978.5,12967.5609,10.70708892,0.398385937,980.5,44.478,6.883421108,0.051794094,28.27083333,5.935973684,3.315669433,0.266175544,10.94165915,4.111773581,2.316746707,0.402593651,77.756,24.3079683,4.304172114,0.311823723,405,95.99835,5.996617655,0.240154499,400.62,96.873084,5.984354166,0.238941847,93.67,29.926281,4.500406936,0.30700934,596,159.3795,6.384802907,0.246954235,135925,34811.448,11.83504577,0.269444628,348.5,43.7367,5.850688377,0.12799914,54.6115,15.5658174,4.013986166,0.315824623,95.5,24.4629,4.509556272,0.394838203,104.48,27.8395215,4.640363241,0.292136002,68.765,21.319788,4.26052681,0.322330725,365.5,114.9015,5.943978375,0.309201701,101520,26007.0279,11.52395137,0.293548737,980.5,45.2193,6.883589343,0.051840271,4.128535068,1.436410767,1.487061382,0.407376975,3.815823611,1.159336602,1.343990925,0.295672256,10.7875,2.6479236,2.394221665,0.277399127,87,19.2738,4.449102345,0.242567952,86.747,19.2745413,4.45091025,0.24071968,13.594,3.2980437,2.63361294,0.27629576,128,27.4281,4.873797983,0.242662851,29607.5,8195.8128,10.30159781,0.24826873,348.5,43.7367,5.850688377,0.12799914,22.75,6.4018668,3.109115485,0.328540043,49,11.8608,3.862445667,0.359972168,49.695,12.4790442,3.905659187,0.268881458,26.376,6.6413067,3.29975875,0.381669402,123,26.6868,4.895974971,0.437028368,49208.5,12292.2366,10.7892095,0.267723442,980.5,44.478,6.883551068,0.051847318,1.673913043,0.424057483,0.586656678,0.35059627,1.713806238,0.394508196,0.545251063,0.233252338
157,H19,HCEC,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,1,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.414402174,305,53.461,13.8534144,4.001572612,0.277829421,318,53.3736,5.763606217,0.17200851,316.54,48.970278,5.75943257,0.166187228,67.687,18.1410936,4.233057717,0.276502563,513,102.2994,6.249672527,0.201785581,160080,14603.61,11.9827663,0.076733853,505,78.5778,6.22333032,0.16124005,18.542,10.4686386,3.027898805,0.639510098,12,1.4826,2.546503699,0.173928488,23.34,8.4033768,3.251776878,0.431649735,32.833,18.0669636,3.586249078,0.586564732,192,94.8864,5.421164629,0.547572623,26009,8728.0662,10.27675988,0.418495438,1122,68.1996,7.024982658,0.067335156,25.17857143,4.8361,3.217102517,0.198123595,13.57191059,5.105474961,2.507655692,0.416910267,34.662,11.9097258,3.54053313,0.362391627,193,57.8214,5.257002072,0.301657794,189.96,55.96815,5.235296831,0.296548502,43.016,14.8867866,3.751146901,0.359479453,294,87.4734,5.675172823,0.292387389,97324,28237.5996,11.45862867,0.312392325,505,78.5778,6.22333032,0.16124005,17.31,7.316631,2.887538174,0.40936371,58,17.7912,4.063586301,0.330039908,63.081,20.571075,4.130647598,0.331552936,24.376,10.5842814,3.219010158,0.430198481,190,71.1648,5.252487336,0.360731521,70844,21929.1366,11.15578949,0.317826044,1122,68.1996,7.025141253,0.067358047,3.462857143,0.942483852,1.19341577,0.31917396,3.094707476,0.85540223,1.104649233,0.307967747,7.5491,1.53019146,2.08820373,0.292696952,49,12.6021,3.918324118,0.26536886,50.416,13.0498452,3.939529181,0.266656543,9.748,1.95540114,2.334787707,0.319122201,90,22.239,4.5226995,0.323676152,25799,6943.0158,10.16285965,0.293209331,505,78.5778,6.22333032,0.16124005,12.093,3.95661462,2.539279027,0.35126929,49,14.826,3.88444651,0.335163343,49.606,15.1165896,3.905874487,0.323988647,15.313,4.9014756,2.782299489,0.363739905,113,31.1346,4.732282837,0.337605601,56439,17822.3346,10.93098399,0.325431598,1122,68.1996,7.025109554,0.067352688,1.022727273,0.146013636,0.033877608,0.166964763,1.022105421,0.162146767,0.033654694,0.167950561
158,H20,HCEC,DAPI,FITC,TRITC,TI16.TB,Hoechst,Smad23,Smad4,RPMI+5%FBS,2,18hrs,TGFB3,TGFB3+ctrl,ctrl,0.39941691,274,53.4865,15.2552127,3.984922475,0.265688857,313.75,51.52035,5.754025774,0.155688166,313.44,48.458781,5.752646615,0.152179939,67.453,18.7637856,4.220264516,0.266874872,525,105.2646,6.266414581,0.195793521,156750,10689.546,11.97688416,0.07594103,500,82.2843,6.224236785,0.158020145,16.246,8.6613492,2.950300541,0.670673238,13,1.4826,2.584100715,0.144080516,22.205,6.7947558,3.235761893,0.439174171,30.7825,16.5547116,3.533883512,0.609036699,192,94.8864,5.42353839,0.557836149,25369,7896.3276,10.26199699,0.433410799,1122,62.2692,7.026235524,0.064850731,23.59166667,3.955500769,3.169925059,0.175648672,14.05105321,4.654747637,2.516884721,0.42183599,37.6895,11.4916326,3.588014713,0.357712641,208.5,53.3736,5.303529447,0.297941085,204.1,49.904316,5.282616169,0.290879481,46.891,14.3500854,3.806814321,0.355057176,318.5,82.2843,5.73114114,0.284472233,102775,29817.3099,11.50685361,0.313187729,500,82.2843,6.224236785,0.158020145,16.8185,6.0401124,2.87712627,0.414602842,58,17.7912,4.059931708,0.301434828,61.773,20.1922707,4.123467855,0.312074016,23.275,8.8622415,3.214819275,0.437759881,190,59.304,5.29264869,0.349476548,69952.5,21097.398,11.1498072,0.302078721,1122,63.7518,7.026339254,0.06489522,3.510790598,1.006766413,1.243597739,0.325896893,3.237327088,0.950593835,1.159148313,0.322404427,8.2489,1.86399885,2.147640124,0.304801347,51,14.826,3.938209788,0.262941688,51.789,14.3159856,3.959482085,0.264821815,10.4035,2.35770465,2.392435355,0.332179807,93,25.2042,4.56786035,0.345194611,26128,7765.1175,10.18371838,0.302587172,500,82.2843,6.224236785,0.158020145,12.9615,4.2891618,2.586312294,0.405894602,49,17.7912,3.890228258,0.338090974,50.2625,17.1284778,3.916964856,0.333998741,16.2395,5.8006725,2.832063345,0.437322235,114.5,31.8759,4.781626374,0.402624818,56740.5,18997.2951,10.94326492,0.332641617,1122,63.0105,7.026299922,0.064902277,1.020705412,0.156609239,0.047981531,0.169261138,1.0279141,0.173217216,0.04251723,0.190311229
