pSmad23.median_nucleus.meanMI,pSmad23.median_nucleus.sdMI,pSmad23.sum_nucleus.meanMI,pSmad23.sum_nucleus.sdMI,Smad23.median_nucleus.meanMI,Smad23.median_nucleus.sdMI,Smad23.sum_nucleus.meanMI,Smad23.sum_nucleus.sdMI,pSmad158.median_nucleus.meanMI,pSmad158.median_nucleus.sdMI,pSmad158.sum_nucleus.meanMI,pSmad158.sum_nucleus.sdMI,Smad1.median_nucleus.meanMI,Smad1.median_nucleus.sdMI,Smad1.sum_nucleus.meanMI,Smad1.sum_nucleus.sdMI,
0.80585,0.018259,0.77195,0.018211,0.33664,0.020966,0.24104,0.017345,0.14244,0.014046,0.13453,0.020019,0.061781,0.013456,0.079464,0.010343,
